Geneid	GSM1842140	GSM1842141	GSM1842142	GSM1842143	GSM1842144	GSM1842145	GSM1842146	GSM1842147	GSM1842148	GSM1842149	GSM1842150	GSM1842151	GSM1842152	GSM1842153	GSM1842154
ENSMUSG00000085324	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041674	3025	2921	33	2011	1154	19	8	616	748	1047	1139	855	672	5565	728
ENSMUSG00000000567	3463	4504	2535	3508	5219	2860	2498	5847	4460	776	5613	8643	427	41817	5213
ENSMUSG00000075437	1	2	2	0	2	2	2	0	0	0	0	0	0	0	0
ENSMUSG00000020624	4	10	2	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087259	1222	1757	81	1668	673	70	114	105	140	745	176	314	733	697	74
ENSMUSG00000085421	16	18	3	12	10	3	1	10	55	14	19	0	0	52	6
ENSMUSG00000041654	465	640	493	646	546	624	371	589	378	332	555	718	134	4535	594
ENSMUSG00000047904	0	14	16	20	0	8	14	4	0	0	0	0	0	14	6
ENSMUSG00000018661	699	828	1322	1106	1040	1530	887	822	618	728	1342	1334	736	7854	986
ENSMUSG00000041629	1691	1650	964	2205	1340	1080	1009	617	423	322	493	728	162	4216	488
ENSMUSG00000083339	12	5	34	18	23	14	10	6	0	0	0	0	0	4	0
ENSMUSG00000041623	473	563	561	725	533	634	421	409	417	324	555	644	326	3751	460
ENSMUSG00000018727	39	30	16	27	14	14	4	15	30	24	6	26	0	212	26
ENSMUSG00000041598	3356	3766	2799	4166	3830	3291	2246	1706	1474	674	1721	2448	734	14163	1787
ENSMUSG00000083090	0	3	7	5	2	3	2	0	0	0	0	0	0	12	0
ENSMUSG00000041592	315	564	766	798	1653	1157	375	589	613	474	1080	318	60	4675	486
ENSMUSG00000121049	0	6	2	4	0	4	2	0	0	0	0	0	0	8	0
ENSMUSG00000086760	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000086135	2	9	6	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000078600	1	4	4	4	3	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000085844	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075431	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081548	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062391	2	5	13	2	4	0	0	0	0	0	0	0	0	13	2
ENSMUSG00000083769	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057322	22834	17248	7029	30009	7625	6281	9926	4504	2820	2268	3861	8505	2174	31472	4374
ENSMUSG00000034714	1156	1521	6293	3178	2717	5504	3291	1068	700	362	1019	824	300	5852	660
ENSMUSG00000034706	49	75	257	280	241	223	154	8	4	56	0	0	24	59	6
ENSMUSG00000010021	26	32	49	183	91	53	21	0	1	2854	34	0	3400	35	77
ENSMUSG00000000202	13	20	3	4	10	3	0	0	0	52	0	0	10	16	14
ENSMUSG00000034677	0	3	4	0	2	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000051043	558	708	480	447	515	358	223	1041	710	306	1100	1292	28	8585	1038
ENSMUSG00000034652	28	62	48	48	19	33	24	0	6	0	14	0	0	29	0
ENSMUSG00000083237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063193	4	9	10	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000083677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058728	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000034641	0	7	1	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000044811	12	3	4	10	4	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000089753	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069609	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ENSMUSG00000089722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069607	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048498	0	14	2	0	0	0	0	0	0	0	0	0	0	8	0
ENSMUSG00000020732	16	22	25	24	18	31	13	35	8	0	8	96	0	116	24
ENSMUSG00000047798	8	20	8	13	2	10	4	0	0	0	0	0	0	2	6
ENSMUSG00000020733	1991	2662	247	2166	1242	359	329	3052	1967	1786	2287	3988	1408	21715	2806
ENSMUSG00000015542	420	391	389	601	253	391	361	288	240	264	326	417	120	2470	378
ENSMUSG00000045980	124	195	470	249	315	536	349	323	295	186	414	440	214	3206	444
ENSMUSG00000020734	0	4	9	26	10	5	2	0	0	0	0	0	0	2	0
ENSMUSG00002076450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018861	308	380	417	534	367	463	378	182	134	75	145	142	148	1474	221
ENSMUSG00000044788	74	150	10	277	163	24	8	82	80	81	32	72	0	520	78
ENSMUSG00000050201	3	7	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045288	0	4	0	0	2	0	2	0	0	0	0	0	0	5	0
ENSMUSG00000018862	1	23	5	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034586	439	569	34	604	282	74	46	1161	791	700	1074	2507	912	10181	1319
ENSMUSG00000050910	509	573	3183	1213	2236	2388	1620	235	212	216	201	426	144	1774	159
ENSMUSG00000018858	1173	1146	850	1947	814	885	942	419	317	560	392	1123	500	3666	458
ENSMUSG00000085072	29	18	15	11	54	29	6	10	4	0	6	0	0	65	5
ENSMUSG00000034566	9188	7445	3666	11744	3623	3932	4612	2331	1735	2047	3017	4570	1825	17574	2186
ENSMUSG00000016940	768	846	1056	1189	925	956	777	587	460	569	789	586	443	4447	517
ENSMUSG00000070332	2	5	7	0	6	5	3	0	0	0	0	0	0	3	0
ENSMUSG00000093096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085651	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000045775	6	14	8	8	2	4	0	0	0	26	0	0	0	14	10
ENSMUSG00000057219	165	171	191	237	147	191	117	245	173	182	130	340	132	1475	157
ENSMUSG00000020736	1020	1099	533	1378	542	560	428	1083	869	379	770	1269	281	9090	1185
ENSMUSG00000081376	5	2	5	6	0	3	9	0	0	0	0	0	0	18	0
ENSMUSG00000020737	6967	7293	4613	8490	5944	4512	4750	2621	2050	1063	3005	4418	1157	19233	2510
ENSMUSG00000020738	7417	6651	1733	8475	3247	2284	3161	1668	1518	1455	1970	2014	1271	13201	1622
ENSMUSG00000020739	4047	4183	3567	4969	4420	3637	2974	1592	1217	658	2142	1684	256	10702	1412
ENSMUSG00000020740	1521	1561	1603	1910	1748	1885	958	785	552	649	946	1224	542	7879	1032
ENSMUSG00000089476	0	4	2	0	2	0	0	0	1	0	0	0	0	13	2
ENSMUSG00000046756	2739	2731	1792	3408	1905	1778	1924	920	711	545	1146	1636	418	7158	852
ENSMUSG00000020743	677	684	476	1133	593	896	664	490	362	262	527	1167	219	4826	554
ENSMUSG00000020744	445	455	623	874	505	1054	667	217	193	125	332	438	204	2334	254
ENSMUSG00000059923	2632	2919	2143	3693	2762	2708	1982	1625	1230	986	1562	3150	1157	13863	1678
ENSMUSG00000084277	36	48	38	50	22	30	25	17	20	35	0	13	25	206	22
ENSMUSG00000083394	128	43	33	215	39	31	28	10	12	1	6	8	2	58	9
ENSMUSG00000089460	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000084130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020747	1164	1383	2495	1880	2296	2901	1746	663	903	768	1239	722	385	8340	1103
ENSMUSG00000093539	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034471	1083	1429	1005	2083	1634	1426	721	534	490	547	840	1142	385	5701	787
ENSMUSG00000020781	910	908	489	1098	609	574	466	486	375	272	587	886	197	3766	548
ENSMUSG00000020782	994	1197	70	731	559	67	38	887	606	514	821	1013	660	7570	964
ENSMUSG00000034427	17	63	41	26	16	26	2	0	0	18	0	0	0	11	0
ENSMUSG00000020752	413	514	604	599	542	504	324	723	482	282	860	462	278	5225	626
ENSMUSG00000048442	21	45	13	129	43	16	7	29	17	5	38	164	0	305	34
ENSMUSG00000075420	4	8	2	1	2	1	0	0	0	0	0	0	0	53	2
ENSMUSG00000087072	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0
ENSMUSG00000020755	1909	2356	1381	2260	1538	1289	1109	1183	755	654	1104	1649	582	9140	1094
ENSMUSG00000087064	43	29	11	41	40	11	2	4	5	0	0	0	0	89	2
ENSMUSG00000020758	6720	8494	165	6925	6505	221	65	18202	10053	6820	17156	25019	4170	154611	17731
ENSMUSG00000020766	3967	4180	2133	4333	2277	2051	1762	357	472	419	373	632	334	4092	615
ENSMUSG00000016559	42856	50537	18825	54146	33919	22007	24100	21893	16791	12222	23760	34639	9590	164514	20560
ENSMUSG00000020770	1949	2174	1988	2578	2775	2469	1332	1331	874	844	1453	1456	471	11345	1454
ENSMUSG00000057948	87	84	73	112	72	74	35	155	74	58	98	274	253	1171	153
ENSMUSG00000034341	3003	3057	1701	3187	2893	2158	1876	1629	1386	1886	1917	3150	1544	17291	1988
ENSMUSG00000020773	391	468	3176	2298	2729	3277	2615	950	911	371	792	1028	260	9804	1165
ENSMUSG00000054517	116	103	244	191	188	260	109	187	173	78	281	326	24	1897	239
ENSMUSG00000020775	1893	1930	1864	2633	1720	2031	1566	1470	872	394	1080	2254	324	11057	1389
ENSMUSG00000020776	2386	2760	3121	2586	2571	2693	1122	2113	1664	1015	2743	3764	959	21556	2868
ENSMUSG00002074894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020777	2488	3161	5525	4600	3623	7348	4611	2442	1684	1597	2709	5005	1153	22052	2590
ENSMUSG00000020778	1108	1149	349	1295	586	352	286	381	286	301	356	627	396	3085	399
ENSMUSG00000092300	49	68	35	114	51	66	11	2	10	1	6	0	0	178	18
ENSMUSG00000034282	298	482	190	287	291	145	37	314	310	146	288	503	94	3200	416
ENSMUSG00000020780	3584	4041	5561	5039	4953	5072	3877	2099	1726	991	2578	3215	1372	17117	2185
ENSMUSG00000020793	39	27	56	31	41	28	8	2	4	30	38	38	0	89	2
ENSMUSG00000118502	49	19	58	51	47	29	22	40	27	0	22	0	36	274	29
ENSMUSG00000020792	1247	1423	1610	1616	1293	1657	1289	1161	949	853	1464	1415	773	10066	1296
ENSMUSG00002075039	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0
ENSMUSG00000034227	35	106	58	87	58	65	30	154	43	20	36	703	0	1578	139
ENSMUSG00000052949	166	267	830	614	982	791	470	67	87	34	102	71	70	835	118
ENSMUSG00000081929	67	40	14	66	19	14	17	177	78	67	75	557	0	836	73
ENSMUSG00000120505	2	2	1	3	2	0	0	4	4	0	0	0	0	0	0
ENSMUSG00000050628	2224	2177	463	1882	1126	475	414	1394	955	468	1131	1822	357	10760	1349
ENSMUSG00000070331	54	73	37	37	28	35	6	2	6	0	0	30	0	96	13
ENSMUSG00000086826	114	81	84	66	100	41	16	12	26	0	10	0	0	179	20
ENSMUSG00000015869	2924	3177	1936	3051	2210	2039	1267	1331	971	932	1646	2224	903	10817	1371
ENSMUSG00000081318	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100779	2	3	39	5	23	17	13	8	12	2	0	0	0	55	6
ENSMUSG00000061878	1924	2610	1766	2622	2449	1522	943	825	635	394	910	1282	174	6619	797
ENSMUSG00000020802	2012	2550	2703	2512	2572	3025	1698	1310	967	513	1236	844	383	8531	1034
ENSMUSG00000083314	0	0	4	0	2	2	0	0	0	0	0	0	0	4	0
ENSMUSG00000020804	2	13	2	0	2	0	0	2	0	0	0	0	0	31	4
ENSMUSG00000020806	1139	1368	933	1692	1372	1579	930	2376	1318	585	1715	3612	353	19578	2544
ENSMUSG00000020810	49	88	6488	2666	2884	4742	3376	0	6	0	10	0	0	59	0
ENSMUSG00000075410	5	16	82	51	34	54	69	2	0	0	0	0	0	8	5
ENSMUSG00000020812	1006	1013	590	1258	745	646	805	331	203	81	193	666	100	2369	280
ENSMUSG00000065640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057286	1627	1409	280	614	723	149	101	1105	792	464	1288	1600	327	8463	1160
ENSMUSG00000110170	66	100	26	36	38	6	3	43	30	32	16	32	22	326	49
ENSMUSG00000078586	0	2	0	0	0	0	0	0	2	0	0	0	0	26	0
ENSMUSG00000056032	496	484	10	14	160	4	0	259	244	166	236	397	14	982	114
ENSMUSG00000009588	0	15	7	6	5	5	0	11	6	0	18	48	0	20	2
ENSMUSG00000020814	239	248	1522	1074	694	1679	1044	112	135	57	52	152	30	874	119
ENSMUSG00000056962	3075	3332	2759	3797	2634	3039	2443	821	561	636	1050	1248	390	7690	883
ENSMUSG00002076427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090266	929	789	370	1219	423	429	572	410	286	170	320	562	168	2287	297
ENSMUSG00000034120	13145	14054	6600	13469	9074	8112	5866	3621	2686	2002	5270	4902	1667	27741	3467
ENSMUSG00000020818	807	905	922	1245	905	1247	882	693	443	503	805	1102	448	5701	703
ENSMUSG00000043857	11	21	15	10	8	14	2	16	0	0	24	0	0	43	6
ENSMUSG00000086902	5	23	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085104	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086859	667	442	85	535	211	100	83	175	124	124	112	282	52	1809	245
ENSMUSG00002076896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087057	0	13	4	6	2	4	4	0	0	14	0	0	0	17	3
ENSMUSG00000020823	8106	9565	4838	7410	6917	7041	4438	4849	3214	3708	4588	8957	4024	42030	4942
ENSMUSG00002076234	0	5	2	0	2	0	0	0	0	0	0	0	0	12	0
ENSMUSG00000084052	0	1	1	0	0	2	0	0	0	0	0	0	0	26	0
ENSMUSG00000059248	7828	8968	13387	8638	8432	9729	5692	5252	3360	3065	4366	8968	3028	42613	5278
ENSMUSG00000086050	0	11	14	0	2	2	0	0	0	0	0	0	0	28	2
ENSMUSG00000086588	2	0	2	1	1	0	6	0	0	0	0	0	0	0	0
ENSMUSG00000121813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085336	3	9	6	2	0	1	2	0	0	0	0	0	0	2	0
ENSMUSG00000110653	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000069588	2	4	2	0	0	2	0	2	0	0	0	0	0	34	5
ENSMUSG00000085419	23	48	5	55	26	12	7	36	40	16	68	0	28	334	35
ENSMUSG00000054418	12	9	5	39	16	20	16	2	0	0	0	0	0	57	4
ENSMUSG00000025571	2287	2706	3240	2217	3661	2779	1475	1961	1654	1490	2290	2125	845	19342	2067
ENSMUSG00000025572	2010	2510	470	1784	1326	435	231	1001	770	2359	1328	1730	1795	9817	1434
ENSMUSG00000050106	95	111	40	132	97	68	20	23	24	1	32	0	0	214	10
ENSMUSG00000087486	0	1	3	8	4	0	0	0	0	0	0	0	0	7	0
ENSMUSG00000087669	0	0	0	0	4	1	0	6	0	0	0	33	0	12	0
ENSMUSG00000025573	2	3	4	0	0	10	2	3	0	0	0	0	0	14	0
ENSMUSG00000048277	2003	2082	897	1736	1337	935	734	1917	1452	790	2163	3418	856	16143	2110
ENSMUSG00000093485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025574	3081	3004	2242	3436	2848	1940	2145	1013	923	407	1307	1653	64	7764	925
ENSMUSG00000017718	61	56	119	97	121	121	101	7	27	8	45	26	0	190	35
ENSMUSG00000017716	3277	3083	1800	3909	2812	1635	2023	778	698	293	1115	1019	112	4925	612
ENSMUSG00000070330	0	2	2	2	0	2	0	0	0	0	0	0	0	6	0
ENSMUSG00000017713	49	96	194	168	107	248	203	124	59	40	96	186	60	1164	165
ENSMUSG00000085434	1	4	4	2	0	1	2	0	6	0	0	0	0	18	2
ENSMUSG00000082562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120147	0	4	16	13	10	9	1	0	0	0	0	0	0	4	0
ENSMUSG00000053113	5910	7431	17985	13426	19889	14632	12243	3367	9145	3232	9388	8251	1786	85471	10723
ENSMUSG00000120851	6	13	8	12	2	0	0	8	14	0	0	98	0	137	23
ENSMUSG00000017715	2021	2437	1406	2374	1939	1371	881	1751	1076	786	1913	2834	602	13661	1815
ENSMUSG00000098958	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000033987	165	283	120	134	151	90	12	15	3	6	44	62	0	353	32
ENSMUSG00000085511	8	13	8	6	4	8	2	0	0	0	0	0	0	2	0
ENSMUSG00000017132	1950	2100	1227	1819	1579	1714	1137	1051	678	650	852	930	908	7017	844
ENSMUSG00002075283	18	14	3	9	10	13	2	0	1	0	8	8	0	37	3
ENSMUSG00000080810	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033909	3666	4225	3360	3716	4002	3552	1795	1123	765	830	1274	1759	818	8577	1172
ENSMUSG00000017466	4174	5709	14543	12042	11969	22359	15534	5682	4302	1579	6886	9823	864	45246	5478
ENSMUSG00000076433	12	37	70	43	17	60	44	8	0	0	38	81	0	66	4
ENSMUSG00000033880	40	45	1734	617	1342	1773	1702	368	171	50	296	620	222	6104	642
ENSMUSG00000025575	1427	1646	2747	2078	2129	2713	1717	1754	1302	1054	1793	2199	1256	15749	1819
ENSMUSG00000017446	66	96	549	333	427	1116	697	555	341	138	360	641	50	4688	452
ENSMUSG00000086514	0	3	3	1	0	2	8	4	0	0	0	0	0	0	0
ENSMUSG00000087036	0	0	3	2	0	7	0	0	6	0	0	0	0	18	0
ENSMUSG00000033857	104	90	552	282	129	754	523	218	139	42	52	114	213	1334	143
ENSMUSG00000025576	1	11	10	2	0	6	2	0	0	0	0	0	0	10	0
ENSMUSG00000085059	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046697	6	6	8	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000025577	1751	1735	409	1363	1301	504	284	424	402	278	440	659	192	3685	492
ENSMUSG00000025578	389	411	483	557	416	487	309	245	311	100	234	499	255	2426	253
ENSMUSG00000120966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039989	1281	1417	1439	1690	1587	1943	1105	1246	910	560	877	1303	410	8741	1106
ENSMUSG00000120794	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086306	2	2	5	2	2	6	3	0	0	0	0	0	0	0	0
ENSMUSG00000086547	3	4	5	2	6	1	0	0	0	0	0	0	0	2	0
ENSMUSG00000039976	1053	1277	1663	1325	2091	2054	1310	171	177	148	252	146	84	1351	246
ENSMUSG00000098704	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085548	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000087404	1	0	2	0	1	0	0	0	0	0	0	0	0	0	6
ENSMUSG00000039963	29	60	34	61	40	40	11	10	0	6	40	14	0	69	4
ENSMUSG00000025579	2719	3945	7875	5611	7466	9786	6827	3707	2535	2289	4404	4981	2861	33116	4143
ENSMUSG00000025580	4490	5275	3580	5889	3935	3592	2656	2257	1760	1182	2743	3726	1362	17694	2249
ENSMUSG00000120184	2	0	6	2	0	2	0	0	0	0	0	0	0	2	0
ENSMUSG00000013483	33	57	17	68	29	35	23	105	121	38	109	44	16	770	119
ENSMUSG00000005043	182	228	392	277	319	395	238	426	305	260	349	646	392	3632	504
ENSMUSG00000039908	314	357	285	461	455	550	311	452	285	124	358	378	48	3021	432
ENSMUSG00000088015	2	0	0	0	0	1	0	0	0	0	0	0	0	6	0
ENSMUSG00000070327	534	881	1052	861	1361	1752	846	1788	1298	691	2113	4038	564	20771	2361
ENSMUSG00000109408	22	71	47	26	27	69	18	10	28	4	81	72	0	255	28
ENSMUSG00000039850	624	817	724	1087	820	1008	618	844	622	536	1029	1000	485	7405	893
ENSMUSG00000025582	174	303	138	324	398	164	125	428	172	72	358	602	127	4124	490
ENSMUSG00000087675	0	9	0	2	1	0	0	0	0	0	0	0	0	8	0
ENSMUSG00000025583	1343	1646	1600	1486	1881	1886	956	1394	1111	851	1936	2367	927	10918	1341
ENSMUSG00000121577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083870	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00002076802	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0
ENSMUSG00000085081	3	6	4	0	3	0	0	10	8	0	0	0	0	34	0
ENSMUSG00000025371	712	818	892	1057	658	887	617	612	523	226	433	889	371	4741	568
ENSMUSG00000120604	4	5	1	6	4	6	0	0	0	0	0	0	0	34	0
ENSMUSG00000085207	25	28	20	35	26	21	11	107	68	68	102	36	14	511	70
ENSMUSG00000086924	14	12	17	10	12	15	4	42	16	10	42	0	0	222	38
ENSMUSG00000025372	2751	3222	3089	4206	4093	3360	2842	5068	2433	814	4625	7410	498	36670	4734
ENSMUSG00000025375	411	788	373	7104	3591	570	379	8	37	22	28	52	0	288	48
ENSMUSG00000065600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113114	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039781	923	1095	1183	996	1081	943	630	374	339	485	475	676	333	3900	543
ENSMUSG00002076968	8	3	4	5	4	0	2	2	0	0	0	0	0	18	0
ENSMUSG00000025377	422	423	617	626	439	642	369	390	253	315	400	674	249	3787	454
ENSMUSG00000078572	360	383	188	512	222	229	201	224	166	100	97	342	33	1878	271
ENSMUSG00000061306	3578	4826	9551	6548	6970	10458	7219	3567	2860	2075	4390	5124	1552	31314	3869
ENSMUSG00000085636	13	5	26	5	2	37	15	2	0	0	0	0	0	36	2
ENSMUSG00000120866	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000075389	430	232	106	304	205	140	83	132	144	175	136	96	156	2074	281
ENSMUSG00000086750	3	15	10	6	2	0	0	0	0	0	0	0	0	25	0
ENSMUSG00000043993	87	51	32	54	55	20	16	221	69	160	118	182	70	1595	204
ENSMUSG00000039741	624	754	2047	1064	2421	2582	1295	1281	1172	819	1305	1606	656	11577	1313
ENSMUSG00000085501	6	8	21	15	16	18	4	18	12	4	2	59	0	126	30
ENSMUSG00002076666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062825	61283	69481	23150	52915	43578	28625	26884	33659	26029	17994	35379	45627	19893	266342	33844
ENSMUSG00002076664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043644	78	42	40	53	34	32	20	44	48	24	54	26	0	320	30
ENSMUSG00000025380	41	49	60	25	67	31	11	0	2	0	0	58	0	59	2
ENSMUSG00000025384	1078	1097	1056	1290	1111	1108	622	587	550	485	970	959	232	5100	693
ENSMUSG00000039703	3484	4398	2865	4041	4032	3527	2343	2677	1731	1433	3032	3345	1521	21607	2480
ENSMUSG00000039691	27	22	3	16	6	4	2	2	0	0	0	0	0	14	0
ENSMUSG00000025386	2	10	21	3	2	4	8	0	0	0	0	0	0	59	2
ENSMUSG00000039670	98	72	124	178	72	184	160	106	76	90	152	84	13	913	88
ENSMUSG00000049957	1213	1512	1130	1698	1184	1170	918	723	455	353	738	1363	326	5435	694
ENSMUSG00000057594	487	455	476	796	423	537	533	204	190	220	262	567	107	1821	212
ENSMUSG00000025793	1917	2653	2267	2649	2504	2654	1577	1879	1263	1327	2016	2080	1210	15610	2005
ENSMUSG00000039640	5601	5520	2511	7869	2601	2802	3158	1490	1102	739	1510	2254	746	10773	1421
ENSMUSG00000086929	7	17	7	14	7	16	7	7	4	0	12	0	0	10	10
ENSMUSG00000025792	1595	1724	1928	2272	1450	2200	1764	1131	844	620	1093	1931	715	9545	1265
ENSMUSG00000084983	0	0	4	14	4	7	4	0	0	0	0	0	0	8	0
ENSMUSG00000025127	6	9	26	22	18	21	12	0	8	0	20	0	0	21	4
ENSMUSG00000061111	2685	2917	3302	4718	2680	3473	3027	1307	1030	876	1608	1810	969	10381	1434
ENSMUSG00000025129	0	2	2	9	2	2	2	0	0	0	0	0	0	2	0
ENSMUSG00000025130	35244	42005	49839	53394	43219	55083	51299	16661	12946	7433	20010	22276	7514	137548	15549
ENSMUSG00000120443	30	30	54	92	44	51	27	8	4	26	8	4	0	36	20
ENSMUSG00000025132	12016	14592	14878	18912	14676	15796	11717	6971	5298	4767	7928	10566	4848	57713	7136
ENSMUSG00000102881	6	8	9	21	8	17	3	0	10	0	14	24	0	40	12
ENSMUSG00000025134	3841	4090	2419	5086	3332	2815	2397	1158	1001	881	1386	1968	899	10382	983
ENSMUSG00000025135	2044	2055	1844	3151	1823	1853	1938	900	650	475	1148	1090	252	5673	737
ENSMUSG00000044034	11	5	12	9	24	5	7	0	0	0	4	0	0	20	2
ENSMUSG00000025137	3654	3579	3325	4910	3871	3361	2117	1435	1316	969	1724	2756	914	14753	2108
ENSMUSG00000025138	752	853	778	1111	764	724	491	761	580	576	691	1046	749	6453	794
ENSMUSG00000098282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051510	6074	6431	3325	5453	5498	3504	1582	2527	1723	941	2152	3715	1068	19429	2568
ENSMUSG00000120999	120	139	110	134	101	113	60	81	71	30	132	200	0	824	83
ENSMUSG00000025140	330	434	1244	828	928	1975	1461	136	150	68	202	164	18	1344	137
ENSMUSG00000025141	0	1	11	17	1	21	10	0	0	0	0	0	0	4	0
ENSMUSG00000084822	0	0	0	3	5	3	0	0	0	16	0	0	0	5	0
ENSMUSG00000042988	11	9	14	13	91	18	6	31	22	24	34	318	40	478	37
ENSMUSG00000053613	0	2	11	9	11	8	2	0	0	0	0	0	0	30	0
ENSMUSG00000025142	1033	1140	1288	1633	1104	1209	894	745	545	657	685	1255	433	6422	798
ENSMUSG00000090758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025144	1561	1406	685	1896	717	718	884	272	283	216	647	568	252	2661	353
ENSMUSG00000025145	1950	1917	2435	2785	2149	2229	1245	1019	777	934	1213	1167	576	9030	1314
ENSMUSG00000018012	419	547	210	620	270	178	99	368	249	240	304	434	255	2864	340
ENSMUSG00000039450	269	340	197	359	149	161	162	1919	1202	335	2021	1984	628	14671	1646
ENSMUSG00000025150	613	744	5	744	197	20	8	2466	2249	1133	3374	3611	473	21936	2612
ENSMUSG00000078249	3726	3752	314	2271	2043	349	319	838	479	187	479	1538	115	4741	546
