Symbol	GSM225042	GSM225043	GSM225044	GSM225045	GSM225046	GSM225047	GSM230247	GSM230248	GSM230249	GSM230250	GSM230251	GSM230252	GSM230253	GSM230254	GSM230255	GSM230256	GSM230257	GSM230258	GSM230259	GSM230268	GSM230269	GSM230270	GSM230271	GSM230272	GSM230273	GSM230274	GSM230275	GSM230276	GSM230277	GSM230278	GSM230280	GSM230281	GSM230282	GSM230283	GSM230284	GSM230285	GSM230286	GSM230287	GSM230288	GSM230289	GSM230290	GSM230291	GSM230292	GSM230293	GSM230294	GSM230295	GSM230296	GSM230297	GSM230298	GSM230299	GSM230300	GSM230301	GSM230302
LIMK1	5.44071015009127	5.32362516681122	5.88603418736037	5.70094389439009	5.33186694301618	5.29914481646845	5.97664862333333	5.86184649466667	6.45595174833333	6.36000301766667	5.87505146366667	5.840438104	5.24292610433333	5.569511241	5.55874304933333	5.45437316233333	5.461937249	5.595330156	5.52656553533333	5.81131523433333	5.60551270966667	6.30045002466667	6.24972915733333	5.68464818433333	5.80776027166667	5.20822468433333	4.98377268766667	5.27436824366667	5.28756202933333	5.292811933	6.013042885	5.89801838233333	6.46805989133333	6.55196354033333	6.03292266666667	6.00961407533333	5.35643254566667	5.132684588	5.49156036466667	5.49196954366667	5.30309760266667	5.024153729	4.99117695366667	5.49799520466667	5.272764996	4.96901332466667	4.89127566266667	4.32081080866667	4.64101238233333	4.36268442366667	4.65235105566667	4.65959980866667	4.88555049333333
LIMK2	4.89975455103288	4.74828198392193	4.72219600807276	4.94463080688414	4.83165026909158	4.76240275233313	5.81004919166667	5.59217803266667	5.52695018066667	5.824721225	5.77887009466667	5.744259535	6.91181425233333	6.69335107	6.564709172	6.66334868466667	6.72003533166667	6.748267197	6.63013402366667	5.418329769	5.153600979	5.11884496633333	5.41037138433333	5.347418479	5.29287423066667	7.179837755	6.381958396	7.46850917933333	6.98608693833333	7.905297434	5.61929074933333	5.455866966	5.35284956933333	5.72508718466667	5.612732412	5.52540629533333	6.41148331266667	6.19405523966667	5.77624642933333	5.32359358966667	5.70868768066667	5.05663716033333	4.73053676466667	4.71926031233333	4.96533317	4.869246845	4.62519626233333	6.402595314	5.458902768	6.60131517	6.286325512	6.74413063466667	5.86505846433333
LIMS1	4.65402711297056	4.85679534929266	5.14129121977989	4.76134856680452	4.59612016059678	5.77212684553717	5.29810039475	5.59230716475	5.713521204	5.47335182875	5.30916598175	6.31243884325	5.78345554475	6.0645959215	5.78705017125	5.51072340575	5.7317195105	5.942031701	5.82064391325	4.9925497245	5.27417279775	5.59941517325	5.13783106775	4.964778269	6.169949667	6.25651614675	6.070838448	6.21775199125	5.89351646125	6.13597168125	5.191708947	5.40806431525	5.84685627125	5.332073812	4.97928648475	6.301298678	6.38526271325	6.48410451275	6.46282392275	6.35326737725	6.32984096075	4.59183601325	4.79161622425	5.04444932525	4.754750249	4.23709871275	5.72527003025	5.83778111675	6.3636760545	6.179951994	6.0956131935	6.14394511075	5.90529519475
LIMS2	6.5798194797923	6.40047612458297	7.10376921608878	6.85613067200567	6.49633216498238	6.75147514539344	6.346603936	6.748215297	7.532841483	7.239705784	6.770525173	7.151202248	7.563168319	7.591595843	7.563168319	7.822371095	8.371267767	7.885504999	8.344192001	6.758888856	6.301571976	7.25005662	7.075125684	6.654664227	7.021356507	6.63672146	7.466368964	6.644371332	6.188570984	6.948622664	7.17778207	6.982606591	7.684789153	7.527995239	7.063914628	7.503643726	6.511642657	7.737365617	7.01709204	7.489784888	6.998241871	6.277513778	6.363799825	6.915797917	6.766084946	6.244616427	6.612024443	5.663282145	5.312864681	5.762451659	5.781609584	5.916209835	5.812914617
LIMS3	5.42268674138009	5.87778569925669	5.84648034681012	5.67487233894975	5.1592645346298	6.58719161592072	5.8528562055	6.450825096	6.3731868855	6.3002335135	5.891230778	7.2142357065	5.996495603	6.2468948145	6.1962741315	5.8068898165	6.068543095	6.3594714525	6.1581716755	5.6294665125	6.428859286	6.2597045935	6.026500676	5.6911394055	7.1487278705	8.3756795905	8.584546829	7.846601446	7.494264375	7.751999264	5.81286029	6.5524165915	6.5235313205	6.1294841255	5.87017348	7.163727776	8.2241436745	8.3642816235	8.399937372	8.420259933	8.544556762	5.278131624	5.7887879435	5.7174367165	5.5844195905	5.10083466	6.4109026675	6.7423032455	6.6573267605	6.3982826495	6.605996046	6.717541535	6.9640790625
LIMS3-LOC440895	3.72463355061227	3.49639508471657	3.57388260007409	3.70548613605583	3.6958915828281	3.7193823565333	4.168366755	3.8138908385	4.120557265	4.215204758	4.027748606	4.2371873535	3.7013353715	3.778209974	3.767595297	3.7166496955	3.9937345805	3.8594053535	3.7428781815	3.7782607445	3.521029443	3.6669803045	3.9657820465	3.817053543	3.9284374625	4.20096864	3.7144508275	3.6648210045	4.0305536525	3.437053597	4.0159005615	3.825525286	4.085843237	4.2856503615	4.3075976785	4.1827999035	3.93350874	3.877159149	3.7237378875	4.0461818035	3.7928597145	3.5647941865	3.282373554	3.4108149485	3.6983420375	3.426163292	3.6949802745	2.904816445	2.789322158	2.9799596625	2.816510256	2.98041644	3.3325676705
LIMS3L	5.52784060963227	5.85563455131765	6.10677337973785	5.62194794425782	5.27116062220457	6.92261208246124	6.20763444066667	6.630706365	6.649856643	6.37428055033333	6.11431928233333	7.57057041866667	6.66885172966667	6.89393653266667	6.70732335333333	6.27069201733333	6.56331817033333	6.84694121633333	6.637696922	5.79086420133333	6.348225095	6.56988079466667	6.01738698166667	5.68102637366667	7.40070170133333	8.34673879866667	8.406902009	8.20664165666667	7.79108010233333	8.051941329	5.94498700833333	6.461954139	6.84054742466667	6.16754338933333	5.71237627533333	7.481448572	8.25664828566667	8.50048705533333	8.49182436933333	8.386093207	8.510434234	5.44762182966667	5.66445627066667	5.85082619233333	5.56669009866667	4.748578529	6.823901397	7.02480796466667	7.19056652366667	6.81836115133333	7.05509388733333	7.150196462	7.154937847
LIN28A	11.2231288000689	10.1561557379471	4.5026008050038	11.4308276450273	10.3393881170638	8.78287459130043	11.15048996	10.26564721	5.031393436	11.33051229	10.28175623	8.772152434	3.209479467	3.430962904	3.345812123	3.208754799	3.384564355	3.036582529	3.385560016	11.63770583	10.87451419	4.361050349	11.75878908	10.98802476	9.159294741	3.626593213	3.514072449	2.936409065	3.128514025	3.331689821	12.34038283	11.34806829	5.683136316	12.4568665	11.95148826	9.785455843	3.723452007	4.142509377	4.393492114	4.109364647	4.074279673	11.25512155	10.4341901	3.844394988	11.44239383	10.50259046	8.810581586	3.113973322	2.987277635	2.74330164	2.860838311	3.205916774	2.505822596
LIN28B	8.57234816690343	9.17979014113728	5.79833414083428	8.32139031880162	8.6714139447631	7.6766452790239	9.339646827	9.822083874	6.854166017	8.945133243	9.195961605	8.465001435	3.591341612	3.420121194	3.388753413	3.336851556	3.27194955	3.30798617	3.392564954	10.01536006	10.25636642	6.46246586	9.455456079	9.776712203	8.679677778	3.021750063	2.917681515	2.819229693	2.908468962	2.745632688	10.238403	10.42186225	6.622216945	9.908189033	10.2070847	9.038282565	3.023757036	2.910160758	2.910160758	3.321373253	2.924125766	8.940458529	9.464886937	5.786904705	8.548291203	8.895612424	7.842823383	2.594633326	2.82221002	2.543442277	2.412292345	2.549025593	2.772274046
LIN37	4.78259199851479	5.00281567303877	4.81734749193868	4.75549965413446	5.32088555904976	4.75474550637344	5.377978574	5.531405738	5.3873860515	5.3509922145	5.8814704335	5.460734045	5.4729837695	5.520307651	5.5686363505	5.5929249405	5.6049619715	5.2882003105	5.2388210645	5.382145886	5.5456009335	5.152113339	5.1841680725	5.5176937535	5.298468007	4.985600733	5.19253363	6.124616619	5.8972670285	5.676445762	5.713179897	5.755157356	5.2380540825	5.4916691505	5.818773821	5.5007464405	5.819016664	5.4430305665	5.6838929415	5.211546983	5.2870527545	5.4032464445	5.3539528275	5.1706190355	5.3142937125	5.478743032	5.1338809195	5.788108929	5.878865871	5.933266352	5.903211251	6.064113845	6.0843201945
LIN52	5.65803422669638	5.5504072811474	5.29467613223732	5.45469539914038	5.44082189528077	5.56004759683247	6.096120783	5.8863638135	5.9758563215	6.005452869	5.847597938	6.0498752445	5.892220285	5.8747423045	5.7237439895	5.7677252125	5.8456208765	5.9092987135	5.80125108	5.707678427	5.4972216455	5.2333059095	5.56310952	5.457157878	5.7452512535	5.5557613015	5.4132539055	5.3004838285	5.591670906	5.3220257015	6.0074646245	5.6974430275	5.4158635155	5.6171350435	5.573161609	5.6932273235	5.8234134415	5.951563238	5.955005211	6.0802522515	6.0425886145	5.385923468	5.1322497	4.912166286	5.078903739	5.098334669	5.200517077	5.713540173	6.1232996875	5.785304226	5.720106497	5.5218643475	4.9938676285
LIN54	2.97151682994326	2.87513931690499	3.04240054352906	3.03904911014454	3.03387782757398	2.94236257331544	3.523192479	3.769019142	3.737930998	3.898709837	3.708408354	3.918761762	3.598967385	3.751625411	3.565454686	3.249963816	3.381103827	3.431201342	3.571627367	3.108582909	3.057396796	3.340052207	3.237059158	3.19245568	3.17360494	3.438910108	3.237059158	3.334275716	3.237059158	3.422581833	3.088293493	3.214247754	3.456555493	3.309248025	3.206549388	3.258859829	3.258859829	3.229188594	3.562471733	3.258859829	3.246854121	2.773543135	2.776692062	2.995692086	2.95428487	2.892529678	3.027945049	3.831343711	4.107631128	3.821999299	3.475238991	4.150955324	3.187407831
LIN7A	2.91292086222328	3.38336784785518	3.05871071645804	3.28290246235773	3.48311741192584	2.8718541693449	3.54349624725	3.95707460175	3.75985166275	3.97632051525	4.0589507085	3.5031348195	4.2555359195	4.07411464875	4.00377453575	3.73320651575	3.4878418055	3.9186248385	3.758588816	3.3081796505	3.639047457	3.38452268	3.6916129685	3.77067293575	3.233101702	3.0901803445	3.18040521625	3.29934375725	3.1785899375	3.1197101145	3.4074800215	3.91291578925	3.54157939425	3.90599792625	3.9902832555	3.427591407	3.919079491	4.15524260575	4.458708371	4.70374157575	4.5532485975	3.114478123	3.43563651025	3.122833902	3.4313905485	3.511666462	3.1386091505	5.971100643	3.76954466625	5.808506231	5.1130286835	5.449780511	4.058093328
LIN7B	4.00283717672282	5.08837956008672	4.75250214346949	4.23588591786778	4.89068487379766	4.50747700774105	4.735942416	5.8069148105	5.1334834835	4.89478077	5.87084434	5.2199628745	5.2030892765	5.237095437	5.373842019	5.192179597	5.1313404275	5.192091156	5.1634755555	4.697633011	5.7260631955	4.9790245735	4.753491824	5.7512414	4.9956983015	4.6181539305	4.805404768	4.921501439	4.638111411	5.247456551	4.785030388	6.055191376	5.4860867705	5.275926208	5.905043562	5.3571610715	5.276498648	6.411766934	5.5874973445	5.767766942	5.8537948745	4.050567682	5.0165008135	4.521156165	4.016029355	4.9317801825	4.42266036	4.424897883	4.6018556085	4.3159471945	4.2250214975	4.3384642365	4.4618825425
LIN7C	6.2523655456843	5.98210960384503	5.03598984123058	5.65536958389613	5.66042272278956	5.73265597303817	6.736270339	6.70308381	5.46474727433333	6.078064562	6.214995496	6.34938933866667	6.428987455	6.83135108366667	6.458923881	6.322457008	6.518096693	6.94990594	6.40307088666667	7.09296125666667	7.079823387	5.60064336333333	6.32440267966667	6.32117998533333	6.347365306	9.05413437766667	7.897441239	8.37545748166667	8.55654983866667	8.27581924033333	7.34879686833333	7.26786433133333	5.73937192366667	6.499186274	6.53860663133333	6.55573958133333	9.08965059133333	8.44405206966667	8.36071565366667	8.291134926	8.37596527033333	6.598338586	6.38630365833333	5.08753480166667	5.75927005533333	5.879550798	5.74437916866667	7.077630674	6.98565657833333	6.83319260233333	7.051643374	6.57273762266667	6.36925247866667
LIN9	2.871979126681	3.02811962957408	2.89993723448034	2.90158461646343	2.99532527092653	2.93740932774463	3.55304181233333	3.62775615133333	3.50514865166667	3.51746135266667	3.563705755	3.62101363533333	3.42068158233333	3.33721172533333	3.48175640366667	3.34740017266667	3.35867037433333	3.45759576233333	3.35107419	3.200966321	3.28486576966667	3.158237662	3.17602653	3.35133740066667	3.22233273166667	2.99327284533333	3.080704938	3.08046110366667	3.00695722466667	2.87227808233333	3.435341272	3.517173718	3.431017313	3.467689835	3.565028692	3.479635253	3.38036282433333	3.443005615	3.31580837966667	3.52779508066667	3.41143542833333	2.86038468766667	3.061451212	2.85757729766667	2.892176022	2.91833027333333	2.925003897	2.76339106066667	3.00705783633333	2.785698286	2.72316386333333	2.68455144	3.155836122
LINC-PINT	3.98781589521853	3.93621650449458	4.61162288734054	3.81642720372091	3.93280877968514	3.89378992644825	4.422505221	4.5764478875	5.2592741545	4.446155546	4.6430023765	4.4286132655	5.606285345	5.30794538	5.9109933665	5.1576300465	5.3787724705	6.044667201	5.463193296	3.9587126955	4.0958425975	5.3541866355	4.1850240785	4.2020740245	4.4354735335	6.5308601375	6.6967519795	6.1174911645	5.83061123	6.329329128	4.118762621	4.175443497	5.3951620635	4.2815088545	4.3813012465	4.4556581825	6.4355836295	6.138221844	6.5138069985	6.033997334	6.178276166	3.5651334525	3.570327229	4.3578528535	3.801241831	3.716970597	3.73356693	5.66741938	5.1449670335	5.3763049745	5.2959980745	5.219955634	5.5421433905
LINC00028	5.40160314766892	5.16557737681885	5.85336140026144	5.88018503606279	5.63391741976954	5.46550915281858	6.328150063	6.420328566	6.748646539	6.863907567	6.61274	6.386445174	5.625144062	6.060893342	6.130939919	6.095231989	6.276720506	6.133399782	5.884471108	6.043763609	5.819055978	6.396603936	6.363358125	6.13582472	6.049469224	5.066807855	5.430076164	5.219185792	5.421970167	5.413318541	6.318873821	6.322788671	6.798491942	6.834059721	6.355906384	6.410907108	5.308123713	5.778791807	5.563872583	5.524170603	5.650572143	5.387522799	5.221750677	5.614188617	5.872118925	5.522320972	5.426328585	4.714641483	4.215820942	4.446176325	4.430724295	4.693988832	4.183520708
LINC00029	4.4331105114739	4.35317968362013	4.64185246149537	4.43845133346286	4.45873199424517	4.33661626597605	4.76236182	4.861913024	5.248315961	5.037047623	5.063676074	4.711565173	4.199732735	4.487949312	4.050787343	4.840106011	4.340255937	4.869963748	4.37411658	4.618569257	4.546819799	4.836405262	4.65913938	4.656664059	4.546819799	4.007776546	4.275386508	4.6601009	4.539156944	4.546819799	4.960741749	4.889692334	5.229275315	5.13843602	5.146217524	4.816011773	4.726104172	4.289931669	4.298220065	4.468928017	4.469556445	4.349101899	4.044747782	4.319738809	4.165343939	4.390761803	4.038310961	3.768183132	3.854422146	3.861874395	3.809148572	4.286215961	3.932659708
LINC00032	3.76908491552856	3.75934991115027	3.99964435701505	3.76917493843416	3.83865798648817	3.74022396278729	4.38527702275	4.53078360125	4.72933319425	4.6070932105	4.571394121	4.44534917425	4.29073304875	3.88456925875	3.82683988025	4.10159476475	4.3544986705	4.05398518975	4.31952585475	4.05641257575	4.1232806935	4.31030464775	4.10730528425	4.12816523875	3.99726760875	3.96253629775	3.88542905525	3.86959638175	3.5895759885	3.82212926625	4.12927238275	4.132869385	4.37750908025	4.179589063	4.24983522625	4.0901827365	3.73525874125	3.71222895875	3.73699867325	3.861637641	3.86805758675	3.49952215475	3.434813383	3.7009895	3.4667188655	3.5378090985	3.547805854	2.934726778	2.95345943125	3.03393099325	3.174943528	2.999337736	2.9049295955
LINC00051	2.87841086016142	3.12831642105556	3.11041519131185	2.89549146232066	2.86793181014192	2.99251506491209	3.440737711	3.648882922	3.741294479	3.540725906	3.452721877	3.617673913	3.337023807	3.316499228	3.397522572	3.370384893	3.399268793	3.399268793	3.379434023	3.181519062	3.382627867	3.60487743	3.097713551	3.180864207	3.086852574	3.086852574	3.077017148	2.902078474	2.872106635	2.683380575	3.234276625	3.555508595	3.31410054	3.414158183	3.259692384	3.287305394	3.048568619	3.16871781	3.032763128	2.921221448	2.896020292	2.903183496	2.960768606	3.222471709	2.920325592	2.823821177	3.033955831	2.506228923	2.780691505	2.706415167	2.759431208	2.471398939	2.943325665
LINC00052	3.083919712219	3.0961590847208	3.96437680458127	3.1880523457841	2.96408992588179	3.21701029223959	3.869063416	3.933816115	4.903430947	4.046753712	3.939461097	4.025437654	3.869063416	3.736028513	3.889661375	3.750060992	3.803400968	3.678583087	3.748897148	3.294401071	3.418602129	4.413209142	3.542745817	3.310268804	3.543942437	3.450799917	3.147168838	3.169815329	3.26384941	3.399006815	3.635128913	3.64607085	4.708282044	3.64607085	3.64607085	3.774406458	3.480112424	3.40901622	3.281539451	3.620745555	3.675964906	2.882741212	2.968924337	4.264080022	3.03944607	3.110078559	3.141649911	2.565427928	2.6334593	2.831497987	2.788800693	2.613404979	2.83623971
LINC00086	5.07862285485548	4.88068689022335	3.83988993081279	4.12090989285893	4.83334975105508	4.22181687129964	5.9091375145	5.557173439	4.713602943	4.6780861105	5.655946086	5.196162275	5.9664741615	5.8426123465	5.547832235	5.6031703505	5.643127519	5.492941241	5.956940387	5.285748061	5.1687105905	3.873882317	4.1400341705	5.0032768885	4.223972728	3.6888856425	3.873586195	3.9685867965	3.8579364525	3.502639266	5.9006988435	5.430895607	4.3054308325	4.4498265015	5.367367556	4.6491004375	4.376587219	5.3721284205	5.978781485	5.8522075485	5.8445015245	4.949159341	4.790677358	3.423478465	3.7652273305	4.563989878	3.949034354	2.778938566	3.117772795	2.8854025595	2.852307954	2.8909905785	2.924287904
LINC00087	5.93841424639896	6.13225471716136	4.09109238127676	4.82005823913147	6.04420900947589	4.77250044562452	6.915119639	7.021403716	5.098558262	5.601402888	6.960831194	5.78034898	6.829840742	6.594380365	6.414503264	6.158934475	6.416997467	6.229349906	7.054998234	6.0142587	6.24115607	4.048422325	4.758850279	6.160613369	4.612023199	4.329059964	4.557461031	4.652425485	4.652425485	3.892118661	6.568790917	6.818814207	4.595450523	5.166216513	6.658782497	5.132273983	5.425030793	6.939667852	7.970585005	7.933723148	7.756670583	5.683351453	5.975100306	3.308936781	4.329558241	5.6430855	4.31391419	2.670256897	3.1330918	2.590685709	2.812458351	2.889879875	3.048010574
LINC00092	4.86888331544949	4.81297188245539	4.93238633721868	5.03752393882185	4.82172831149034	4.77441297136757	5.411611219	5.363152359	5.675123899	5.527196972	5.789125546	5.494106876	4.861270427	5.320450337	4.983677317	5.180747177	5.209027695	5.406970181	5.351202013	5.218396323	5.047059313	5.386880008	5.337146286	5.660041778	5.377137336	4.590296399	5.124683311	4.790995461	4.969693417	4.570735148	5.200990297	5.28767747	5.219803895	5.154175124	5.859697008	5.521614398	4.673092816	5.18812005	5.163858716	5.190859069	5.10812898	4.508173305	4.432598562	4.467341847	4.723049192	5.060333046	4.665771469	3.662456033	3.969354375	3.782024657	3.574558499	4.259230957	4.04852961
LINC00094	6.28088859368549	5.94084850364106	3.17633412422956	5.18207568883945	6.87918992516653	5.56796119333487	7.099079306	6.443573953	3.891990812	5.601402888	7.445167964	6.197691877	5.73497152	5.02738241	5.536408201	5.235078274	5.462305463	5.753815354	5.314329172	6.860126119	6.473612669	3.62224633	5.507088024	7.471923972	5.957867749	3.922334973	3.725963442	4.243132374	4.217709647	3.878613181	7.127501201	6.482983778	3.890322511	5.578705491	7.62444612	6.13804603	5.479369934	6.019828091	6.815030951	6.742037782	6.532709196	6.509842404	5.996729375	3.242171362	5.080285787	7.081874288	5.391024472	5.453690188	5.657439934	4.669040855	4.671318543	4.925322935	4.506271402
LINC00102	2.34363174703995	2.2972978289641	2.55572206451606	2.43778813034395	2.337064328168	2.305264713838	2.99170516	2.934850013	3.149912696	3.030525089	2.974244313	2.971815287	2.894433122	3.056136211	3.030758636	3.256928383	3.085409829	3.124678545	3.022721373	2.498027381	2.582592487	2.741391789	2.71054776	2.582592487	2.558460608	2.719985997	2.558460608	2.521688935	2.582592487	2.639424514	2.576637679	2.476267038	2.736233131	2.671508745	2.521614049	2.539466343	2.576637679	2.576637679	2.876558677	2.576637679	2.462976777	2.277549003	2.323839107	2.479893317	2.428346157	2.286123485	2.237891103	2.181751267	2.182584782	2.170023869	2.329619196	2.416129107	2.141980754
LINC00106	6.08812470916418	6.39141551903835	7.01471874213535	6.38891146893448	6.10258279965552	6.05733246894273	6.842261785	6.85951246	7.455782094	6.881045535	6.575478346	6.708876099	6.122652783	6.49699446	6.513718064	6.744368907	6.454587064	6.431589874	6.609585561	6.309345722	6.367707954	7.168278569	6.600880477	6.309345722	6.192042019	6.438733986	6.207644275	6.036314575	6.152240704	6.014358426	6.609935324	6.932372965	7.564034529	7.242482463	6.806537028	6.609935324	6.073960045	6.150274502	6.278266229	6.211616843	6.252855265	6.133995322	6.180528821	6.966670158	6.429884408	6.021902128	6.041764778	5.655665585	5.84644142	6.162131659	6.331398348	6.02840863	6.172112185
LINC00112	4.81367018749541	4.47715059079191	5.19499457784186	4.74151451488161	4.54770336774913	4.73286709463982	5.288510373	4.585940134	5.215439258	4.750949599	4.775695624	5.113417546	4.357573103	4.3413127	4.301396235	4.169036254	4.375861169	4.218047921	4.16565981	5.155288411	4.496601783	5.45358833	4.941524348	4.72096824	5.012910096	4.637549592	4.369216093	4.470776139	4.313642498	4.573801193	5.301246232	4.840540228	5.41627774	5.121630098	4.970106551	5.082648143	4.305557877	4.560402038	4.250202762	4.21954655	4.296597441	4.542622923	3.999246897	4.490952881	4.27910567	4.150961883	4.267294721	3.822865107	3.702370062	3.778950501	3.538127414	3.35511922	4.622489898
LINC00113	2.69023495609185	2.74383464034472	3.15202807394548	2.7020174936579	2.69983440908926	2.9378076548556	3.432991964	3.324402141	3.822075322	3.324402141	3.547160248	3.569847463	3.336130258	3.324402141	3.319877885	2.962440201	3.25380084	3.276923967	3.250503261	2.868734866	2.910771181	3.457812775	2.945034153	2.910771181	3.182522145	2.674141432	2.778211991	2.93396657	2.640210205	2.910771181	3.012943755	3.094697299	3.614456653	3.201316837	3.039301101	3.53097753	2.957568875	2.65098227	2.613940436	2.773622016	2.957568875	2.685868669	2.700231609	3.178796895	2.699895121	2.720775482	2.901502387	2.4934973	2.800718851	2.441501505	2.529533787	2.704688192	2.554784309
LINC00115	3.36046215231578	3.28889120802366	3.30522563071577	3.0466645084015	3.3816662621791	3.12441969888825	3.73516636	4.147540274	4.087237706	3.603215741	3.937468535	3.536198874	3.766453394	3.709535645	3.709535645	3.670921872	3.436009537	3.709535645	3.598487694	3.366518354	3.275094403	3.395648715	2.976251233	3.414396435	2.902078474	5.101402495	4.510996766	4.146403389	3.695365978	3.974339585	3.732353005	3.737239396	3.934776197	3.379364599	3.94628138	3.198191912	4.982280062	5.526829378	5.341329246	4.98523822	4.690673963	2.990509845	3.171964874	3.171964874	2.854471135	3.226546745	2.798902624	3.065983864	3.093036929	3.120028061	3.026052077	3.382794517	2.972262777
LINC00116	6.51071315009802	6.04663095412554	4.3823840696365	3.54510381007866	3.41701177997038	3.45332935539396	8.048019701	7.181076522	6.122007324	4.672509425	4.758758497	4.6224544	7.11470999	7.647160023	8.282609418	7.695880766	7.727796492	7.986455537	7.686387706	6.630915679	5.590137005	4.63330584	4.400984632	4.491485804	4.063190115	5.15475241	5.052628008	5.474051093	5.960879102	5.858482453	6.950352376	5.84750283	4.432065645	4.651359356	4.278397448	4.449949898	5.38334807	5.659837133	6.104493857	5.743817381	5.385616499	5.802197472	4.947615367	3.964574382	3.642318397	4.048979287	3.51997533	5.506605226	5.765857198	5.274820434	4.840592714	5.542183338	5.402299883
LINC00152	6.73047061468868	5.28132322184507	5.95229677274331	6.54126059620688	5.86973075731437	6.63832358281681	7.5248359765	6.139671361	6.7246527455	7.2823336105	6.594180068	7.4496284775	6.522808093	6.2287299675	6.430079336	6.8498339115	6.2021890705	7.065938094	6.738815475	7.385443307	5.7251166805	6.657827833	7.184783701	6.3332147655	7.3654575725	5.9948351105	6.741931225	6.508680829	6.784662109	7.059451383	7.771848725	6.1852057745	6.920662576	7.505373969	6.774424353	7.7694869155	7.247770421	6.686441666	6.487295675	6.4661192775	6.4464481045	6.937131858	5.292676569	5.83357889	6.7532834105	5.91219337	6.737746544	6.7609527285	5.9669848605	6.493157229	6.185675493	6.755059617	6.3570243875
LINC00158	2.96201940098698	2.9430466090565	3.23136494068105	2.68994169342614	2.89180304580792	3.08273676928245	3.269670413	3.286922858	3.681944087	3.418533703	3.362813404	3.705909921	3.362813404	3.362813404	3.254318927	3.237093452	3.149558932	3.346765663	3.268692426	2.951493262	3.057396796	3.311552635	2.86744376	3.141907373	3.372840961	2.987107566	3.265276669	3.243823515	3.34493643	3.61477765	3.312726286	3.314996102	3.562310698	3.12125262	3.339331365	3.599136422	3.969738923	3.542157989	3.328310342	3.146747675	3.813999854	2.852454751	2.841049245	3.059796941	2.704848607	2.959256178	2.979145294	2.833926813	3.018422362	2.639628215	2.858864022	3.266100172	2.684255996
LINC00161	3.23032044387253	3.20999170412115	3.72622613238471	3.28191698264025	3.14827327465511	3.1263308503609	4.283026503	4.1104225135	4.537582603	4.3043520055	4.0174230175	4.012526582	3.9345972655	3.9345462855	4.083980248	4.0091394885	4.0240799185	3.8261327145	3.885572114	3.3362468695	3.3074095525	3.7035484225	3.536011189	3.3362468695	3.4107891615	3.2557178685	3.3528376595	3.333111046	3.182453425	3.401443391	3.551842899	3.53274165	3.9154996915	3.619737671	3.5049289255	3.3832581695	3.344215288	3.37970223	3.249632304	3.456688852	3.408587917	3.154261775	2.9826396665	3.4598986915	3.224995895	2.9092601235	2.9835565185	2.788153195	2.6155106315	2.598974466	2.7263075915	2.83026034	3.1468988635
LINC00162	3.27004785099848	3.36470979411091	3.6984204030387	3.23819617428479	3.28750508315038	3.39067302350652	3.871698962	3.924437706	4.310485277	3.896131681	4.085730069	4.148805534	3.366860471	3.770438634	3.764253315	3.700854097	3.609262708	3.830027077	3.611036151	3.528366287	3.648068639	3.907768442	3.643356084	3.536417477	3.835463572	3.528366287	3.566342156	3.304885412	3.217584167	3.528366287	3.847182347	4.081481198	4.418978332	3.944393313	3.918944532	3.869565508	3.594493414	3.70827313	3.596174009	4.053653271	3.686829284	3.189531005	3.177308687	3.417709569	3.209256121	3.277311657	3.283334141	2.896852621	2.94615585	2.939224414	2.970184095	2.780038401	3.097286948
LINC00163	4.65450080087579	4.06491574120202	5.00140257514401	4.48685127139771	4.40630852982658	4.27610626559735	4.919440399	4.396960898	5.481994489	4.83796353	4.879467323	4.575663018	4.405814203	4.44573978	4.414644104	4.503099816	4.608350225	4.37493693	4.439828192	4.945185225	4.477138191	5.334796876	4.818215609	4.662515193	4.505511615	4.361524598	4.668162614	4.450911368	4.315266378	4.398406856	4.671632817	4.217872278	5.068925272	5.040502817	4.666561833	4.280287572	4.234178713	4.300141321	4.073808779	4.220103224	4.168667597	4.084914737	3.635034005	4.68996548	4.038078801	4.019109764	3.580535792	3.454165551	3.355480799	3.394276743	3.774171348	3.330813699	3.723350671
LINC00165	4.55379991587846	4.43491660885646	5.09935640574041	4.45387535145899	4.53969139252961	4.46686481638812	4.819869546	4.711321931	5.421424862	4.524536454	4.42386052	4.586509244	4.021721441	4.270782843	4.524536454	4.277418969	4.47483291	4.090364374	4.524536454	4.334951484	4.072212198	4.910727582	4.031898391	4.044791813	4.135222553	3.792669328	3.617498307	3.925892871	4.000136685	3.922546569	4.586874179	4.213673812	5.247219885	4.427704519	4.300141321	4.478553261	3.472330728	4.003791525	3.645783113	3.657138319	3.606061522	3.696952039	3.374675499	4.201108347	3.324277514	3.485999433	3.491842174	3.010111229	2.924753318	3.04040187	2.982460352	3.247778705	3.234976293
