Symbol	GSM225042	GSM225043	GSM225044	GSM225045	GSM225046	GSM225047	GSM230247	GSM230248	GSM230249	GSM230250	GSM230251	GSM230252	GSM230253	GSM230254	GSM230255	GSM230256	GSM230257	GSM230258	GSM230259	GSM230268	GSM230269	GSM230270	GSM230271	GSM230272	GSM230273	GSM230274	GSM230275	GSM230276	GSM230277	GSM230278	GSM230280	GSM230281	GSM230282	GSM230283	GSM230284	GSM230285	GSM230286	GSM230287	GSM230288	GSM230289	GSM230290	GSM230291	GSM230292	GSM230293	GSM230294	GSM230295	GSM230296	GSM230297	GSM230298	GSM230299	GSM230300	GSM230301	GSM230302
GOLGA8N	5.58278774256162	6.30678352354778	6.26033498080448	4.97914507278323	5.70257762046667	5.58347061479458	5.436354351	6.91442711	6.664925365	5.258729188	6.014366854	6.021186998	8.804265619	8.581915365	8.789776258	8.726995561	8.641219529	8.502979797	8.795838175	6.261485637	7.267024098	7.109604558	5.29172625	6.119248106	6.508873255	8.524119973	9.060044981	8.076118864	8.302376214	8.017461961	5.561744108	7.052969389	6.700004936	4.910195437	5.871509569	6.028315805	8.730047554	8.877041925	9.980251141	9.53225299	9.406046264	5.173816704	6.687993788	6.353253382	4.647168393	5.06560038	5.097091338	9.670606239	9.774237098	10.02638038	9.882627179	9.44871105	9.147730978
GOLGB1	6.44570306156791	7.01335447479863	6.13609979524987	6.08218196156714	7.32831971223876	6.68273193497755	6.4673813035	7.514973023	6.465794243	6.197590355	7.6719695815	6.899759337	8.71052622	8.5683061855	8.794384123	8.7449049645	8.379373897	8.8080458885	8.5510343785	6.4477122615	7.476503635	6.137119108	6.160579071	7.7105352365	6.820924917	7.9339504455	7.6024878495	8.3658663125	8.1459498835	7.914213322	6.7456090105	7.6811209145	6.31605035	6.364080884	7.9625777305	7.0446315215	8.307807343	7.9428356735	8.439003677	8.1802846695	8.087360168	5.5682650815	6.5606261555	5.4270473505	5.1534337795	6.907142651	6.083906539	6.9129732605	6.481060276	6.7418761845	6.8057524945	6.7711509975	6.7454524565
GOLIM4	4.74974396593479	5.92947290161881	5.14754986748601	5.143828232892	5.52638025367808	5.60378457453264	5.256653741	6.21251886333333	5.61824683366667	5.503263335	6.089084351	5.958266682	5.35936691933333	5.17372152666667	5.636955043	5.33448457466667	5.65930329933333	5.44878488333333	5.55053588233333	5.008011761	6.42695707133333	5.282419554	5.132934932	6.12407881866667	5.916078631	6.693180587	6.44381210533333	6.136145345	5.95840669633333	5.77029321533333	5.1930623	6.733829757	5.49766056666667	5.46172318266667	6.435215491	6.12382644666667	6.81172464566667	6.912027202	7.49692930033333	7.492088839	7.17718685966667	4.511664034	5.79126097333333	4.87938858566667	4.842951929	5.557289768	5.38109686233333	4.88758251333333	4.914833129	4.81762698566667	5.02201697133333	4.16906970833333	4.81696615266667
GOLM1	6.20221519639166	6.5934461391774	5.89071461851283	6.51557298674767	6.84042489888161	6.47852846665517	6.2407314225	6.513025019	6.0980683825	6.710982953	6.9262126605	6.707226624	6.428181444	6.156414335	6.2776049665	6.5688049705	6.294376873	6.3051762505	6.445010599	5.9387002335	6.469218941	6.107288633	6.499626571	6.9003676255	6.539553263	5.438707232	5.503626286	5.8283233845	5.4665163545	5.6743878525	6.23347561	6.651652606	6.074479183	6.74654929	7.318358767	6.8917316395	5.5838371655	6.378243711	6.165750644	6.100393102	6.3131156315	5.4970022715	5.8628193535	5.3695953745	6.144882963	6.497546172	6.087491737	4.1052292695	4.1408839855	4.0039644115	4.115936446	3.5657681275	3.972814778
GOLPH3	8.1165687198009	8.40031447419909	6.30567533200512	8.19825361543632	8.48727873174483	8.22559842337855	8.419485574	8.780354483	6.501225627	8.689865219	8.847732568	8.680508577	9.251255497	9.167415309	9.205419594	9.323400216	8.940011993	9.18610804	9.006685834	8.89797287	9.283969644	6.771244211	8.809600627	9.315268227	9.005003352	9.903321287	9.380354153	10.31588859	10.30479493	10.66181931	9.130754867	9.446201343	6.896611023	9.081152129	9.476139761	9.292296874	10.39307498	10.28775484	10.10166987	9.406648489	9.537022855	8.416009505	8.617655568	6.352499585	8.217471471	8.644118152	8.197408934	9.500871216	8.732769528	9.165740481	9.536507817	8.905564519	8.836736842
GOLPH3L	7.31380750692828	7.38445761840242	6.12072233625876	8.0829942063349	8.49156966418116	7.1709360533098	7.471547839	7.504811621	6.315946911	8.251362032	8.641006951	7.228547737	8.105766507	7.998782167	8.425476533	8.419619887	8.057561686	8.209926669	7.876406137	7.669993098	7.944758067	6.209322081	8.699241195	8.993489402	7.473202921	7.810385026	7.147515705	8.407077635	8.236029055	8.284049898	7.923128617	7.992101901	6.570460455	8.83469807	9.313064753	7.923128617	8.300724931	7.763878379	7.554465215	7.066065278	7.715879332	7.020711005	7.032822951	5.590896053	7.933003906	8.106981381	6.813181683	6.788318524	7.253238724	6.628005717	6.842015422	6.642387783	6.634168093
GOLT1A	3.95841724789061	3.04200871390285	3.37940060435517	3.33137493212191	3.40774873799707	3.28667844302175	5.419244668	4.419018225	4.701522452	4.712625688	4.800844915	4.969996848	5.024544303	5.219205106	5.808562598	5.385554658	4.772883726	5.322844783	4.991475376	4.36849158	3.328368474	3.891308864	3.716386591	3.736155694	3.716386591	3.674196464	3.337323454	3.70678334	4.105315275	3.344267269	4.845611068	3.569023342	4.01819638	3.994503286	3.963131576	4.247477619	4.01207453	3.670109963	3.473666069	3.616891672	3.751634856	4.137751655	3.139662069	3.496014409	3.517980592	3.446215357	3.680118952	3.187143767	3.362506139	3.034290869	3.423346712	3.322574352	3.632715028
GOLT1B	6.9252893852554	6.31903432710513	4.41616921307141	6.45286889509321	7.20872418299487	7.19878746090443	7.497871552	6.867593688	5.006477836	7.0176557405	7.7902569255	7.8956261175	6.6534697635	7.0238942785	7.070780133	6.871392187	6.734973116	7.232690376	6.538176987	7.3174905895	6.3875732645	4.250203331	6.856201119	7.654001135	7.701536635	9.3912932035	8.3618826955	8.956979194	9.2408710795	9.0774230795	7.782517645	6.8618816055	4.7334297725	7.0756063835	7.9498020275	7.961451752	9.43634685	8.2027212205	8.418347171	8.093825263	8.141721418	6.8876314745	6.216777174	4.049415159	6.592290517	7.3499728125	7.1300828925	7.324613617	7.458043497	7.448875468	7.368397688	7.1752131755	6.928706792
GON4L	5.08580154048188	5.06417442513842	4.58159087841438	5.19949410514408	5.32992831612837	5.14504439860353	5.67675883875	5.6397991725	5.21965673875	5.8963245315	5.9647692425	5.8066843625	5.9563613495	5.789168235	5.5458385995	5.91992801175	5.8208900315	5.5161542285	5.946541438	5.432399704	5.51440985775	5.00578669425	5.56267114	5.72651680025	5.4964965155	5.5946327245	5.510280668	5.40729253275	5.55915824675	5.6431971195	5.668275072	5.69746274875	5.238941495	5.7883408045	6.06232190775	5.67327218475	5.71482169625	5.465413011	5.71136855375	5.66910528375	5.66617847725	5.0545603045	5.052217044	4.5591529675	5.16036903375	5.34983808	5.0781123335	5.84718336675	5.63221866575	5.9130747005	5.85571146375	5.661955037	5.54672785975
GOPC	4.59691710172566	4.867793823983	4.57862091625004	4.0929315232656	4.38328366771328	4.25875611218086	5.5233847546	5.7696993738	5.2986324844	5.0069985378	5.265157002	5.1958075958	5.7364596786	5.9128798556	5.794298765	5.7543306958	5.8502336132	5.8772034076	5.7064174214	5.1657723014	5.4649289856	5.051436051	4.5284890984	4.8050004066	4.6375692172	5.9228535856	5.2959623448	5.2232700912	5.6957999682	5.2665308776	5.472893081	5.700300077	5.4419998848	4.7872997846	5.065974148	4.9665954522	6.1987343046	6.0416656704	6.2970092436	6.144527625	6.0843942438	4.6156120546	4.8011801588	4.3536439882	4.0439533994	4.32622729	4.2573682774	5.0860772754	4.9687380714	5.2900484448	5.2080345654	5.1295095746	4.7958115206
GORAB	3.92787990811852	5.04013671512756	3.09028102756247	3.88979982481232	4.12604053231593	3.72210093731506	4.548744621	5.295822126	3.571151076	4.258772018	4.590399969	3.654424191	5.006606251	4.61878163	4.505062485	5.132378034	4.50955531	4.47906856	4.71483557	4.613902253	5.628908683	3.40096343	4.64119849	5.005269654	3.925903536	7.564715812	7.21302112	7.719055294	8.385552149	8.28263371	4.915582537	5.719718858	3.537164877	4.902133325	5.197754855	4.182313472	8.357441604	7.471704494	8.100804191	8.477921639	8.225696558	3.789018508	5.136853733	3.370639931	3.809051679	4.526146502	3.274689783	5.991003161	6.261482729	6.259715051	6.079973428	6.081328653	4.826100587
GORASP1	5.24523164139884	5.23854550107322	4.96378539970733	5.03449171124681	5.38867512784004	5.38227352451749	5.834862806	5.764389511	5.5001537055	5.62997795	6.1523450205	6.0456221215	5.960501325	5.753196207	6.054685452	6.1288643295	5.8205489525	5.971175107	5.907873532	5.821319287	5.60490136	5.3071198385	5.484217126	6.1169934335	5.969358024	5.439777664	5.245618949	5.5903015055	5.498608108	5.784578374	6.0725966855	5.8056633445	5.567024741	5.621581687	6.4204841405	6.1166600535	5.4721511385	5.835408356	5.528268366	5.4003196045	5.6909205945	5.0871654115	4.9005527215	4.4791817535	4.727270363	5.40538961	5.1850890265	4.6855141265	4.917419873	4.648030585	4.8723327405	4.983472124	4.8926026325
GORASP2	8.53359919162887	8.0911624201766	6.2851951367162	7.78165949885626	8.27878121709095	8.01434853504804	9.00947784833333	8.58771082066667	6.71432940033333	8.326010328	8.794649463	8.520482385	8.72924414666667	8.800438625	8.62140273666667	8.647428749	8.510738846	8.62258590733333	8.661049756	9.09254683533333	8.59461573766667	6.50663381133333	8.26334374066667	8.85703354566667	8.529994341	9.32762162966667	8.488658168	9.440321881	9.74378623233333	9.513716056	9.35768442333333	8.94396822866667	6.746560753	8.54311209166667	9.190151541	8.87930131733333	9.670608616	8.60146037766667	8.57247697933333	8.33000880566667	8.393818412	8.68346153666667	8.282558099	6.219179249	7.91066801066667	8.49318756033333	8.288080934	8.09679445966667	8.215527308	7.974157006	8.01655919066667	8.12265776966667	8.09826414433333
GOSR1	5.51387835918162	5.43541234013065	4.76168615843407	5.27773069577229	5.63287147321595	5.24989868112003	6.343180105	6.22311537975	5.61752576025	6.06656325125	6.42819033125	6.028896226	6.3923923755	6.25909068325	6.0689253595	6.10674384075	6.13920613725	6.1012856755	6.180952482	5.8028387685	5.74923824175	4.84906768275	5.50945506775	5.9548968465	5.59858478425	6.12778069475	5.92830052075	5.81340839825	6.30167604175	6.33964819	6.09085495825	6.01124941225	5.0040608165	5.8142099895	6.31476597025	5.89352915	6.402170554	6.10982327725	6.32670407175	6.15026974225	6.284672979	5.4212563705	5.2243600345	4.38650199425	5.00994723525	5.48419349425	5.052300904	5.436759072	5.423577995	5.366834001	5.29205334125	5.28931812675	4.73909554575
GOSR2	5.13043605718353	5.08490956527165	4.98485937627821	4.96182432135837	5.22921991950615	5.04163506254441	5.81856982855556	5.865413445	5.57903861277778	5.67364820833333	5.92303924011111	5.70771766911111	5.84013025488889	5.79863448311111	5.73668958855556	5.72356393988889	5.72656076244445	5.68526995622222	5.66774559844444	5.51047244488889	5.52767654888889	5.198457151	5.26105425322222	5.62090215188889	5.33154749711111	5.91491704277778	5.05488679844445	5.25068940811111	5.68370320344445	5.61530213522222	5.804030582	5.76369496388889	5.57592355122222	5.55122679611111	5.90906999477778	5.62156384933333	5.66005361522222	5.56720077222222	5.79482795922222	5.73270919066667	5.65206347711111	5.138934816	5.06862005233333	4.81443800444445	4.99153172822222	5.20288149066667	4.93817561344445	5.12318614455556	5.16416033744445	4.85809183644444	4.94020700222222	4.79875340488889	4.87376096377778
GOT1	7.7625513673333	6.92619738185671	6.37152791174893	7.39290801023463	6.93878127207772	6.71038953893442	8.518167863	7.66395178	7.193568909	8.121983711	7.648463112	7.60182143	7.023826026	7.520880425	8.058262151	7.232207503	6.663915694	7.200517753	6.870651455	8.721299619	7.224963212	6.745588683	7.759704925	7.359843856	7.314162479	6.442511586	6.124056353	7.023101836	7.626530029	6.744376578	8.997594269	7.653826324	6.992073358	8.166876042	7.663705607	7.569640031	7.483334297	7.077012057	6.757897497	6.776503714	6.69521175	8.339209122	6.95191751	6.520580267	7.356918146	6.928324567	6.825518521	4.794048202	5.73479433	5.189511592	5.120768237	5.807684611	5.380867356
GOT1L1	3.44055010301746	3.34867640586349	3.45132148317616	3.38728885782665	3.39738118562957	3.36664714625227	4.267221075	4.1912181755	4.420530091	4.160541238	4.237641486	4.1569804395	3.98282668	4.0503386625	4.0917735935	4.083702275	3.949428017	3.946790154	4.1319536255	3.5365040485	3.5227537485	3.638599969	3.628371983	3.583625294	3.5368052965	3.7836105795	3.6567664675	3.417443598	3.503975695	3.5345605135	3.805119359	3.6633626205	3.8658000925	3.7336318405	3.748586363	3.7091822805	3.5254803315	3.615910259	3.6154995155	3.7127853875	3.744924477	3.244602202	3.1537699965	3.19112356	3.196704511	3.271898078	3.128603164	2.912102056	3.06469496	3.0374771645	3.0298633225	3.1356533355	3.1664976215
GOT2	9.7035464771434	8.21187886871418	7.08150081514843	9.09429858600767	8.55408939345068	8.50100220893844	10.10977234	8.571969932	7.608315827	9.682469777	8.994341027	9.021186594	9.065817122	8.799998824	9.013725955	9.287460699	8.347575689	8.244346332	8.632672621	10.71519492	9.357465236	8.038231926	10.33862266	9.484649459	9.361398265	8.824062625	8.403160048	9.258151853	9.932910307	8.558061259	10.8609611	9.360290277	8.682503619	10.50098313	9.580334837	9.474720614	9.474720614	9.532462757	9.163508256	9.275006505	9.113480619	10.31764642	8.988203098	7.674979362	9.998740929	9.278271606	9.20196658	7.681883371	7.65848037	7.453122233	7.521034865	7.611403678	8.028118744
GOT2P1	5.07489578169881	4.22556858849814	4.96626963698243	4.84254840431825	4.40794464485342	4.70839277385744	5.411611219	4.107657857	4.809875901	5.098150956	4.819869546	4.528071463	3.892258097	3.947851793	3.927513349	3.558143253	3.805806357	3.953872029	3.608953842	5.174998362	4.562535949	4.883942053	5.414543351	4.562535949	4.774478571	4.160388927	4.562535949	3.990830734	4.274663173	4.289761112	5.40104457	4.863972289	5.040139513	5.684798884	4.842681568	4.979835803	4.525700312	4.518313915	4.63937584	4.635695524	4.5370875	5.005556039	4.150789191	5.037499908	4.872504439	4.280973743	4.326265718	3.64033372	3.490709564	3.274298619	3.415232677	3.687786859	3.593250915
GP1BA	5.69029953311911	5.37281858072009	6.38608084910151	5.48258008493894	5.46468276173906	7.46029312117246	6.253384607	6.169314788	7.192693314	6.519652518	6.308981643	7.872488164	5.61623665	5.825499655	6.16786051	5.997365833	5.960247544	5.787795906	6.144082874	5.697431668	5.442666899	6.123228267	5.544090971	5.348203975	7.631625952	5.300047554	5.544090971	5.524606904	5.040624453	5.604351861	6.266548647	5.839550778	7.175219004	6.338630257	5.979096588	8.218330884	5.480496654	5.45806089	5.544577254	5.809677308	5.979096588	5.32268271	5.185388433	5.882745883	5.227929857	4.961883769	7.150195729	5.563780325	5.3533341	5.190627591	5.576635926	6.143321093	5.311217331
GP1BB	4.60067928044075	5.29477680972622	5.29398537543034	5.24668600429231	5.54554598397789	6.09746999716262	5.26263362	6.1075412795	5.8163716175	6.0058618085	6.3232840425	6.863593313	5.6223828375	6.157592716	5.987893377	6.237717628	6.454567499	6.0842206435	6.2912532615	4.856604576	5.6104625355	5.425609579	5.3016475365	5.9518838325	6.294847221	4.180366472	4.664852901	4.1210275795	4.53524147	4.088930581	5.3939939405	6.0576953355	5.944554227	5.9246712	6.1706505285	6.8085405545	4.948529668	5.7051053915	5.442617828	5.242662163	5.444367298	4.232724839	4.913735209	4.933413225	4.995829218	5.272558147	5.8912694165	4.7496728065	5.8468129875	4.9433020655	5.647476642	6.2001494885	5.941107136
GP2	4.71760047519875	4.59431913692648	5.36759997938365	4.76562904891865	4.6473949341352	4.72837507286615	5.216351386	5.16824751025	5.88914626375	5.4030662835	5.18788399825	5.3436223305	6.43023433675	5.1241874765	5.0948702195	5.5022752765	5.03147362625	4.889677944	4.907454962	5.033409579	4.97407866075	5.7839716605	5.16448803125	5.069929683	5.07298232625	4.954738674	5.0836538235	4.87381689675	4.932152751	4.77729539625	5.478873823	5.42920335025	6.181613682	5.59499561275	5.4783587055	5.45637735275	5.088856925	5.41089473975	5.270518212	5.28944333475	5.4614252435	4.49412396775	4.378914287	5.180631208	4.592082088	4.4402931835	4.50219987125	3.83824596375	4.02179212525	4.2114267915	4.101208664	4.111268212	4.47089304375
GP5	2.83236130540504	3.07206160338244	3.47672992221542	2.99391271296375	2.97755715735739	3.0798754014761	3.36801064	3.459041523	3.885962968	3.4809749185	3.510604756	3.7001690205	3.382479286	3.3344495165	3.2581334955	3.234727488	3.3631388465	3.3406926345	3.2963781955	2.9555739765	3.0867444835	3.5840352775	3.1148052075	3.1500874695	3.0281122285	2.8352610335	2.8846889065	2.9750192495	2.840966759	2.7132468545	3.194744365	3.3785642035	3.828760329	3.361447812	3.4498719	3.4432846535	3.059697257	3.066932972	3.485453557	3.181294698	3.246255722	2.711305598	2.910214847	3.2568412675	2.874784701	2.936370275	2.9293231925	3.09418912	4.0300516115	3.2906014805	3.108385781	3.735445835	2.8075736795
GP6	3.00915010081774	2.65916423452026	4.13211677440344	2.72719413545307	2.58123554529194	3.12425296358607	3.221776666	3.19662608	4.426055045	3.267516102	3.050686369	3.667813284	3.324402141	3.341316943	3.251060366	3.322184358	3.326278826	3.229495706	3.501944987	3.341770775	2.934061106	4.454471395	3.050941185	2.888232234	3.26410487	3.510425698	3.356910511	3.276291896	3.25247403	3.587084052	3.748722155	3.146842477	4.244149488	3.312525975	3.174811756	3.622030191	3.537164877	3.537164877	3.945364636	3.504712558	3.637704725	3.697587667	3.310884549	4.606464859	3.467212929	3.19194227	3.814455615	4.068606336	4.29168585	4.18498757	4.138070984	4.323051678	3.933668973
GP9	4.93241895093066	5.04407138737032	5.40013407865783	5.46888591357076	5.08376216633232	5.98833853204223	5.470874392	5.596895103	6.005216362	6.040641033	5.482320592	6.332770433	5.009465451	5.129257283	5.309639851	5.264458167	5.036164507	4.965966238	4.814701159	5.605306442	5.388004541	5.730231953	6.361989676	5.605306442	6.521451352	5.237220392	5.349139811	5.605306442	4.933626009	5.605306442	5.476197099	5.573217872	5.798904019	6.254393726	5.825963342	6.393521207	4.954931582	5.29352027	4.957566812	5.137128223	5.106928141	5.902008565	5.453323785	5.541050166	6.543001809	5.796794144	6.839359836	5.725003721	5.273390647	5.662029563	5.486830281	6.507466827	6.127031317
GPA33	4.94851427062207	4.93772186420041	5.92761037349933	4.87811842111015	4.940247917643	4.96689875580975	5.373855055	5.294738965	6.365488757	5.161574756	5.373903633	5.315804951	4.829486513	4.920235609	4.806643016	4.756711195	4.850817757	4.808201309	5.296267249	5.283500184	5.24942228	6.321622698	5.159592993	5.417680285	5.381151307	5.082569646	5.029460435	5.072802063	4.807768899	5.200373711	5.272139431	5.385569039	6.394801117	5.132273983	5.368651741	5.3323287	4.910633494	4.933870074	4.932066182	4.983353036	5.012439533	4.996170266	5.053655217	5.733808041	4.749478792	4.684627875	4.703324212	5.404359341	6.041368785	5.503963732	5.634067957	5.526438107	4.895445231
GPAA1	7.32160830753586	7.52514210304473	6.75640058972768	7.13075367739252	7.45909711242725	7.59517281218571	7.981254898	8.24510512533333	7.435135209	7.96711182833333	8.27115370833333	8.334754186	8.77151871466667	9.21807930933333	8.81846319433333	9.02558415033333	9.09734035133333	8.67918466533333	9.04143653366667	7.91687128466667	8.070078231	7.41647814933333	7.643556803	8.044978191	8.19152793666667	6.77166165733333	6.76475373833333	7.487893622	7.662981875	7.13428776533333	8.048420749	8.36095662266667	7.488826886	7.88743057833333	8.15831455033333	8.26171880033333	7.37835863	8.09024407233333	8.27739115433333	8.034063811	8.12619000533333	7.447138217	7.726296897	6.90409254066667	7.15239663933333	7.55795336733333	7.65249300866667	6.913180475	7.22269403133333	6.79847461166667	7.23558194233333	7.19114417066667	7.30780658666667
GPALPP1	3.54751132339742	3.77614224314303	3.36492320801817	3.34101414780863	3.78260389539194	3.49209638161383	4.6203079496	4.8295750804	4.5118320538	4.6063790608	4.8663450244	4.6372133306	5.6278856084	5.3488266534	5.1691800538	5.2091882432	5.1261681852	5.5832590484	5.5496303972	4.0855624724	4.110228309	3.7694200862	3.7789345868	4.063879771	3.8808721248	4.1008855442	3.8443535214	3.7124031678	4.107023799	3.8786630584	4.7469501244	4.7476107864	4.4543185308	4.4101581608	4.7510779588	4.624379709	4.976114695	5.7218003688	6.249082212	5.9006507528	5.9560806942	3.8939246516	4.1802968354	3.698065124	3.7060408346	4.1001812262	3.7583364416	5.3300410614	5.807324253	5.3349687456	5.2100725016	5.1358544674	4.4278204668
GPAM	4.78588700708221	4.84040977650398	4.05103564474901	4.5071964535473	4.55659713819897	3.9855638919396	5.579398556	5.5592547245	4.865814017	5.4093937105	5.276282911	4.6661323385	7.4133520825	5.6702068865	8.2524815365	5.6463966385	6.3760040315	8.059890986	6.8992880755	5.0857221705	4.995775504	3.859142902	4.657619012	4.840394177	4.211238764	3.628923756	3.6103302815	3.553595743	4.085927604	3.6314377585	5.549814548	5.7708461245	4.6816850645	5.389001824	5.3294791225	4.84615146	4.531126949	5.2983027665	5.676010254	5.6287169205	5.841009294	4.849649886	4.823367007	3.9104573725	4.6425180235	4.607352409	4.0698633865	4.6236755835	4.936437177	4.650056892	4.54071409	4.4094429285	3.7932840845
GPANK1	6.51934384257661	6.29234124729175	5.71515217782653	6.26601689401965	6.35027627988137	6.23195382744659	7.4289981055	6.9966483005	6.585993945	7.117868602	7.1739597095	7.0004240185	6.970756544	6.8406389255	6.8538834305	6.728481963	6.8023350025	6.7151037505	6.978313214	7.2431003905	7.0867836955	6.39768848	6.986966643	7.19817124	7.005513685	6.968238513	6.717886527	6.7832845215	6.906461195	7.280141355	7.540217326	7.2617264155	6.691980557	7.2573759845	7.3559968995	7.1846441585	7.339702939	7.084771289	7.2592378	7.4411472635	7.165055188	6.6619320325	6.5302353855	5.605911794	6.4671568525	6.572039458	6.442646734	6.918351119	6.654060439	6.725162725	6.878046629	7.2099283515	7.3902394135
GPAT2	3.80469280526411	3.79153913211048	3.79584139682214	4.01782799490708	3.68156875246277	3.92681775070078	4.446504287	4.579979494	4.42725429	4.699615813	4.403981755	4.729162176	4.518568446	4.699615813	4.4501779	5.591158884	4.784431058	5.259498722	4.895158486	4.433913495	4.703710065	4.667142212	4.656904342	4.323572875	4.612023199	5.206833648	4.792582398	5.367646995	5.636870675	5.674335127	4.515669163	4.638561644	4.842681568	4.729742848	4.368751299	4.743985146	4.882336076	5.240192793	5.297801107	5.108276822	5.499443812	3.555546202	3.438298938	3.533437995	3.569893745	3.273884642	3.533241594	3.170315627	3.569893745	3.369160681	3.787630499	4.480151177	5.107351104
GPATCH1	5.06706769548771	4.50180358147993	3.95515490838381	4.23709144344843	4.18365053761678	4.18365053761678	5.899514875	5.437216095	4.753666511	5.03860874	5.13921771	5.042672992	6.102681201	5.462346486	5.603472422	5.709413119	5.601021136	5.259064547	5.484564998	5.309054506	4.702980929	4.19755236	4.462906994	4.306476455	4.16735691	3.994598968	4.969685549	4.159509588	4.827781603	4.57261022	5.643852313	5.29352027	4.416194799	5.03051021	4.838714523	4.765905458	5.29352027	5.558151721	5.656103409	5.8830344	5.979395549	5.273409604	4.907170339	3.528122804	4.47859214	4.518861617	4.457362376	5.807957134	6.091846066	6.117457477	6.178315328	6.211620342	5.951694462
GPATCH11	3.58276612919603	4.16127755780762	3.98748854936601	3.8117271081185	4.02676898647453	4.027528612593	4.2138461435	4.898096134	4.702080028	4.432376805	4.767944729	4.7297010965	4.717722577	4.657754686	4.738332494	4.950462544	4.5760639565	4.6423823975	4.3999344995	3.961380201	4.449868056	4.215181068	4.078400711	4.4911017455	4.339684222	5.3219394625	4.8958276595	4.895771213	4.862759311	5.4546283905	4.231978392	4.794039806	4.623751253	4.339522019	4.78038978	4.584523718	5.3925281135	4.950939722	5.1221375985	5.0441078445	5.110427889	3.564741143	3.9156138675	3.7489389975	3.6494738855	3.8631867135	3.853763078	5.2076565635	5.446227334	4.8369690685	5.102348991	4.6742774555	4.671438211
GPATCH2	3.60420782400825	3.71656102646376	3.37404546566548	3.70998580283795	3.80421218895909	3.4286097068812	4.1729081158	4.236083895	4.158305517	4.2619351056	4.3490059602	4.047073156	4.342736869	4.4702715162	4.8959579746	4.4088379068	4.0642526598	4.5253972816	4.2719578538	3.7277707952	3.9647094978	3.5767180014	3.858921287	3.9419046568	3.713563348	3.6945052598	3.8273652634	3.4763428422	3.7758850932	3.7864718356	4.079548563	4.3182504732	3.7848564892	4.1506910824	4.2004928586	4.0513361654	4.4342249904	4.490355352	4.7216381982	4.6225965922	4.7619379428	3.406955636	3.6526260668	3.2235387102	3.6105066716	3.678476662	3.383688093	3.5565324526	3.5227335842	3.5010770574	3.4759377524	3.3971391748	3.0450479916
GPATCH2L	3.99463601989589	4.15706155207297	4.06195253690918	4.00381101020429	4.00782150069737	3.95920655986335	4.55248192775	4.740494250375	4.65112876575	4.61856073	4.60878853775	4.5720407945	5.210944027	4.9623904445	4.86213224975	4.974327246875	5.00703576925	5.002967519625	5.151221650625	4.232967334	4.571760476625	4.42618778625	4.349094887125	4.392001292375	4.23412087125	5.530341700625	5.152537141875	5.38615067	5.193626767	5.626025152625	4.413316323875	4.73606996725	4.595770992	4.56777087175	4.603474043	4.408536684125	5.477259576	4.98682181975	5.4112938635	5.0853490425	5.30632194525	3.75038925025	4.118798350375	3.974091132	3.894215279625	3.906557795125	3.801734360125	5.036462350875	4.795891951625	5.225841649	5.072326848	4.602938032375	4.263452835375
GPATCH3	6.94309553095453	6.08961270101738	6.29054456675785	6.77332914142858	6.61569884316285	6.51055446049735	7.26369966	6.878213269	7.013224582	7.344309172	7.239127969	7.005155002	6.908916574	6.906867936	6.881371166	6.882022205	6.727949782	6.923597759	6.661916666	7.041021385	6.418734729	6.799491821	7.124232232	6.980066019	6.891835741	6.40639035	6.023070311	6.485200396	7.167846432	7.004783207	7.340961422	6.588358815	6.968425562	7.310208197	7.227086982	7.144791195	6.863215416	6.425068551	6.173622894	6.225704138	6.10726906	6.831499216	6.010917845	6.601698459	6.634614653	6.493094238	6.370707563	5.716051877	5.684957738	5.456163622	5.770832826	5.717533436	6.585767327
GPATCH4	6.42519060831905	5.69422449408841	5.99589758330866	6.69849031739152	5.52767476073676	5.77432529611535	7.268137566	6.4334876536	6.637507241	7.4889449866	6.3291264572	6.5274830592	6.338007134	6.2693931296	6.335791422	6.1263114798	6.225021464	6.1538889708	6.2395154878	6.616812303	5.8083998158	6.2657523348	7.0381670952	5.6936285916	6.0899437384	5.3823102384	5.0286392638	5.2049821414	5.7246808064	5.39510904	6.9282358982	6.1300663632	6.513899733	7.351195407	5.9840064184	6.301222138	5.8813927336	5.4928149402	5.3703901828	5.2798892508	5.300451786	6.3193958272	5.319224075	5.7218158222	6.507951271	5.2022547822	5.5814171216	4.9037570942	4.8272058942	4.8383858286	4.8421449662	4.9523891844	5.060420678
GPATCH8	6.81657152153723	5.9613494171075	6.14001924507342	6.76503374325931	6.39395622225331	6.5168481905382	7.1303651975	6.5410416845	6.5100679315	7.0194583235	6.7586437055	6.9162740305	7.6007100175	7.1751873615	7.024032115	7.318411548	7.2958878755	6.991470434	7.540744258	6.9717861935	6.228338397	6.504976797	6.9785134805	6.5043841885	6.7176857375	7.729719391	7.4942686365	7.7782026945	7.77959024	7.7862143925	7.2735276205	6.47243383	6.6801182405	7.213811562	6.71472418	6.939781815	7.903791236	7.564143291	8.0146962625	7.918140412	7.8467647385	6.540169223	5.6856114025	5.998246518	6.390254487	6.248600339	6.2228079325	7.6883792495	7.693740371	7.5174471335	7.573829094	7.5950419055	7.6779237265
