geneSymbol	CellType	Source
CD180	B cells memory: Immune system	PanglaoDB
CD19	B cells memory: Immune system	PanglaoDB
CD22	B cells memory: Immune system	PanglaoDB
CD27	B cells memory: Immune system	PanglaoDB
CD37	B cells memory: Immune system	PanglaoDB
CD69	B cells memory: Immune system	PanglaoDB
CD72	B cells memory: Immune system	PanglaoDB
CD79A	B cells memory: Immune system	PanglaoDB
CD79B	B cells memory: Immune system	PanglaoDB
CR2	B cells memory: Immune system	PanglaoDB
CXCR5	B cells memory: Immune system	PanglaoDB
DENND5B	B cells memory: Immune system	PanglaoDB
FCGR2B	B cells memory: Immune system	PanglaoDB
FRK	B cells memory: Immune system	PanglaoDB
GNG7	B cells memory: Immune system	PanglaoDB
HHEX	B cells memory: Immune system	PanglaoDB
IGHD	B cells memory: Immune system	PanglaoDB
IGHM	B cells memory: Immune system	PanglaoDB
IGKC	B cells memory: Immune system	PanglaoDB
IL7	B cells memory: Immune system	PanglaoDB
IRF8	B cells memory: Immune system	PanglaoDB
LTB	B cells memory: Immune system	PanglaoDB
LY86	B cells memory: Immune system	PanglaoDB
MBL2	B cells memory: Immune system	PanglaoDB
MS4A1	B cells memory: Immune system	PanglaoDB
NMBR	B cells memory: Immune system	PanglaoDB
P2RX5	B cells memory: Immune system	PanglaoDB
PNOC	B cells memory: Immune system	PanglaoDB
PTPRCAP	B cells memory: Immune system	PanglaoDB
RALGPS2	B cells memory: Immune system	PanglaoDB
RASGRP2	B cells memory: Immune system	PanglaoDB
SIK1	B cells memory: Immune system	PanglaoDB
SIT1	B cells memory: Immune system	PanglaoDB
SLC12A1	B cells memory: Immune system	PanglaoDB
SP140	B cells memory: Immune system	PanglaoDB
STAP1	B cells memory: Immune system	PanglaoDB
TMEM156	B cells memory: Immune system	PanglaoDB
TNFRSF13B	B cells memory: Immune system	PanglaoDB
TNFRSF17	B cells memory: Immune system	PanglaoDB
TRAF4	B cells memory: Immune system	PanglaoDB
VPREB3	B cells memory: Immune system	PanglaoDB
ZBTB32	B cells memory: Immune system	PanglaoDB
CD19	B cells naive: Immune system	PanglaoDB
CD2	B cells naive: Immune system	PanglaoDB
CD72	B cells naive: Immune system	PanglaoDB
IL2RA	B cells naive: Immune system	PanglaoDB
MME	B cells naive: Immune system	PanglaoDB
ABCB4	B cells naive: Immune system	PanglaoDB
ADAM28	B cells naive: Immune system	PanglaoDB
BACH2	B cells naive: Immune system	PanglaoDB
BANK1	B cells naive: Immune system	PanglaoDB
BCL7A	B cells naive: Immune system	PanglaoDB
BEND5	B cells naive: Immune system	PanglaoDB
BLK	B cells naive: Immune system	PanglaoDB
BRAF	B cells naive: Immune system	PanglaoDB
CD180	B cells naive: Immune system	PanglaoDB
CD22	B cells naive: Immune system	PanglaoDB
CD37	B cells naive: Immune system	PanglaoDB
CD69	B cells naive: Immune system	PanglaoDB
CD79A	B cells naive: Immune system	PanglaoDB
CD79B	B cells naive: Immune system	PanglaoDB
CR2	B cells naive: Immune system	PanglaoDB
CXCR5	B cells naive: Immune system	PanglaoDB
EAF2	B cells naive: Immune system	PanglaoDB
FCGR2B	B cells naive: Immune system	PanglaoDB
FRK	B cells naive: Immune system	PanglaoDB
HHEX	B cells naive: Immune system	PanglaoDB
IGHD	B cells naive: Immune system	PanglaoDB
IGHM	B cells naive: Immune system	PanglaoDB
IGKC	B cells naive: Immune system	PanglaoDB
IRF8	B cells naive: Immune system	PanglaoDB
LTB	B cells naive: Immune system	PanglaoDB
LY86	B cells naive: Immune system	PanglaoDB
MEP1A	B cells naive: Immune system	PanglaoDB
MICAL3	B cells naive: Immune system	PanglaoDB
MS4A1	B cells naive: Immune system	PanglaoDB
NMBR	B cells naive: Immune system	PanglaoDB
P2RX5	B cells naive: Immune system	PanglaoDB
P2RY14	B cells naive: Immune system	PanglaoDB
PNOC	B cells naive: Immune system	PanglaoDB
PTPRCAP	B cells naive: Immune system	PanglaoDB
RALGPS2	B cells naive: Immune system	PanglaoDB
RASGRP2	B cells naive: Immune system	PanglaoDB
SELL	B cells naive: Immune system	PanglaoDB
SIK1	B cells naive: Immune system	PanglaoDB
SLC12A1	B cells naive: Immune system	PanglaoDB
SPIB	B cells naive: Immune system	PanglaoDB
STAP1	B cells naive: Immune system	PanglaoDB
UGT1A8	B cells naive: Immune system	PanglaoDB
VPREB3	B cells naive: Immune system	PanglaoDB
TNFSF8	B cells naive: Immune system	PanglaoDB
FOXP1	B cells naive: Immune system	PanglaoDB
MITF	B cells naive: Immune system	PanglaoDB
CD52	B cells naive: Immune system	PanglaoDB
TNFRSF13C	B cells naive: Immune system	PanglaoDB
STAG3	B cells naive: Immune system	PanglaoDB
BIRC3	B cells naive: Immune system	PanglaoDB
CD74	B cells naive: Immune system	PanglaoDB
KRT5	Basal cells: Epithelium	PanglaoDB
KRT17	Basal cells: Epithelium	PanglaoDB
BCL2	Basal cells: Epithelium	PanglaoDB
KRT14	Basal cells: Epithelium	PanglaoDB
CDH3	Basal cells: Epithelium	PanglaoDB
KRT6B	Basal cells: Epithelium	PanglaoDB
METTL5	Basal cells: Epithelium	PanglaoDB
ANXA11	Basal cells: Epithelium	PanglaoDB
TMEM14A	Basal cells: Epithelium	PanglaoDB
BNIP3	Basal cells: Epithelium	PanglaoDB
TYMP	Basal cells: Epithelium	PanglaoDB
DPP7	Basal cells: Epithelium	PanglaoDB
OPTN	Basal cells: Epithelium	PanglaoDB
PLAU	Basal cells: Epithelium	PanglaoDB
CAPN1	Basal cells: Epithelium	PanglaoDB
BACE2	Basal cells: Epithelium	PanglaoDB
CTNNB1	Basal cells: Epithelium	PanglaoDB
ILK	Basal cells: Epithelium	PanglaoDB
PKP3	Basal cells: Epithelium	PanglaoDB
ITGA3	Basal cells: Epithelium	PanglaoDB
SRSF4	Basal cells: Epithelium	PanglaoDB
RAB38	Basal cells: Epithelium	PanglaoDB
ALKBH7	Basal cells: Epithelium	PanglaoDB
DNPH1	Basal cells: Epithelium	PanglaoDB
KRT23	Basal cells: Epithelium	PanglaoDB
SLC16A3	Basal cells: Epithelium	PanglaoDB
GYPC	Basal cells: Epithelium	PanglaoDB
DUSP23	Basal cells: Epithelium	PanglaoDB
RARRES1	Basal cells: Epithelium	PanglaoDB
ITGA2	Basal cells: Epithelium	PanglaoDB
SLC25A37	Basal cells: Epithelium	PanglaoDB
ITGB6	Basal cells: Epithelium	PanglaoDB
ITGB4	Basal cells: Epithelium	PanglaoDB
SPHK1	Basal cells: Epithelium	PanglaoDB
ACTG2	Basal cells: Epithelium	PanglaoDB
IRF6	Basal cells: Epithelium	PanglaoDB
RAB13	Basal cells: Epithelium	PanglaoDB
LAMB3	Basal cells: Epithelium	PanglaoDB
ACADVL	Basal cells: Epithelium	PanglaoDB
MMP7	Basal cells: Epithelium	PanglaoDB
HEBP2	Basal cells: Epithelium	PanglaoDB
FBXO32	Basal cells: Epithelium	PanglaoDB
SERINC2	Basal cells: Epithelium	PanglaoDB
NNMT	Basal cells: Epithelium	PanglaoDB
KRT15	Basal cells: Epithelium	PanglaoDB
PLP2	Basal cells: Epithelium	PanglaoDB
S100A14	Basal cells: Epithelium	PanglaoDB
LAMC2	Basal cells: Epithelium	PanglaoDB
BMP7	Basal cells: Epithelium	PanglaoDB
MYLK	Basal cells: Epithelium	PanglaoDB
CD69	Basophils: Immune system	PanglaoDB
IL3RA	Basophils: Immune system	PanglaoDB
CCR3	Basophils: Immune system	PanglaoDB
ENPP3	Basophils: Immune system	PanglaoDB
FCER1A	Basophils: Immune system	PanglaoDB
TLR4	Basophils: Immune system	PanglaoDB
LTC4S	Basophils: Immune system	PanglaoDB
CPA3	Basophils: Immune system	PanglaoDB
ITGAL	Basophils: Immune system	PanglaoDB
ITGAM	Basophils: Immune system	PanglaoDB
ITGAX	Basophils: Immune system	PanglaoDB
ITGB7	Basophils: Immune system	PanglaoDB
IL4	Basophils: Immune system	PanglaoDB
MCPT8	Basophils: Immune system	PanglaoDB
PRSS34	Basophils: Immune system	PanglaoDB
MS4A2	Basophils: Immune system	PanglaoDB
MS4A3	Basophils: Immune system	PanglaoDB
HDC	Basophils: Immune system	PanglaoDB
GATA2	Basophils: Immune system	PanglaoDB
CCL3	Basophils: Immune system	PanglaoDB
CD33	Basophils: Immune system	PanglaoDB
CD44	Basophils: Immune system	PanglaoDB
CDH1	Basophils: Immune system	PanglaoDB
HTR1B	Basophils: Immune system	PanglaoDB
IGFBP7	Basophils: Immune system	PanglaoDB
MRGPRA6	Basophils: Immune system	PanglaoDB
DNASE2B	Basophils: Immune system	PanglaoDB
FADS2	Basophils: Immune system	PanglaoDB
GPC4	Basophils: Immune system	PanglaoDB
GRM6	Basophils: Immune system	PanglaoDB
ACSS2	Basophils: Immune system	PanglaoDB
ADORA2B	Basophils: Immune system	PanglaoDB
ALOX8	Basophils: Immune system	PanglaoDB
AQP9	Basophils: Immune system	PanglaoDB
BACE1	Basophils: Immune system	PanglaoDB
BMP4	Basophils: Immune system	PanglaoDB
CABLES1	Basophils: Immune system	PanglaoDB
CCL4	Basophils: Immune system	PanglaoDB
CCL9	Basophils: Immune system	PanglaoDB
CEBPA	Basophils: Immune system	PanglaoDB
DEFB40	Basophils: Immune system	PanglaoDB
E2F8	Basophils: Immune system	PanglaoDB
FADS1	Basophils: Immune system	PanglaoDB
FAR2	Basophils: Immune system	PanglaoDB
FBXO9	Basophils: Immune system	PanglaoDB
GABBR1	Basophils: Immune system	PanglaoDB
GPR183	Basophils: Immune system	PanglaoDB
HGF	Basophils: Immune system	PanglaoDB
HIST1H1D	Basophils: Immune system	PanglaoDB
HIST1H2AC	Basophils: Immune system	PanglaoDB
IFITM1	Basophils: Immune system	PanglaoDB
INF2	Basophils: Immune system	PanglaoDB
JAZF1	Basophils: Immune system	PanglaoDB
L1CAM	Basophils: Immune system	PanglaoDB
LAMA5	Basophils: Immune system	PanglaoDB
MBOAT1	Basophils: Immune system	PanglaoDB
NFIL3	Basophils: Immune system	PanglaoDB
NPL	Basophils: Immune system	PanglaoDB
NT5C3	Basophils: Immune system	PanglaoDB
OSBPL5	Basophils: Immune system	PanglaoDB
OTUB2	Basophils: Immune system	PanglaoDB
P2RY1	Basophils: Immune system	PanglaoDB
PDK3	Basophils: Immune system	PanglaoDB
PDZD4	Basophils: Immune system	PanglaoDB
PERP	Basophils: Immune system	PanglaoDB
PLEKHG5	Basophils: Immune system	PanglaoDB
PLG	Basophils: Immune system	PanglaoDB
RNF39	Basophils: Immune system	PanglaoDB
SLC26A3	Basophils: Immune system	PanglaoDB
SLC26A8	Basophils: Immune system	PanglaoDB
SNCAIP	Basophils: Immune system	PanglaoDB
ST6GALNAC5	Basophils: Immune system	PanglaoDB
TULP3	Basophils: Immune system	PanglaoDB
TEC	Basophils: Immune system	PanglaoDB
UNC93A	Basophils: Immune system	PanglaoDB
WRN	Basophils: Immune system	PanglaoDB
ID1	Basophils: Immune system	PanglaoDB
GFAP	Bergmann glia: Brain	PanglaoDB
GDF10	Bergmann glia: Brain	PanglaoDB
GJB6	Bergmann glia: Brain	PanglaoDB
GRIA4	Bergmann glia: Brain	PanglaoDB
GRM3	Bergmann glia: Brain	PanglaoDB
NTSR2	Bergmann glia: Brain	PanglaoDB
ITIH3	Bergmann glia: Brain	PanglaoDB
A2M	Bergmann glia: Brain	PanglaoDB
PTCH1	Bergmann glia: Brain	PanglaoDB
CDC42EP4	Bergmann glia: Brain	PanglaoDB
BTBD17	Bergmann glia: Brain	PanglaoDB
AQP4	Bergmann glia: Brain	PanglaoDB
SLC4A4	Bergmann glia: Brain	PanglaoDB
HOPX	Bergmann glia: Brain	PanglaoDB
GPR37L1	Bergmann glia: Brain	PanglaoDB
ACSBG1	Bergmann glia: Brain	PanglaoDB
ALDH1L1	Bergmann glia: Brain	PanglaoDB
SLC1A3	Bergmann glia: Brain	PanglaoDB
SLC1A2	Bergmann glia: Brain	PanglaoDB
S100B	Bergmann glia: Brain	PanglaoDB
VIM	Bergmann glia: Brain	PanglaoDB
FABP7	Bergmann glia: Brain	PanglaoDB
TTC21B	Bergmann glia: Brain	PanglaoDB
HEPACAM	Bergmann glia: Brain	PanglaoDB
ZEB2	Bergmann glia: Brain	PanglaoDB
UFL1	Bergmann glia: Brain	PanglaoDB
NRXN3	Bergmann glia: Brain	PanglaoDB
ATP7A	Bergmann glia: Brain	PanglaoDB
BICD2	Bergmann glia: Brain	PanglaoDB
GJA1	Bergmann glia: Brain	PanglaoDB
METRN	Bergmann glia: Brain	PanglaoDB
P2RX7	Bergmann glia: Brain	PanglaoDB
EGFR	Bergmann glia: Brain	PanglaoDB
GRIA1	Bergmann glia: Brain	PanglaoDB
P2RY1	Bergmann glia: Brain	PanglaoDB
GRIN2B	Bergmann glia: Brain	PanglaoDB
GRIN3A	Bergmann glia: Brain	PanglaoDB
SEPT4	Bergmann glia: Brain	PanglaoDB
DAO	Bergmann glia: Brain	PanglaoDB
ITGB1	Bergmann glia: Brain	PanglaoDB
KIF1BP	Bergmann glia: Brain	PanglaoDB
GCGR	Beta cells: Pancreas	PanglaoDB
JPH3	Beta cells: Pancreas	PanglaoDB
CD40	Beta cells: Pancreas	PanglaoDB
HAMP	Beta cells: Pancreas	PanglaoDB
EZH1	Beta cells: Pancreas	PanglaoDB
NTRK1	Beta cells: Pancreas	PanglaoDB
PDX1	Beta cells: Pancreas	PanglaoDB
SLC2A2	Beta cells: Pancreas	PanglaoDB
NKX6-2	Beta cells: Pancreas	PanglaoDB
INS1	Beta cells: Pancreas	PanglaoDB
INS2	Beta cells: Pancreas	PanglaoDB
FXYD2	Beta cells: Pancreas	PanglaoDB
NPY	Beta cells: Pancreas	PanglaoDB
RIMS1	Beta cells: Pancreas	PanglaoDB
MAFA	Beta cells: Pancreas	PanglaoDB
EFNA5	Beta cells: Pancreas	PanglaoDB
LMX1A	Beta cells: Pancreas	PanglaoDB
NKX2-2	Beta cells: Pancreas	PanglaoDB
NKX6-1	Beta cells: Pancreas	PanglaoDB
PAX4	Beta cells: Pancreas	PanglaoDB
IAPP	Beta cells: Pancreas	PanglaoDB
PCSK2	Beta cells: Pancreas	PanglaoDB
G6PC2	Beta cells: Pancreas	PanglaoDB
SLC30A8	Beta cells: Pancreas	PanglaoDB
ERO1LB	Beta cells: Pancreas	PanglaoDB
PCSK1	Beta cells: Pancreas	PanglaoDB
GJD2	Beta cells: Pancreas	PanglaoDB
SCGN	Beta cells: Pancreas	PanglaoDB
IGF2	Beta cells: Pancreas	PanglaoDB
SYT13	Beta cells: Pancreas	PanglaoDB
FFAR2	Beta cells: Pancreas	PanglaoDB
NPTX2	Beta cells: Pancreas	PanglaoDB
PFKFB2	Beta cells: Pancreas	PanglaoDB
EDARADD	Beta cells: Pancreas	PanglaoDB
HOPX	Beta cells: Pancreas	PanglaoDB
SH3GL2	Beta cells: Pancreas	PanglaoDB
ADCYAP1	Beta cells: Pancreas	PanglaoDB
CASR	Beta cells: Pancreas	PanglaoDB
MAFB	Beta cells: Pancreas	PanglaoDB
PAX6	Beta cells: Pancreas	PanglaoDB
NEUROD1	Beta cells: Pancreas	PanglaoDB
ISL1	Beta cells: Pancreas	PanglaoDB
TGFBR3	Beta cells: Pancreas	PanglaoDB
SMAD9	Beta cells: Pancreas	PanglaoDB
SIX3	Beta cells: Pancreas	PanglaoDB
SIX2	Beta cells: Pancreas	PanglaoDB
BMP5	Beta cells: Pancreas	PanglaoDB
PIR	Beta cells: Pancreas	PanglaoDB
STXBP5	Beta cells: Pancreas	PanglaoDB
DLK1	Beta cells: Pancreas	PanglaoDB
MEG3	Beta cells: Pancreas	PanglaoDB
RGS16	Beta cells: Pancreas	PanglaoDB
RELN	Cajal-Retzius cells: Brain	PanglaoDB
DIABLO	Cajal-Retzius cells: Brain	PanglaoDB
ST3GAL5	Cajal-Retzius cells: Brain	PanglaoDB
ISOC1	Cajal-Retzius cells: Brain	PanglaoDB
SMOC2	Cajal-Retzius cells: Brain	PanglaoDB
DYNC1I1	Cajal-Retzius cells: Brain	PanglaoDB
NHLH2	Cajal-Retzius cells: Brain	PanglaoDB
CLSTN2	Cajal-Retzius cells: Brain	PanglaoDB
TMEM163	Cajal-Retzius cells: Brain	PanglaoDB
CACNA2D2	Cajal-Retzius cells: Brain	PanglaoDB
CIB2	Cajal-Retzius cells: Brain	PanglaoDB
LHX1OS	Cajal-Retzius cells: Brain	PanglaoDB
NDNF	Cajal-Retzius cells: Brain	PanglaoDB
LINGO1	Cajal-Retzius cells: Brain	PanglaoDB
LNPK	Cajal-Retzius cells: Brain	PanglaoDB
RNF138	Cajal-Retzius cells: Brain	PanglaoDB
TMEM170B	Cajal-Retzius cells: Brain	PanglaoDB
ABCC5	Cajal-Retzius cells: Brain	PanglaoDB
CNRIP1	Cajal-Retzius cells: Brain	PanglaoDB
EBF3	Cajal-Retzius cells: Brain	PanglaoDB
FUT9	Cajal-Retzius cells: Brain	PanglaoDB
PABPN1	Cajal-Retzius cells: Brain	PanglaoDB
GNL3L	Cajal-Retzius cells: Brain	PanglaoDB
NUDT2	Cajal-Retzius cells: Brain	PanglaoDB
SLC25A46	Cajal-Retzius cells: Brain	PanglaoDB
NSMCE3	Cajal-Retzius cells: Brain	PanglaoDB
DACH1	Cajal-Retzius cells: Brain	PanglaoDB
FAM69B	Cajal-Retzius cells: Brain	PanglaoDB
HOMER2	Cajal-Retzius cells: Brain	PanglaoDB
MAP9	Cajal-Retzius cells: Brain	PanglaoDB
DNM3	Cajal-Retzius cells: Brain	PanglaoDB
LZTFL1	Cajal-Retzius cells: Brain	PanglaoDB
FSD1	Cajal-Retzius cells: Brain	PanglaoDB
TCEAL1	Cajal-Retzius cells: Brain	PanglaoDB
RAB11FIP2	Cajal-Retzius cells: Brain	PanglaoDB
BARHL2	Cajal-Retzius cells: Brain	PanglaoDB
TRIM44	Cajal-Retzius cells: Brain	PanglaoDB
SLC17A6	Cajal-Retzius cells: Brain	PanglaoDB
B3GALT1	Cajal-Retzius cells: Brain	PanglaoDB
SLITRK5	Cajal-Retzius cells: Brain	PanglaoDB
ERC2	Cajal-Retzius cells: Brain	PanglaoDB
NBEA	Cajal-Retzius cells: Brain	PanglaoDB
SLC25A36	Cajal-Retzius cells: Brain	PanglaoDB
ZDBF2	Cajal-Retzius cells: Brain	PanglaoDB
MAPK8	Cajal-Retzius cells: Brain	PanglaoDB
GDF5	Cajal-Retzius cells: Brain	PanglaoDB
ACHE	Cajal-Retzius cells: Brain	PanglaoDB
CCM2	Cajal-Retzius cells: Brain	PanglaoDB
WRAP73	Cajal-Retzius cells: Brain	PanglaoDB
NRG1	Cajal-Retzius cells: Brain	PanglaoDB
ATP13A2	Cajal-Retzius cells: Brain	PanglaoDB
CNTNAP2	Cajal-Retzius cells: Brain	PanglaoDB
PNOC	Cajal-Retzius cells: Brain	PanglaoDB
LHX1	Cajal-Retzius cells: Brain	PanglaoDB
LINGO2	Cajal-Retzius cells: Brain	PanglaoDB
FAT3	Cajal-Retzius cells: Brain	PanglaoDB
SRGAP3	Cajal-Retzius cells: Brain	PanglaoDB
CDH4	Cajal-Retzius cells: Brain	PanglaoDB
FLRT3	Cajal-Retzius cells: Brain	PanglaoDB
EDIL3	Cajal-Retzius cells: Brain	PanglaoDB
CAR10	Cajal-Retzius cells: Brain	PanglaoDB
ZCCHC12	Cajal-Retzius cells: Brain	PanglaoDB
RALGPS2	Cajal-Retzius cells: Brain	PanglaoDB
FAM196A	Cajal-Retzius cells: Brain	PanglaoDB
SMAD1	Cajal-Retzius cells: Brain	PanglaoDB
TBR1	Cajal-Retzius cells: Brain	PanglaoDB
KCNH7	Cajal-Retzius cells: Brain	PanglaoDB
LHX5	Cajal-Retzius cells: Brain	PanglaoDB
CALB2	Cajal-Retzius cells: Brain	PanglaoDB
EMX2	Cajal-Retzius cells: Brain	PanglaoDB
ZIC2	Cajal-Retzius cells: Brain	PanglaoDB
WNT7B	Cajal-Retzius cells: Brain	PanglaoDB
AATF	Cajal-Retzius cells: Brain	PanglaoDB
NANOS1	Cajal-Retzius cells: Brain	PanglaoDB
TBCK	Cajal-Retzius cells: Brain	PanglaoDB
RGMB	Cajal-Retzius cells: Brain	PanglaoDB
DACT1	Cajal-Retzius cells: Brain	PanglaoDB
TRP73	Cajal-Retzius cells: Brain	PanglaoDB
EOMES	Cajal-Retzius cells: Brain	PanglaoDB
CNR1	Cajal-Retzius cells: Brain	PanglaoDB
MYH6	Cardiac stem and precursor cells: Heart	PanglaoDB
WT1	Cardiac stem and precursor cells: Heart	PanglaoDB
TBX18	Cardiac stem and precursor cells: Heart	PanglaoDB
FUT4	Cardiac stem and precursor cells: Heart	PanglaoDB
NKX2-5	Cardiac stem and precursor cells: Heart	PanglaoDB
ISL1	Cardiac stem and precursor cells: Heart	PanglaoDB
GATA4	Cardiac stem and precursor cells: Heart	PanglaoDB
ETV2	Cardiac stem and precursor cells: Heart	PanglaoDB
KIT	Cardiac stem and precursor cells: Heart	PanglaoDB
ABCG2	Cardiac stem and precursor cells: Heart	PanglaoDB
MESP1	Cardiac stem and precursor cells: Heart	PanglaoDB
BMP4	Cardiac stem and precursor cells: Heart	PanglaoDB
ADGRL2	Cardiac stem and precursor cells: Heart	PanglaoDB
TBX3	Cardiac stem and precursor cells: Heart	PanglaoDB
TBX4	Cardiac stem and precursor cells: Heart	PanglaoDB
WNT5A	Cardiac stem and precursor cells: Heart	PanglaoDB
ANKRD1	Cardiac stem and precursor cells: Heart	PanglaoDB
TNNC1	Cardiomyocytes: Heart	PanglaoDB
ADM	Cardiomyocytes: Heart	PanglaoDB
ALCAM 	Cardiomyocytes: Heart	PanglaoDB
NPPA	Cardiomyocytes: Heart	PanglaoDB
FGF2	Cardiomyocytes: Heart	PanglaoDB
NPPB	Cardiomyocytes: Heart	PanglaoDB
TNNI3	Cardiomyocytes: Heart	PanglaoDB
TNNT2	Cardiomyocytes: Heart	PanglaoDB
ANKRD1	Cardiomyocytes: Heart	PanglaoDB
NPPC	Cardiomyocytes: Heart	PanglaoDB
DES	Cardiomyocytes: Heart	PanglaoDB
HAND2	Cardiomyocytes: Heart	PanglaoDB
HAND1	Cardiomyocytes: Heart	PanglaoDB
GATA4	Cardiomyocytes: Heart	PanglaoDB
GATA6	Cardiomyocytes: Heart	PanglaoDB
MYL2	Cardiomyocytes: Heart	PanglaoDB
NKX2-5	Cardiomyocytes: Heart	PanglaoDB
PNMT	Cardiomyocytes: Heart	PanglaoDB
ACTA1	Cardiomyocytes: Heart	PanglaoDB
CD36	Cardiomyocytes: Heart	PanglaoDB
RBM20	Cardiomyocytes: Heart	PanglaoDB
VLDLR	Cardiomyocytes: Heart	PanglaoDB
ALPK3	Cardiomyocytes: Heart	PanglaoDB
RBM24	Cardiomyocytes: Heart	PanglaoDB
FABP4	Cardiomyocytes: Heart	PanglaoDB
CKMT2	Cardiomyocytes: Heart	PanglaoDB
SPEG	Cardiomyocytes: Heart	PanglaoDB
MYH7B	Cardiomyocytes: Heart	PanglaoDB
MYOM2	Cardiomyocytes: Heart	PanglaoDB
MYOM1	Cardiomyocytes: Heart	PanglaoDB
COX8B	Cardiomyocytes: Heart	PanglaoDB
PDLIM5	Cardiomyocytes: Heart	PanglaoDB
MYH7	Cardiomyocytes: Heart	PanglaoDB
PLN	Cardiomyocytes: Heart	PanglaoDB
TCAP	Cardiomyocytes: Heart	PanglaoDB
SORBS2	Cardiomyocytes: Heart	PanglaoDB
RYR2	Cardiomyocytes: Heart	PanglaoDB
OBSCN	Cardiomyocytes: Heart	PanglaoDB
ACTC1	Cardiomyocytes: Heart	PanglaoDB
MYL3	Cardiomyocytes: Heart	PanglaoDB
CORO6	Cardiomyocytes: Heart	PanglaoDB
PDE4D	Cardiomyocytes: Heart	PanglaoDB
NEXN	Cardiomyocytes: Heart	PanglaoDB
MHRT	Cardiomyocytes: Heart	PanglaoDB
FHL2	Cardiomyocytes: Heart	PanglaoDB
MYBPC3	Cardiomyocytes: Heart	PanglaoDB
MYH6	Cardiomyocytes: Heart	PanglaoDB
TTN	Cardiomyocytes: Heart	PanglaoDB
GPIHBP1	Cardiomyocytes: Heart	PanglaoDB
AQP1	Cardiomyocytes: Heart	PanglaoDB
DMD	Cardiomyocytes: Heart	PanglaoDB
MFN2	Cardiomyocytes: Heart	PanglaoDB
ASB2	Cardiomyocytes: Heart	PanglaoDB
ART3	Cardiomyocytes: Heart	PanglaoDB
RRAD	Cardiomyocytes: Heart	PanglaoDB
ADPRHL1	Cardiomyocytes: Heart	PanglaoDB
JPH2	Cardiomyocytes: Heart	PanglaoDB
PYGM	Cardiomyocytes: Heart	PanglaoDB
HSPB7	Cardiomyocytes: Heart	PanglaoDB
MYOZ2	Cardiomyocytes: Heart	PanglaoDB
ENO3	Cardiomyocytes: Heart	PanglaoDB
TRDN	Cardiomyocytes: Heart	PanglaoDB
ACTN2	Cardiomyocytes: Heart	PanglaoDB
TNNI1	Cardiomyocytes: Heart	PanglaoDB
SMPX	Cardiomyocytes: Heart	PanglaoDB
MYL7	Cardiomyocytes: Heart	PanglaoDB
TBX20	Cardiomyocytes: Heart	PanglaoDB
TRIM63	Cardiomyocytes: Heart	PanglaoDB
MB	Cardiomyocytes: Heart	PanglaoDB
CTGF	Cardiomyocytes: Heart	PanglaoDB
MYL4	Cardiomyocytes: Heart	PanglaoDB
LOX	Cardiomyocytes: Heart	PanglaoDB
CTNNB1	Cardiomyocytes: Heart	PanglaoDB
CPT1A	Cardiomyocytes: Heart	PanglaoDB
SOX18	Cardiomyocytes: Heart	PanglaoDB
NOTCH1	Cardiomyocytes: Heart	PanglaoDB
SLN	Cardiomyocytes: Heart	PanglaoDB
CSRP3	Cardiomyocytes: Heart	PanglaoDB
TXLNB	Cardiomyocytes: Heart	PanglaoDB
ATP2A2	Cardiomyocytes: Heart	PanglaoDB
CKM	Cardiomyocytes: Heart	PanglaoDB
CKB	Cardiomyocytes: Heart	PanglaoDB
CXCR4	Cardiomyocytes: Heart	PanglaoDB
MITF	Cardiomyocytes: Heart	PanglaoDB
ZFPM2	Cardiomyocytes: Heart	PanglaoDB
BDNF	Cardiomyocytes: Heart	PanglaoDB
GJA5	Cardiomyocytes: Heart	PanglaoDB
FMOD	Cardiomyocytes: Heart	PanglaoDB
MTTP	Cardiomyocytes: Heart	PanglaoDB
SLC5A1	Cardiomyocytes: Heart	PanglaoDB
ADIPOQ	Cardiomyocytes: Heart	PanglaoDB
TRPV1	Cardiomyocytes: Heart	PanglaoDB
HAMP	Cardiomyocytes: Heart	PanglaoDB
SGPL1	Cardiomyocytes: Heart	PanglaoDB
HMGB2	Cardiomyocytes: Heart	PanglaoDB
STC1	Cardiomyocytes: Heart	PanglaoDB
FGF23	Cardiomyocytes: Heart	PanglaoDB
STRN	Cardiomyocytes: Heart	PanglaoDB
HEY2	Cardiomyocytes: Heart	PanglaoDB
ADIPOR1	Cardiomyocytes: Heart	PanglaoDB
ADIPOR2	Cardiomyocytes: Heart	PanglaoDB
PDE1A	Cardiomyocytes: Heart	PanglaoDB
BMP4	Cardiomyocytes: Heart	PanglaoDB
CASQ2	Cardiomyocytes: Heart	PanglaoDB
TPM1	Cardiomyocytes: Heart	PanglaoDB
SSTR2	Cholangiocytes: Liver	PanglaoDB
SLC4A2	Cholangiocytes: Liver	PanglaoDB
SCTR	Cholangiocytes: Liver	PanglaoDB
KRT7	Cholangiocytes: Liver	PanglaoDB
KCNN2	Cholangiocytes: Liver	PanglaoDB
ITGB4	Cholangiocytes: Liver	PanglaoDB
GGT6	Cholangiocytes: Liver	PanglaoDB
CFTR	Cholangiocytes: Liver	PanglaoDB
CCKBR	Cholangiocytes: Liver	PanglaoDB
AQP4	Cholangiocytes: Liver	PanglaoDB
AQP1	Cholangiocytes: Liver	PanglaoDB
