geneSymbol	CellType	Source
PGC	Pulmonary alveolar type II cells: Lungs	PanglaoDB
CXCR2	Pulmonary alveolar type II cells: Lungs	PanglaoDB
CXCL2	Pulmonary alveolar type II cells: Lungs	PanglaoDB
RUNX3	Pulmonary alveolar type II cells: Lungs	PanglaoDB
CTNND1	Pulmonary alveolar type II cells: Lungs	PanglaoDB
CD59A	Pulmonary alveolar type II cells: Lungs	PanglaoDB
PPP1R14C	Pulmonary alveolar type II cells: Lungs	PanglaoDB
DDX3Y	Pulmonary alveolar type II cells: Lungs	PanglaoDB
PIGR	Pulmonary alveolar type II cells: Lungs	PanglaoDB
H2-Q6	Pulmonary alveolar type II cells: Lungs	PanglaoDB
LY6I	Pulmonary alveolar type II cells: Lungs	PanglaoDB
WFDC17	Pulmonary alveolar type II cells: Lungs	PanglaoDB
LRG1	Pulmonary alveolar type II cells: Lungs	PanglaoDB
NRN1	Pulmonary alveolar type II cells: Lungs	PanglaoDB
PPBP	Pulmonary alveolar type II cells: Lungs	PanglaoDB
IL1B	Pulmonary alveolar type II cells: Lungs	PanglaoDB
INMT	Pulmonary alveolar type II cells: Lungs	PanglaoDB
CRLF1	Pulmonary alveolar type II cells: Lungs	PanglaoDB
ANGPT1	Pulmonary vascular smooth muscle cells: Smooth muscle	PanglaoDB
PDGFRB	Pulmonary vascular smooth muscle cells: Smooth muscle	PanglaoDB
GJA5	Purkinje fiber cells: Heart	PanglaoDB
B3GAT1	Purkinje fiber cells: Heart	PanglaoDB
GJC1	Purkinje fiber cells: Heart	PanglaoDB
KCNK3	Purkinje fiber cells: Heart	PanglaoDB
NEFM	Purkinje fiber cells: Heart	PanglaoDB
CALB1	Purkinje neurons: Brain	PanglaoDB
ABAT	Purkinje neurons: Brain	PanglaoDB
GRIN1	Purkinje neurons: Brain	PanglaoDB
GAD1	Purkinje neurons: Brain	PanglaoDB
HDAC6	Purkinje neurons: Brain	PanglaoDB
PRKG1	Purkinje neurons: Brain	PanglaoDB
ATP2B2	Purkinje neurons: Brain	PanglaoDB
PDE5A	Purkinje neurons: Brain	PanglaoDB
ITPR3	Purkinje neurons: Brain	PanglaoDB
PDE1B	Purkinje neurons: Brain	PanglaoDB
PDE1A	Purkinje neurons: Brain	PanglaoDB
CAR8	Purkinje neurons: Brain	PanglaoDB
OMP	Purkinje neurons: Brain	PanglaoDB
PDE9A	Purkinje neurons: Brain	PanglaoDB
CBLN1	Purkinje neurons: Brain	PanglaoDB
MRPS35	Purkinje neurons: Brain	PanglaoDB
PVALB	Purkinje neurons: Brain	PanglaoDB
SHANK2	Purkinje neurons: Brain	PanglaoDB
CACNA2D2	Purkinje neurons: Brain	PanglaoDB
NKAIN4	Purkinje neurons: Brain	PanglaoDB
CNTNAP2	Purkinje neurons: Brain	PanglaoDB
TH	Purkinje neurons: Brain	PanglaoDB
CERK	Purkinje neurons: Brain	PanglaoDB
CD3G	Purkinje neurons: Brain	PanglaoDB
KCNA2	Purkinje neurons: Brain	PanglaoDB
SLC22A15	Purkinje neurons: Brain	PanglaoDB
CACNG2	Purkinje neurons: Brain	PanglaoDB
SYT2	Purkinje neurons: Brain	PanglaoDB
CPLX1	Purkinje neurons: Brain	PanglaoDB
PKP4	Purkinje neurons: Brain	PanglaoDB
KCNMA1	Purkinje neurons: Brain	PanglaoDB
ADGRB1	Purkinje neurons: Brain	PanglaoDB
HCN1	Purkinje neurons: Brain	PanglaoDB
SLC24A2	Purkinje neurons: Brain	PanglaoDB
GABRA1	Purkinje neurons: Brain	PanglaoDB
CLSTN3	Purkinje neurons: Brain	PanglaoDB
SLC24A3	Purkinje neurons: Brain	PanglaoDB
DLG4	Purkinje neurons: Brain	PanglaoDB
CNPY1	Purkinje neurons: Brain	PanglaoDB
SLC12A5	Purkinje neurons: Brain	PanglaoDB
SLC32A1	Purkinje neurons: Brain	PanglaoDB
GRIA3	Purkinje neurons: Brain	PanglaoDB
CAMK2A	Purkinje neurons: Brain	PanglaoDB
PENK	Purkinje neurons: Brain	PanglaoDB
HIVEP2	Purkinje neurons: Brain	PanglaoDB
NRIP3	Purkinje neurons: Brain	PanglaoDB
TSHZ1	Purkinje neurons: Brain	PanglaoDB
PCBP3	Purkinje neurons: Brain	PanglaoDB
GPSM1	Purkinje neurons: Brain	PanglaoDB
PPM1E	Purkinje neurons: Brain	PanglaoDB
DLGAP1	Purkinje neurons: Brain	PanglaoDB
GNG4	Purkinje neurons: Brain	PanglaoDB
SHISA8	Purkinje neurons: Brain	PanglaoDB
SYNPR	Purkinje neurons: Brain	PanglaoDB
PRKCA	Purkinje neurons: Brain	PanglaoDB
PCP4L1	Purkinje neurons: Brain	PanglaoDB
PCP4	Purkinje neurons: Brain	PanglaoDB
SLC1A6	Purkinje neurons: Brain	PanglaoDB
GRID2	Purkinje neurons: Brain	PanglaoDB
GAD2	Purkinje neurons: Brain	PanglaoDB
CD3E	Pyramidal cells: Brain	PanglaoDB
DLG4	Pyramidal cells: Brain	PanglaoDB
CAMK2A	Pyramidal cells: Brain	PanglaoDB
GRM1	Pyramidal cells: Brain	PanglaoDB
GRM5	Pyramidal cells: Brain	PanglaoDB
TBR1	Pyramidal cells: Brain	PanglaoDB
POU3F1	Pyramidal cells: Brain	PanglaoDB
EMX1	Pyramidal cells: Brain	PanglaoDB
FEZF2	Pyramidal cells: Brain	PanglaoDB
NRGN	Pyramidal cells: Brain	PanglaoDB
GRIA3	Pyramidal cells: Brain	PanglaoDB
SPINK8	Pyramidal cells: Brain	PanglaoDB
PCP4	Pyramidal cells: Brain	PanglaoDB
SYNPR	Pyramidal cells: Brain	PanglaoDB
NR4A2	Pyramidal cells: Brain	PanglaoDB
AGER	Pyramidal cells: Brain	PanglaoDB
GRIN2D	Pyramidal cells: Brain	PanglaoDB
YWHAZ	Pyramidal cells: Brain	PanglaoDB
KCNN4	Pyramidal cells: Brain	PanglaoDB
DAB1	Pyramidal cells: Brain	PanglaoDB
CCM2	Pyramidal cells: Brain	PanglaoDB
MAP2	Pyramidal cells: Brain	PanglaoDB
CALB1	Pyramidal cells: Brain	PanglaoDB
ADRB2	Pyramidal cells: Brain	PanglaoDB
RTN4	Pyramidal cells: Brain	PanglaoDB
PDE2A	Pyramidal cells: Brain	PanglaoDB
KCNB1	Pyramidal cells: Brain	PanglaoDB
KCNB2	Pyramidal cells: Brain	PanglaoDB
KCNQ2	Pyramidal cells: Brain	PanglaoDB
KCNQ3	Pyramidal cells: Brain	PanglaoDB
SATB2	Pyramidal cells: Brain	PanglaoDB
OXTR	Pyramidal cells: Brain	PanglaoDB
CCK	Pyramidal cells: Brain	PanglaoDB
KCND2	Pyramidal cells: Brain	PanglaoDB
KCND3	Pyramidal cells: Brain	PanglaoDB
PAX6	Radial glia cells: Brain	PanglaoDB
SLC1A3	Radial glia cells: Brain	PanglaoDB
PDGFD	Radial glia cells: Brain	PanglaoDB
GLI3	Radial glia cells: Brain	PanglaoDB
NOTCH3	Radial glia cells: Brain	PanglaoDB
VCAM1	Radial glia cells: Brain	PanglaoDB
HES5	Radial glia cells: Brain	PanglaoDB
OLIG2	Radial glia cells: Brain	PanglaoDB
GFAP	Radial glia cells: Brain	PanglaoDB
EMX2	Radial glia cells: Brain	PanglaoDB
CDH4	Radial glia cells: Brain	PanglaoDB
SPRY1	Radial glia cells: Brain	PanglaoDB
AXIN2	Radial glia cells: Brain	PanglaoDB
RIIAD1	Radial glia cells: Brain	PanglaoDB
HMOX1	Red pulp macrophages: Immune system	PanglaoDB
TREML4	Red pulp macrophages: Immune system	PanglaoDB
CD86	Red pulp macrophages: Immune system	PanglaoDB
NR1H3	Red pulp macrophages: Immune system	PanglaoDB
SLC11A1	Red pulp macrophages: Immune system	PanglaoDB
ADGRE1	Red pulp macrophages: Immune system	PanglaoDB
MERTK	Red pulp macrophages: Immune system	PanglaoDB
CCR3	Red pulp macrophages: Immune system	PanglaoDB
SPIC	Red pulp macrophages: Immune system	PanglaoDB
SLC40A1	Red pulp macrophages: Immune system	PanglaoDB
VCAM1	Red pulp macrophages: Immune system	PanglaoDB
SIGLEC1	Red pulp macrophages: Immune system	PanglaoDB
RUVBL1	Reticulocytes: Blood	PanglaoDB
TFRC	Reticulocytes: Blood	PanglaoDB
UCP3	Reticulocytes: Blood	PanglaoDB
FOLR1	Reticulocytes: Blood	PanglaoDB
UBE2O	Reticulocytes: Blood	PanglaoDB
CD36	Reticulocytes: Blood	PanglaoDB
ITGA4	Reticulocytes: Blood	PanglaoDB
SLC11A2	Reticulocytes: Blood	PanglaoDB
PRKCA	Retinal ganglion cells: Brain	PanglaoDB
NGF	Retinal ganglion cells: Brain	PanglaoDB
POU4F2	Retinal ganglion cells: Brain	PanglaoDB
NHLH2	Retinal ganglion cells: Brain	PanglaoDB
ATF6B	Retinal ganglion cells: Brain	PanglaoDB
SNX16	Retinal ganglion cells: Brain	PanglaoDB
IRX5	Retinal ganglion cells: Brain	PanglaoDB
YDJC	Retinal ganglion cells: Brain	PanglaoDB
DPP10	Retinal ganglion cells: Brain	PanglaoDB
SHD	Retinal ganglion cells: Brain	PanglaoDB
SMIM18	Retinal ganglion cells: Brain	PanglaoDB
GALNT14	Retinal ganglion cells: Brain	PanglaoDB
CHRNB3	Retinal ganglion cells: Brain	PanglaoDB
THEM4	Retinal ganglion cells: Brain	PanglaoDB
SCAPER	Retinal ganglion cells: Brain	PanglaoDB
GALNTL6	Retinal ganglion cells: Brain	PanglaoDB
CCDC184	Retinal ganglion cells: Brain	PanglaoDB
NKAIN3	Retinal ganglion cells: Brain	PanglaoDB
LHFPL5	Retinal ganglion cells: Brain	PanglaoDB
SRRM3	Retinal ganglion cells: Brain	PanglaoDB
GALNT9	Retinal ganglion cells: Brain	PanglaoDB
MTUS2	Retinal ganglion cells: Brain	PanglaoDB
IGLON5	Retinal ganglion cells: Brain	PanglaoDB
DCTN1	Retinal ganglion cells: Brain	PanglaoDB
GGT7	Retinal ganglion cells: Brain	PanglaoDB
BTBD10	Retinal ganglion cells: Brain	PanglaoDB
EFNA3	Retinal ganglion cells: Brain	PanglaoDB
SLC29A4	Retinal ganglion cells: Brain	PanglaoDB
STOML1	Retinal ganglion cells: Brain	PanglaoDB
FBXO44	Retinal ganglion cells: Brain	PanglaoDB
NELL1	Retinal ganglion cells: Brain	PanglaoDB
RTN2	Retinal ganglion cells: Brain	PanglaoDB
BBC3	Retinal ganglion cells: Brain	PanglaoDB
EVC2	Retinal ganglion cells: Brain	PanglaoDB
SYT16	Retinal ganglion cells: Brain	PanglaoDB
CPNE5	Retinal ganglion cells: Brain	PanglaoDB
TTLL1	Retinal ganglion cells: Brain	PanglaoDB
GPHN	Retinal ganglion cells: Brain	PanglaoDB
SIX6	Retinal ganglion cells: Brain	PanglaoDB
ABLIM3	Retinal ganglion cells: Brain	PanglaoDB
POU6F2	Retinal ganglion cells: Brain	PanglaoDB
GRIP1	Retinal ganglion cells: Brain	PanglaoDB
ZFP580	Retinal ganglion cells: Brain	PanglaoDB
TOX2	Retinal ganglion cells: Brain	PanglaoDB
NARF	Retinal ganglion cells: Brain	PanglaoDB
BARHL2	Retinal ganglion cells: Brain	PanglaoDB
DTX1	Retinal ganglion cells: Brain	PanglaoDB
MAB21L2	Retinal ganglion cells: Brain	PanglaoDB
KCTD8	Retinal ganglion cells: Brain	PanglaoDB
CPNE4	Retinal ganglion cells: Brain	PanglaoDB
KLHDC8A	Retinal ganglion cells: Brain	PanglaoDB
IRX6	Retinal ganglion cells: Brain	PanglaoDB
CHRNA6	Retinal ganglion cells: Brain	PanglaoDB
CACNB3	Retinal ganglion cells: Brain	PanglaoDB
CSDC2	Retinal ganglion cells: Brain	PanglaoDB
AKAP7	Retinal ganglion cells: Brain	PanglaoDB
HPCA	Retinal ganglion cells: Brain	PanglaoDB
ISL1	Retinal ganglion cells: Brain	PanglaoDB
SLC17A6	Retinal ganglion cells: Brain	PanglaoDB
FGF12	Retinal ganglion cells: Brain	PanglaoDB
DNER	Retinal ganglion cells: Brain	PanglaoDB
TMEM163	Retinal ganglion cells: Brain	PanglaoDB
RBPMS	Retinal ganglion cells: Brain	PanglaoDB
POU4F1	Retinal ganglion cells: Brain	PanglaoDB
RBPMS2	Retinal ganglion cells: Brain	PanglaoDB
CDK14	Retinal ganglion cells: Brain	PanglaoDB
FXYD7	Retinal ganglion cells: Brain	PanglaoDB
NEFM	Retinal ganglion cells: Brain	PanglaoDB
SNCG	Retinal ganglion cells: Brain	PanglaoDB
PAX6	Retinal progenitor cells: Eye	PanglaoDB
CALB2	Retinal progenitor cells: Eye	PanglaoDB
SIX6	Retinal progenitor cells: Eye	PanglaoDB
RHO	Retinal progenitor cells: Eye	PanglaoDB
SIX3	Retinal progenitor cells: Eye	PanglaoDB
NEFH	Retinal progenitor cells: Eye	PanglaoDB
LGR5	Retinal progenitor cells: Eye	PanglaoDB
SAG	Retinal progenitor cells: Eye	PanglaoDB
RAX	Retinal progenitor cells: Eye	PanglaoDB
NOTCH1	Retinal progenitor cells: Eye	PanglaoDB
HES1	Retinal progenitor cells: Eye	PanglaoDB
MSI1	Retinal progenitor cells: Eye	PanglaoDB
SOX9	Retinal progenitor cells: Eye	PanglaoDB
SMGC	Salivary mucous cells: Oral cavity	PanglaoDB
SCGB2B27	Salivary mucous cells: Oral cavity	PanglaoDB
SCGB1B27	Salivary mucous cells: Oral cavity	PanglaoDB
SCGB2B26	Salivary mucous cells: Oral cavity	PanglaoDB
MUCL2	Salivary mucous cells: Oral cavity	PanglaoDB
KRT14	Salivary mucous cells: Oral cavity	PanglaoDB
PROL1	Salivary mucous cells: Oral cavity	PanglaoDB
PIP	Salivary mucous cells: Oral cavity	PanglaoDB
MUCL1	Salivary mucous cells: Oral cavity	PanglaoDB
CNN1	Salivary mucous cells: Oral cavity	PanglaoDB
THBS1	Salivary mucous cells: Oral cavity	PanglaoDB
CAR6	Salivary mucous cells: Oral cavity	PanglaoDB
MYH11	Salivary mucous cells: Oral cavity	PanglaoDB
KRT17	Salivary mucous cells: Oral cavity	PanglaoDB
PAX7	Satellite cells: Skeletal muscle	PanglaoDB
DMD	Satellite cells: Skeletal muscle	PanglaoDB
CDH1	Satellite cells: Skeletal muscle	PanglaoDB
ERBB2	Satellite cells: Skeletal muscle	PanglaoDB
PAX3	Satellite cells: Skeletal muscle	PanglaoDB
MYF5	Satellite cells: Skeletal muscle	PanglaoDB
CDH15	Satellite cells: Skeletal muscle	PanglaoDB
CXCR4	Satellite cells: Skeletal muscle	PanglaoDB
FOXK1	Satellite cells: Skeletal muscle	PanglaoDB
ITGA7	Satellite cells: Skeletal muscle	PanglaoDB
TCF21	Satellite cells: Skeletal muscle	PanglaoDB
ISL1	Satellite cells: Skeletal muscle	PanglaoDB
MESP1	Satellite cells: Skeletal muscle	PanglaoDB
MET	Satellite cells: Skeletal muscle	PanglaoDB
CALCR	Satellite cells: Skeletal muscle	PanglaoDB
ASB5	Satellite cells: Skeletal muscle	PanglaoDB
SRXN1	Satellite cells: Skeletal muscle	PanglaoDB
BDKRB1	Satellite cells: Skeletal muscle	PanglaoDB
CDCP1	Satellite cells: Skeletal muscle	PanglaoDB
VCAM1	Satellite cells: Skeletal muscle	PanglaoDB
MYOD1	Satellite cells: Skeletal muscle	PanglaoDB
SOX8	Satellite cells: Skeletal muscle	PanglaoDB
SPRY1	Satellite cells: Skeletal muscle	PanglaoDB
CXCL1	Satellite cells: Skeletal muscle	PanglaoDB
HMOX1	Satellite cells: Skeletal muscle	PanglaoDB
TNFRSF12A	Satellite cells: Skeletal muscle	PanglaoDB
RUNX1	Satellite cells: Skeletal muscle	PanglaoDB
BARX2	Satellite cells: Skeletal muscle	PanglaoDB
TRIM32	Satellite cells: Skeletal muscle	PanglaoDB
VAMP2	Satellite cells: Skeletal muscle	PanglaoDB
PEG3	Satellite cells: Skeletal muscle	PanglaoDB
MSTN	Satellite cells: Skeletal muscle	PanglaoDB
ZFP423	Satellite cells: Skeletal muscle	PanglaoDB
SCRIB	Satellite cells: Skeletal muscle	PanglaoDB
NFATC2	Satellite cells: Skeletal muscle	PanglaoDB
IRF2	Satellite cells: Skeletal muscle	PanglaoDB
BMI1	Satellite cells: Skeletal muscle	PanglaoDB
SIX1	Satellite cells: Skeletal muscle	PanglaoDB
HOXC10	Satellite cells: Skeletal muscle	PanglaoDB
NOTCH3	Satellite cells: Skeletal muscle	PanglaoDB
HEYL	Satellite cells: Skeletal muscle	PanglaoDB
GAL	Satellite cells: Skeletal muscle	PanglaoDB
NCAM1	Satellite cells: Skeletal muscle	PanglaoDB
CAV1	Satellite cells: Skeletal muscle	PanglaoDB
GLUL	Satellite glial cells: Brain	PanglaoDB
GFAP	Satellite glial cells: Brain	PanglaoDB
EDNRB	Satellite glial cells: Brain	PanglaoDB
BDKRB2	Satellite glial cells: Brain	PanglaoDB
TGFA	Satellite glial cells: Brain	PanglaoDB
EPOR	Satellite glial cells: Brain	PanglaoDB
TNF	Satellite glial cells: Brain	PanglaoDB
IL6	Satellite glial cells: Brain	PanglaoDB
MAPK1	Satellite glial cells: Brain	PanglaoDB
JAK2	Satellite glial cells: Brain	PanglaoDB
SSTR1	Satellite glial cells: Brain	PanglaoDB
SLC6A1	Satellite glial cells: Brain	PanglaoDB
PTGDS	Satellite glial cells: Brain	PanglaoDB
SOX2	Satellite glial cells: Brain	PanglaoDB
CDH1	Satellite glial cells: Brain	PanglaoDB
KCNJ10	Satellite glial cells: Brain	PanglaoDB
AQP4	Satellite glial cells: Brain	PanglaoDB
CNGA3	Satellite glial cells: Brain	PanglaoDB
TLR4	Satellite glial cells: Brain	PanglaoDB
P2RY12	Satellite glial cells: Brain	PanglaoDB
P2RX7	Satellite glial cells: Brain	PanglaoDB
SLC1A3	Satellite glial cells: Brain	PanglaoDB
IL17A	Satellite glial cells: Brain	PanglaoDB
MPZ	Schwann cells: Brain	PanglaoDB
ITGB4	Schwann cells: Brain	PanglaoDB
LAMC1	Schwann cells: Brain	PanglaoDB
S100B	Schwann cells: Brain	PanglaoDB
POU3F1	Schwann cells: Brain	PanglaoDB
GFAP	Schwann cells: Brain	PanglaoDB
MAG	Schwann cells: Brain	PanglaoDB
OLIG1	Schwann cells: Brain	PanglaoDB
TST	Schwann cells: Brain	PanglaoDB
NDRG1	Schwann cells: Brain	PanglaoDB
CTHRC1	Schwann cells: Brain	PanglaoDB
NF2	Schwann cells: Brain	PanglaoDB
SEPT9	Schwann cells: Brain	PanglaoDB
AGR2	Schwann cells: Brain	PanglaoDB
NGFR	Schwann cells: Brain	PanglaoDB
CLDN19	Schwann cells: Brain	PanglaoDB
PRX	Schwann cells: Brain	PanglaoDB
NTRK1	Schwann cells: Brain	PanglaoDB
ART3	Schwann cells: Brain	PanglaoDB
BCAS1	Schwann cells: Brain	PanglaoDB
NPY	Schwann cells: Brain	PanglaoDB
ASPA	Schwann cells: Brain	PanglaoDB
LGI4	Schwann cells: Brain	PanglaoDB
BAG3	Schwann cells: Brain	PanglaoDB
RXRG	Schwann cells: Brain	PanglaoDB
SOX10	Schwann cells: Brain	PanglaoDB
CMTM5	Schwann cells: Brain	PanglaoDB
BCHE	Schwann cells: Brain	PanglaoDB
EGFL8	Schwann cells: Brain	PanglaoDB
GFRA3	Schwann cells: Brain	PanglaoDB
SEMA3B	Schwann cells: Brain	PanglaoDB
MATN2	Schwann cells: Brain	PanglaoDB
SCN7A	Schwann cells: Brain	PanglaoDB
CD82	Schwann cells: Brain	PanglaoDB
TAGLN	Schwann cells: Brain	PanglaoDB
NOV	Schwann cells: Brain	PanglaoDB
ALDOC	Schwann cells: Brain	PanglaoDB
APOD	Schwann cells: Brain	PanglaoDB
CRYAB	Schwann cells: Brain	PanglaoDB
PLP1	Schwann cells: Brain	PanglaoDB
PMP22	Schwann cells: Brain	PanglaoDB
CADM4	Schwann cells: Brain	PanglaoDB
KCNA1	Schwann cells: Brain	PanglaoDB
CNP	Schwann cells: Brain	PanglaoDB
GPR37L1	Schwann cells: Brain	PanglaoDB
NRN1	Schwann cells: Brain	PanglaoDB
CD59A	Schwann cells: Brain	PanglaoDB
STMN1	Schwann cells: Brain	PanglaoDB
CAMP	Sebocytes: Skin	PanglaoDB
IHH	Sebocytes: Skin	PanglaoDB
CRHR1	Sebocytes: Skin	PanglaoDB
CALCA	Sebocytes: Skin	PanglaoDB
F2RL1	Sebocytes: Skin	PanglaoDB
KLF5	Sebocytes: Skin	PanglaoDB
EXO1	Sebocytes: Skin	PanglaoDB
CRH	Sebocytes: Skin	PanglaoDB
CEBPB	Sebocytes: Skin	PanglaoDB
CDH1	Sebocytes: Skin	PanglaoDB
LTA4H	Sebocytes: Skin	PanglaoDB
RDH12	Sebocytes: Skin	PanglaoDB
CEBPA	Sebocytes: Skin	PanglaoDB
ADIPOR1	Sebocytes: Skin	PanglaoDB
ANGPTL4	Sebocytes: Skin	PanglaoDB
CYP24A1	Sebocytes: Skin	PanglaoDB
PTGER2	Sebocytes: Skin	PanglaoDB
CNR2	Sebocytes: Skin	PanglaoDB
KRT7	Sebocytes: Skin	PanglaoDB
SRD5A2	Sebocytes: Skin	PanglaoDB
FFAR2	Sebocytes: Skin	PanglaoDB
FFAR3	Sebocytes: Skin	PanglaoDB
MUC1	Sebocytes: Skin	PanglaoDB
HRH1	Sebocytes: Skin	PanglaoDB
TPH1	Serotonergic neurons: Brain	PanglaoDB
SLC6A4	Serotonergic neurons: Brain	PanglaoDB
FEV	Serotonergic neurons: Brain	PanglaoDB
TPH2	Serotonergic neurons: Brain	PanglaoDB
DDC	Serotonergic neurons: Brain	PanglaoDB
SLC18A2	Serotonergic neurons: Brain	PanglaoDB
ESM1	Serotonergic neurons: Brain	PanglaoDB
SLC22A3	Serotonergic neurons: Brain	PanglaoDB
AMH	Sertoli cells: Reproductive	PanglaoDB
INHBB	Sertoli cells: Reproductive	PanglaoDB
SHBG	Sertoli cells: Reproductive	PanglaoDB
GATA1	Sertoli cells: Reproductive	PanglaoDB
GATA4	Sertoli cells: Reproductive	PanglaoDB
DHH	Sertoli cells: Reproductive	PanglaoDB
AR	Sertoli cells: Reproductive	PanglaoDB
GDNF	Sertoli cells: Reproductive	PanglaoDB
MAFB	Sertoli cells: Reproductive	PanglaoDB
GAMT	Sertoli cells: Reproductive	PanglaoDB
MEIG1	Sertoli cells: Reproductive	PanglaoDB
KITL	Sertoli cells: Reproductive	PanglaoDB
HES5	Sertoli cells: Reproductive	PanglaoDB
CCL9	Sertoli cells: Reproductive	PanglaoDB
NF2	Sertoli cells: Reproductive	PanglaoDB
INHA	Sertoli cells: Reproductive	PanglaoDB
DES	Sertoli cells: Reproductive	PanglaoDB
FAS	Sertoli cells: Reproductive	PanglaoDB
WT1	Sertoli cells: Reproductive	PanglaoDB
AARD	Sertoli cells: Reproductive	PanglaoDB
CST12	Sertoli cells: Reproductive	PanglaoDB
DEFB19	Sertoli cells: Reproductive	PanglaoDB
CST9	Sertoli cells: Reproductive	PanglaoDB
RHOX8	Sertoli cells: Reproductive	PanglaoDB
GSTM6	Sertoli cells: Reproductive	PanglaoDB
ETD	Sertoli cells: Reproductive	PanglaoDB
TMEM184A	Sertoli cells: Reproductive	PanglaoDB
WNT6	Sertoli cells: Reproductive	PanglaoDB
MRO	Sertoli cells: Reproductive	PanglaoDB
HSD17B3	Sertoli cells: Reproductive	PanglaoDB
AMHR2	Sertoli cells: Reproductive	PanglaoDB
SEMA5B	Sertoli cells: Reproductive	PanglaoDB
SCX	Sertoli cells: Reproductive	PanglaoDB
HSD17B1	Sertoli cells: Reproductive	PanglaoDB
TSX	Sertoli cells: Reproductive	PanglaoDB
STIM1	Sertoli cells: Reproductive	PanglaoDB
ANKRD7	Sertoli cells: Reproductive	PanglaoDB
PHF7	Sertoli cells: Reproductive	PanglaoDB
CXCL12	Sertoli cells: Reproductive	PanglaoDB
STAR	Sertoli cells: Reproductive	PanglaoDB
WFDC2	Sertoli cells: Reproductive	PanglaoDB
PRND	Sertoli cells: Reproductive	PanglaoDB
HSPBAP1	Sertoli cells: Reproductive	PanglaoDB
NXF3	Sertoli cells: Reproductive	PanglaoDB
GBA2	Sertoli cells: Reproductive	PanglaoDB
PADI2	Sertoli cells: Reproductive	PanglaoDB
ABCG8	Sertoli cells: Reproductive	PanglaoDB
DIAPH2	Sertoli cells: Reproductive	PanglaoDB
CTSA	Sertoli cells: Reproductive	PanglaoDB
PFKFB3	Sertoli cells: Reproductive	PanglaoDB
MSI1	Sertoli cells: Reproductive	PanglaoDB
NOTCH2	Sertoli cells: Reproductive	PanglaoDB
GATA6	Sertoli cells: Reproductive	PanglaoDB
CLDN11	Sertoli cells: Reproductive	PanglaoDB
OCLN	Sertoli cells: Reproductive	PanglaoDB
SERPINA3N	Sertoli cells: Reproductive	PanglaoDB
SERPINB9	Sertoli cells: Reproductive	PanglaoDB
SERPING1	Sertoli cells: Reproductive	PanglaoDB
CD55	Sertoli cells: Reproductive	PanglaoDB
CD46	Sertoli cells: Reproductive	PanglaoDB
CLU	Sertoli cells: Reproductive	PanglaoDB
FSHR	Sertoli cells: Reproductive	PanglaoDB
RXRB	Sertoli cells: Reproductive	PanglaoDB
PRLR	Sertoli cells: Reproductive	PanglaoDB
SLC16A3	Sertoli cells: Reproductive	PanglaoDB
EPS8	Sertoli cells: Reproductive	PanglaoDB
NR1H2	Sertoli cells: Reproductive	PanglaoDB
BCAR3	Sertoli cells: Reproductive	PanglaoDB
SOX9	Sertoli cells: Reproductive	PanglaoDB
ACTA2	Smooth muscle cells: Smooth muscle	PanglaoDB
CNN1	Smooth muscle cells: Smooth muscle	PanglaoDB
HEXIM1	Smooth muscle cells: Smooth muscle	PanglaoDB
TAGLN	Smooth muscle cells: Smooth muscle	PanglaoDB
RGS5	Smooth muscle cells: Smooth muscle	PanglaoDB
WFDC1	Smooth muscle cells: Smooth muscle	PanglaoDB
NOTCH3	Smooth muscle cells: Smooth muscle	PanglaoDB
RPRM	Smooth muscle cells: Smooth muscle	PanglaoDB
DES	Smooth muscle cells: Smooth muscle	PanglaoDB
FHL2	Smooth muscle cells: Smooth muscle	PanglaoDB
FBLN5	Smooth muscle cells: Smooth muscle	PanglaoDB
LOX	Smooth muscle cells: Smooth muscle	PanglaoDB
NF2	Smooth muscle cells: Smooth muscle	PanglaoDB
ANGPT1	Smooth muscle cells: Smooth muscle	PanglaoDB
CRABP1	Smooth muscle cells: Smooth muscle	PanglaoDB
MYH11	Smooth muscle cells: Smooth muscle	PanglaoDB
FABP4	Smooth muscle cells: Smooth muscle	PanglaoDB
ACTC1	Smooth muscle cells: Smooth muscle	PanglaoDB
ANKRD1	Smooth muscle cells: Smooth muscle	PanglaoDB
OBSCN	Smooth muscle cells: Smooth muscle	PanglaoDB
PDE4DIP	Smooth muscle cells: Smooth muscle	PanglaoDB
LMO7	Smooth muscle cells: Smooth muscle	PanglaoDB
MYH6	Smooth muscle cells: Smooth muscle	PanglaoDB
NEXN	Smooth muscle cells: Smooth muscle	PanglaoDB
ACTG2	Smooth muscle cells: Smooth muscle	PanglaoDB
MUSTN1	Smooth muscle cells: Smooth muscle	PanglaoDB
SOD3	Smooth muscle cells: Smooth muscle	PanglaoDB
HSPB6	Smooth muscle cells: Smooth muscle	PanglaoDB
RRAD	Smooth muscle cells: Smooth muscle	PanglaoDB
LMOD1	Smooth muscle cells: Smooth muscle	PanglaoDB
ITGA1	Smooth muscle cells: Smooth muscle	PanglaoDB
SPEG	Smooth muscle cells: Smooth muscle	PanglaoDB
EHD2	Smooth muscle cells: Smooth muscle	PanglaoDB
RBPMS2	Smooth muscle cells: Smooth muscle	PanglaoDB
MAP3K7CL	Smooth muscle cells: Smooth muscle	PanglaoDB
SLC38A11	Smooth muscle cells: Smooth muscle	PanglaoDB
