geneSymbol	CellType	Source
RELN	Interneurons: Brain	PanglaoDB
CALB2	Interneurons: Brain	PanglaoDB
PDE1A	Interneurons: Brain	PanglaoDB
ADGRL2	Interneurons: Brain	PanglaoDB
KCNIP2	Interneurons: Brain	PanglaoDB
RGS10	Interneurons: Brain	PanglaoDB
NOV	Interneurons: Brain	PanglaoDB
CPNE5	Interneurons: Brain	PanglaoDB
SLC5A7	Interneurons: Brain	PanglaoDB
CRH	Interneurons: Brain	PanglaoDB
GDA	Interneurons: Brain	PanglaoDB
SEMA3E	Interneurons: Brain	PanglaoDB
DLX1	Interneurons: Brain	PanglaoDB
DLX2	Interneurons: Brain	PanglaoDB
DLX5	Interneurons: Brain	PanglaoDB
ARX	Interneurons: Brain	PanglaoDB
NDNF	Interneurons: Brain	PanglaoDB
FOXI1	Ionocytes: Lungs	PanglaoDB
CFTR	Ionocytes: Lungs	PanglaoDB
ASCL3	Ionocytes: Lungs	PanglaoDB
SCGB1A1	Ionocytes: Lungs	PanglaoDB
FOXN4	Ionocytes: Lungs	PanglaoDB
TFCP2L1	Ionocytes: Lungs	PanglaoDB
SLC12A2	Ionocytes: Lungs	PanglaoDB
CLCNKB	Ionocytes: Lungs	PanglaoDB
KCNMA1	Ionocytes: Lungs	PanglaoDB
SLC9A4	Ionocytes: Lungs	PanglaoDB
SLC9A7	Ionocytes: Lungs	PanglaoDB
TRPV4	Juxtaglomerular cells: Kidney	PanglaoDB
REN	Juxtaglomerular cells: Kidney	PanglaoDB
TH	Juxtaglomerular cells: Kidney	PanglaoDB
ACTA2	Juxtaglomerular cells: Kidney	PanglaoDB
MYH11	Juxtaglomerular cells: Kidney	PanglaoDB
CNN1	Juxtaglomerular cells: Kidney	PanglaoDB
CALML5	Keratinocytes: Skin	PanglaoDB
CD24	Keratinocytes: Skin	PanglaoDB
FLG	Keratinocytes: Skin	PanglaoDB
KPRP	Keratinocytes: Skin	PanglaoDB
ICAM1	Keratinocytes: Skin	PanglaoDB
IVL	Keratinocytes: Skin	PanglaoDB
TGM1	Keratinocytes: Skin	PanglaoDB
KRT1	Keratinocytes: Skin	PanglaoDB
KRT5	Keratinocytes: Skin	PanglaoDB
KRT14	Keratinocytes: Skin	PanglaoDB
KRT16	Keratinocytes: Skin	PanglaoDB
KRT17	Keratinocytes: Skin	PanglaoDB
LAMA5	Keratinocytes: Skin	PanglaoDB
LCN2	Keratinocytes: Skin	PanglaoDB
PLEC	Keratinocytes: Skin	PanglaoDB
PI3	Keratinocytes: Skin	PanglaoDB
SPRR1A	Keratinocytes: Skin	PanglaoDB
SPRR1B	Keratinocytes: Skin	PanglaoDB
GJB3	Keratinocytes: Skin	PanglaoDB
IRF3	Keratinocytes: Skin	PanglaoDB
LAMC2	Keratinocytes: Skin	PanglaoDB
SIRT7	Keratinocytes: Skin	PanglaoDB
RIPK4	Keratinocytes: Skin	PanglaoDB
REL	Keratinocytes: Skin	PanglaoDB
IL13RA1	Keratinocytes: Skin	PanglaoDB
SGPP1	Keratinocytes: Skin	PanglaoDB
PKP3	Keratinocytes: Skin	PanglaoDB
PKP1	Keratinocytes: Skin	PanglaoDB
ANXA8	Keratinocytes: Skin	PanglaoDB
TRIM29	Keratinocytes: Skin	PanglaoDB
DSC3	Keratinocytes: Skin	PanglaoDB
FST	Keratinocytes: Skin	PanglaoDB
AQP3	Keratinocytes: Skin	PanglaoDB
KRT15	Keratinocytes: Skin	PanglaoDB
S100A14	Keratinocytes: Skin	PanglaoDB
DMKN	Keratinocytes: Skin	PanglaoDB
ENTPD2	Keratinocytes: Skin	PanglaoDB
FGF5	Keratinocytes: Skin	PanglaoDB
NGFR	Keratinocytes: Skin	PanglaoDB
TFAP2A	Keratinocytes: Skin	PanglaoDB
LGALS7	Keratinocytes: Skin	PanglaoDB
CXCL1	Keratinocytes: Skin	PanglaoDB
CCL2	Keratinocytes: Skin	PanglaoDB
SFN	Keratinocytes: Skin	PanglaoDB
KRT10	Keratinocytes: Skin	PanglaoDB
SBSN	Keratinocytes: Skin	PanglaoDB
KRT84	Keratinocytes: Skin	PanglaoDB
KRT36	Keratinocytes: Skin	PanglaoDB
OSR1	Kidney progenitor cells: Kidney	PanglaoDB
PAX2	Kidney progenitor cells: Kidney	PanglaoDB
EYA1	Kidney progenitor cells: Kidney	PanglaoDB
WT1	Kidney progenitor cells: Kidney	PanglaoDB
SIX2	Kidney progenitor cells: Kidney	PanglaoDB
SALL1	Kidney progenitor cells: Kidney	PanglaoDB
CITED1	Kidney progenitor cells: Kidney	PanglaoDB
TNF	Kupffer cells: Liver	PanglaoDB
LYZ	Kupffer cells: Liver	PanglaoDB
MPO	Kupffer cells: Liver	PanglaoDB
VSIG4	Kupffer cells: Liver	PanglaoDB
PROK2	Kupffer cells: Liver	PanglaoDB
STARD5	Kupffer cells: Liver	PanglaoDB
MSR1	Kupffer cells: Liver	PanglaoDB
TLR9	Kupffer cells: Liver	PanglaoDB
PPARA	Kupffer cells: Liver	PanglaoDB
TREM1	Kupffer cells: Liver	PanglaoDB
SLC11A1	Kupffer cells: Liver	PanglaoDB
TLR4	Kupffer cells: Liver	PanglaoDB
MMP13	Kupffer cells: Liver	PanglaoDB
CD14	Kupffer cells: Liver	PanglaoDB
VDR	Kupffer cells: Liver	PanglaoDB
CHIT1	Kupffer cells: Liver	PanglaoDB
OSM	Kupffer cells: Liver	PanglaoDB
PPARD	Kupffer cells: Liver	PanglaoDB
CLEC4F	Kupffer cells: Liver	PanglaoDB
ADGRE1	Kupffer cells: Liver	PanglaoDB
IL1B	Kupffer cells: Liver	PanglaoDB
SLC40A1	Kupffer cells: Liver	PanglaoDB
G6PD	Kupffer cells: Liver	PanglaoDB
TIMD4	Kupffer cells: Liver	PanglaoDB
MNDA	Kupffer cells: Liver	PanglaoDB
SLC15A3	Kupffer cells: Liver	PanglaoDB
DNASE1L3	Kupffer cells: Liver	PanglaoDB
MARCO	Kupffer cells: Liver	PanglaoDB
HFE	Kupffer cells: Liver	PanglaoDB
CD38	Kupffer cells: Liver	PanglaoDB
CD163	Kupffer cells: Liver	PanglaoDB
CCR5	Kupffer cells: Liver	PanglaoDB
CLEC1B	Kupffer cells: Liver	PanglaoDB
CLEC4G	Kupffer cells: Liver	PanglaoDB
GPIHBP1	Kupffer cells: Liver	PanglaoDB
FOLR2	Kupffer cells: Liver	PanglaoDB
PLTP	Kupffer cells: Liver	PanglaoDB
FTL	Kupffer cells: Liver	PanglaoDB
IRF7	Kupffer cells: Liver	PanglaoDB
SPIC	Kupffer cells: Liver	PanglaoDB
CSF1R	Kupffer cells: Liver	PanglaoDB
C1QC	Kupffer cells: Liver	PanglaoDB
C1QA	Kupffer cells: Liver	PanglaoDB
C1QB	Kupffer cells: Liver	PanglaoDB
CLEC4E	Kupffer cells: Liver	PanglaoDB
ACHE	Langerhans cells: Skin	PanglaoDB
CD1A	Langerhans cells: Skin	PanglaoDB
FCGR1A	Langerhans cells: Skin	PanglaoDB
HLA-DMA	Langerhans cells: Skin	PanglaoDB
HLA-DMB	Langerhans cells: Skin	PanglaoDB
HLA-DQA1	Langerhans cells: Skin	PanglaoDB
HLA-DQA2	Langerhans cells: Skin	PanglaoDB
HLA-DQB1	Langerhans cells: Skin	PanglaoDB
HLA-DQB2	Langerhans cells: Skin	PanglaoDB
HLA-DQB3	Langerhans cells: Skin	PanglaoDB
HLA-DRA	Langerhans cells: Skin	PanglaoDB
HLA-DRB1	Langerhans cells: Skin	PanglaoDB
HLA-DRB5	Langerhans cells: Skin	PanglaoDB
HLA-DRB6	Langerhans cells: Skin	PanglaoDB
HLA-DRB9	Langerhans cells: Skin	PanglaoDB
CD207	Langerhans cells: Skin	PanglaoDB
EHF	Langerhans cells: Skin	PanglaoDB
PRKCB	Langerhans cells: Skin	PanglaoDB
AHR	Langerhans cells: Skin	PanglaoDB
GPNMB	Langerhans cells: Skin	PanglaoDB
EPCAM	Langerhans cells: Skin	PanglaoDB
CD80	Langerhans cells: Skin	PanglaoDB
PTPRC	Langerhans cells: Skin	PanglaoDB
TLR2	Langerhans cells: Skin	PanglaoDB
TLR4	Langerhans cells: Skin	PanglaoDB
TLR9	Langerhans cells: Skin	PanglaoDB
FCGR2A	Langerhans cells: Skin	PanglaoDB
CCR6	Langerhans cells: Skin	PanglaoDB
CLDN1	Langerhans cells: Skin	PanglaoDB
HSD11B2	Leydig cells: Reproductive	PanglaoDB
MAFB	Leydig cells: Reproductive	PanglaoDB
ALDH1A1	Leydig cells: Reproductive	PanglaoDB
SLC9A8	Leydig cells: Reproductive	PanglaoDB
KISS1	Leydig cells: Reproductive	PanglaoDB
PDE8A	Leydig cells: Reproductive	PanglaoDB
LEP	Leydig cells: Reproductive	PanglaoDB
CXCL10	Leydig cells: Reproductive	PanglaoDB
PTCH1	Leydig cells: Reproductive	PanglaoDB
GATA4	Leydig cells: Reproductive	PanglaoDB
ACSBG1	Leydig cells: Reproductive	PanglaoDB
INHA	Leydig cells: Reproductive	PanglaoDB
HSD3B1	Leydig cells: Reproductive	PanglaoDB
DHCR7	Leydig cells: Reproductive	PanglaoDB
CALB2	Leydig cells: Reproductive	PanglaoDB
CYP17A1	Leydig cells: Reproductive	PanglaoDB
CYP11A1	Leydig cells: Reproductive	PanglaoDB
IGF1	Leydig cells: Reproductive	PanglaoDB
INSL3	Leydig cells: Reproductive	PanglaoDB
NR5A2	Leydig cells: Reproductive	PanglaoDB
LHCGR	Leydig cells: Reproductive	PanglaoDB
MLANA	Leydig cells: Reproductive	PanglaoDB
RLN1	Leydig cells: Reproductive	PanglaoDB
RLN2	Leydig cells: Reproductive	PanglaoDB
RLN3	Leydig cells: Reproductive	PanglaoDB
TAC1	Leydig cells: Reproductive	PanglaoDB
STAR	Leydig cells: Reproductive	PanglaoDB
THBS2	Leydig cells: Reproductive	PanglaoDB
PTGDS	Leydig cells: Reproductive	PanglaoDB
LCN2	Leydig cells: Reproductive	PanglaoDB
HSD17B3	Leydig cells: Reproductive	PanglaoDB
ASS1	Leydig cells: Reproductive	PanglaoDB
PRLR	Leydig cells: Reproductive	PanglaoDB
CYP26B1	Leydig cells: Reproductive	PanglaoDB
IGF2	Leydig cells: Reproductive	PanglaoDB
IGFBP5	Leydig cells: Reproductive	PanglaoDB
CFD	Leydig cells: Reproductive	PanglaoDB
DLK1	Leydig cells: Reproductive	PanglaoDB
IGFBP3	Leydig cells: Reproductive	PanglaoDB
INHBA	Leydig cells: Reproductive	PanglaoDB
VIT	Leydig cells: Reproductive	PanglaoDB
ALDH1A3	Leydig cells: Reproductive	PanglaoDB
NOS1	Leydig cells: Reproductive	PanglaoDB
EDNRA	Leydig cells: Reproductive	PanglaoDB
SMOC2	Leydig cells: Reproductive	PanglaoDB
ADAM21	Leydig cells: Reproductive	PanglaoDB
ESRRG	Leydig cells: Reproductive	PanglaoDB
GPRC6A	Leydig cells: Reproductive	PanglaoDB
GJA1	Leydig cells: Reproductive	PanglaoDB
GAS6	Leydig cells: Reproductive	PanglaoDB
SULT1E1	Leydig cells: Reproductive	PanglaoDB
CYP19A1	Leydig cells: Reproductive	PanglaoDB
PLAUR	Leydig cells: Reproductive	PanglaoDB
FABP9	Leydig cells: Reproductive	PanglaoDB
CLDN16	Loop of Henle cells: Kidney	PanglaoDB
CLDN8	Loop of Henle cells: Kidney	PanglaoDB
UMOD	Loop of Henle cells: Kidney	PanglaoDB
FABP4	Loop of Henle cells: Kidney	PanglaoDB
AQP1	Loop of Henle cells: Kidney	PanglaoDB
CLDN10	Loop of Henle cells: Kidney	PanglaoDB
CLDN19	Loop of Henle cells: Kidney	PanglaoDB
SLC12A1	Loop of Henle cells: Kidney	PanglaoDB
DEFB1	Loop of Henle cells: Kidney	PanglaoDB
CLCNKA	Loop of Henle cells: Kidney	PanglaoDB
TRPM7	Loop of Henle cells: Kidney	PanglaoDB
CDH6	Loop of Henle cells: Kidney	PanglaoDB
LCN2	Loop of Henle cells: Kidney	PanglaoDB
DKK1	Loop of Henle cells: Kidney	PanglaoDB
DACH1	Loop of Henle cells: Kidney	PanglaoDB
SLC12A3	Loop of Henle cells: Kidney	PanglaoDB
SLC11A2	Loop of Henle cells: Kidney	PanglaoDB
ARVCF	Loop of Henle cells: Kidney	PanglaoDB
RGS5	Loop of Henle cells: Kidney	PanglaoDB
COX4I2	Loop of Henle cells: Kidney	PanglaoDB
CYP4B1	Loop of Henle cells: Kidney	PanglaoDB
PARVB	Loop of Henle cells: Kidney	PanglaoDB
SH3RF2	Loop of Henle cells: Kidney	PanglaoDB
HEY2	Loop of Henle cells: Kidney	PanglaoDB
NKAIN4	Loop of Henle cells: Kidney	PanglaoDB
ADAMTS5	Loop of Henle cells: Kidney	PanglaoDB
CXCL1	Loop of Henle cells: Kidney	PanglaoDB
GEM	Loop of Henle cells: Kidney	PanglaoDB
FGA	Loop of Henle cells: Kidney	PanglaoDB
PLA2G7	Loop of Henle cells: Kidney	PanglaoDB
THBS1	Loop of Henle cells: Kidney	PanglaoDB
ENC1	Loop of Henle cells: Kidney	PanglaoDB
SPSB1	Loop of Henle cells: Kidney	PanglaoDB
ARID5A	Loop of Henle cells: Kidney	PanglaoDB
CD40	Loop of Henle cells: Kidney	PanglaoDB
SLC14A2	Loop of Henle cells: Kidney	PanglaoDB
NRGN	Loop of Henle cells: Kidney	PanglaoDB
RNF182	Loop of Henle cells: Kidney	PanglaoDB
PCSK9	Loop of Henle cells: Kidney	PanglaoDB
DRAM1	Loop of Henle cells: Kidney	PanglaoDB
ARC	Loop of Henle cells: Kidney	PanglaoDB
NEK6	Loop of Henle cells: Kidney	PanglaoDB
CDKN1C	Loop of Henle cells: Kidney	PanglaoDB
CALCRL	Loop of Henle cells: Kidney	PanglaoDB
SMARCD3	Loop of Henle cells: Kidney	PanglaoDB
KCNT1	Loop of Henle cells: Kidney	PanglaoDB
PTGS2	Loop of Henle cells: Kidney	PanglaoDB
IRX2	Loop of Henle cells: Kidney	PanglaoDB
PPP1R1B	Loop of Henle cells: Kidney	PanglaoDB
LIPG	Loop of Henle cells: Kidney	PanglaoDB
TNNI1	Loop of Henle cells: Kidney	PanglaoDB
LRRC66	Loop of Henle cells: Kidney	PanglaoDB
IGF1	Loop of Henle cells: Kidney	PanglaoDB
FGFR2	Luminal epithelial cells: Mammary gland	PanglaoDB
FGG	Luminal epithelial cells: Mammary gland	PanglaoDB
KRT18	Luminal epithelial cells: Mammary gland	PanglaoDB
ANKRD30A	Luminal epithelial cells: Mammary gland	PanglaoDB
SLPI	Luminal epithelial cells: Mammary gland	PanglaoDB
PROM1	Luminal epithelial cells: Mammary gland	PanglaoDB
KRT19	Luminal epithelial cells: Mammary gland	PanglaoDB
SYTL2	Luminal epithelial cells: Mammary gland	PanglaoDB
CD74	Luminal epithelial cells: Mammary gland	PanglaoDB
AGR2	Luminal epithelial cells: Mammary gland	PanglaoDB
LTF	Luminal epithelial cells: Mammary gland	PanglaoDB
SAA2	Luminal epithelial cells: Mammary gland	PanglaoDB
KRT23	Luminal epithelial cells: Mammary gland	PanglaoDB
SERPINB4	Luminal epithelial cells: Mammary gland	PanglaoDB
SERPINB3	Luminal epithelial cells: Mammary gland	PanglaoDB
WFDC2	Luminal epithelial cells: Mammary gland	PanglaoDB
LCN2	Luminal epithelial cells: Mammary gland	PanglaoDB
BTG1	Luminal epithelial cells: Mammary gland	PanglaoDB
CLDN4	Luminal epithelial cells: Mammary gland	PanglaoDB
ANXA1	Luminal epithelial cells: Mammary gland	PanglaoDB
HMGA1	Luminal epithelial cells: Mammary gland	PanglaoDB
STC2	Luminal epithelial cells: Mammary gland	PanglaoDB
AREG	Luminal epithelial cells: Mammary gland	PanglaoDB
TNFSF10	Luminal epithelial cells: Mammary gland	PanglaoDB
SERPINA1	Luminal epithelial cells: Mammary gland	PanglaoDB
PIP	Luminal epithelial cells: Mammary gland	PanglaoDB
ATP7B	Luminal epithelial cells: Mammary gland	PanglaoDB
HIF1A	Luminal epithelial cells: Mammary gland	PanglaoDB
FGFR4	Luminal epithelial cells: Mammary gland	PanglaoDB
DDR1	Luminal epithelial cells: Mammary gland	PanglaoDB
CEBPD	Luminal epithelial cells: Mammary gland	PanglaoDB
PGR	Luminal epithelial cells: Mammary gland	PanglaoDB
KRT8	Luminal epithelial cells: Mammary gland	PanglaoDB
UXT	Luminal epithelial cells: Mammary gland	PanglaoDB
PTH1R	Luminal epithelial cells: Mammary gland	PanglaoDB
CD9	Luminal epithelial cells: Mammary gland	PanglaoDB
AR	Luminal epithelial cells: Mammary gland	PanglaoDB
AQP3	Luminal epithelial cells: Mammary gland	PanglaoDB
ATP2C2	Luminal epithelial cells: Mammary gland	PanglaoDB
WNT5A	Luminal epithelial cells: Mammary gland	PanglaoDB
SLC12A2	Luminal epithelial cells: Mammary gland	PanglaoDB
ESR1	Luminal epithelial cells: Mammary gland	PanglaoDB
AQP5	Luminal epithelial cells: Mammary gland	PanglaoDB
RUNX1	Luminal epithelial cells: Mammary gland	PanglaoDB
CDH1	Luminal epithelial cells: Mammary gland	PanglaoDB
MUC1	Luminal epithelial cells: Mammary gland	PanglaoDB
ANPEP	Luminal epithelial cells: Mammary gland	PanglaoDB
KLK3	Luminal epithelial cells: Mammary gland	PanglaoDB
AKT1	Luteal cells: Reproductive	PanglaoDB
LHCGR	Luteal cells: Reproductive	PanglaoDB
HSD3B1	Luteal cells: Reproductive	PanglaoDB
CYP11A1	Luteal cells: Reproductive	PanglaoDB
EPHX2	Luteal cells: Reproductive	PanglaoDB
SFRP4	Luteal cells: Reproductive	PanglaoDB
PLIN5	Luteal cells: Reproductive	PanglaoDB
BHMT	Luteal cells: Reproductive	PanglaoDB
PGAM1	Luteal cells: Reproductive	PanglaoDB
CHKA	Luteal cells: Reproductive	PanglaoDB
ADAMTS1	Luteal cells: Reproductive	PanglaoDB
SLC16A2	Luteal cells: Reproductive	PanglaoDB
PMPCB	Luteal cells: Reproductive	PanglaoDB
SDC1	Luteal cells: Reproductive	PanglaoDB
BCAT1	Luteal cells: Reproductive	PanglaoDB
RORA	Luteal cells: Reproductive	PanglaoDB
AIF1L	Luteal cells: Reproductive	PanglaoDB
DHCR7	Luteal cells: Reproductive	PanglaoDB
EPDR1	Luteal cells: Reproductive	PanglaoDB
AVPI1	Luteal cells: Reproductive	PanglaoDB
GAMT	Luteal cells: Reproductive	PanglaoDB
PRLR	Luteal cells: Reproductive	PanglaoDB
TMEM86A	Luteal cells: Reproductive	PanglaoDB
CITED4	Luteal cells: Reproductive	PanglaoDB
GAPDH	Luteal cells: Reproductive	PanglaoDB
FKBP5	Luteal cells: Reproductive	PanglaoDB
ME1	Luteal cells: Reproductive	PanglaoDB
ITGAL	Macrophages: Immune system	PanglaoDB
ITGAM	Macrophages: Immune system	PanglaoDB
CD14	Macrophages: Immune system	PanglaoDB
FUT4	Macrophages: Immune system	PanglaoDB
FCGR3A	Macrophages: Immune system	PanglaoDB
CD33	Macrophages: Immune system	PanglaoDB
FCGR1A	Macrophages: Immune system	PanglaoDB
CD80	Macrophages: Immune system	PanglaoDB
LILRB4	Macrophages: Immune system	PanglaoDB
CD86	Macrophages: Immune system	PanglaoDB
CD163	Macrophages: Immune system	PanglaoDB
CCR5	Macrophages: Immune system	PanglaoDB
TLR2	Macrophages: Immune system	PanglaoDB
TLR4	Macrophages: Immune system	PanglaoDB
ADGRE1	Macrophages: Immune system	PanglaoDB
GPR34	Macrophages: Immune system	PanglaoDB
TREM2	Macrophages: Immune system	PanglaoDB
FABP4	Macrophages: Immune system	PanglaoDB
S100A8	Macrophages: Immune system	PanglaoDB
CPM	Macrophages: Immune system	PanglaoDB
CHIT1	Macrophages: Immune system	PanglaoDB
F13A1	Macrophages: Immune system	PanglaoDB
CX3CR1	Macrophages: Immune system	PanglaoDB
CXCL16	Macrophages: Immune system	PanglaoDB
TGFBR1	Macrophages: Immune system	PanglaoDB
SLAMF9	Macrophages: Immune system	PanglaoDB
SCIMP	Macrophages: Immune system	PanglaoDB
LILRA5	Macrophages: Immune system	PanglaoDB
CD83	Macrophages: Immune system	PanglaoDB
C3AR1	Macrophages: Immune system	PanglaoDB
STAB1	Macrophages: Immune system	PanglaoDB
MRC1	Macrophages: Immune system	PanglaoDB
PARP14	Macrophages: Immune system	PanglaoDB
FGD2	Macrophages: Immune system	PanglaoDB
RAB7B	Macrophages: Immune system	PanglaoDB
RBPJ	Macrophages: Immune system	PanglaoDB
SLCO2B1	Macrophages: Immune system	PanglaoDB
NAAA	Macrophages: Immune system	PanglaoDB
1-Mar	Macrophages: Immune system	PanglaoDB
EGLN3	Macrophages: Immune system	PanglaoDB
JAML	Macrophages: Immune system	PanglaoDB
FGL2	Macrophages: Immune system	PanglaoDB
GPNMB	Macrophages: Immune system	PanglaoDB
CLEC4D	Macrophages: Immune system	PanglaoDB
ADAM8	Macrophages: Immune system	PanglaoDB
ARL11	Macrophages: Immune system	PanglaoDB
MMP12	Macrophages: Immune system	PanglaoDB
LYVE1	Macrophages: Immune system	PanglaoDB
PLTP	Macrophages: Immune system	PanglaoDB
VSIG4	Macrophages: Immune system	PanglaoDB
MS4A4A	Macrophages: Immune system	PanglaoDB
MS4A6A	Macrophages: Immune system	PanglaoDB
FPR1	Macrophages: Immune system	PanglaoDB
CD180	Macrophages: Immune system	PanglaoDB
GDF15	Macrophages: Immune system	PanglaoDB
RAB20	Macrophages: Immune system	PanglaoDB
HFE	Macrophages: Immune system	PanglaoDB
TNF	Macrophages: Immune system	PanglaoDB
CCR2	Macrophages: Immune system	PanglaoDB
SNX20	Macrophages: Immune system	PanglaoDB
FMNL1	Macrophages: Immune system	PanglaoDB
GPR132	Macrophages: Immune system	PanglaoDB
SLAMF7	Macrophages: Immune system	PanglaoDB
NCEH1	Macrophages: Immune system	PanglaoDB
CCL24	Macrophages: Immune system	PanglaoDB
C5AR1	Macrophages: Immune system	PanglaoDB
CD300A	Macrophages: Immune system	PanglaoDB
CXCL2	Macrophages: Immune system	PanglaoDB
CCL7	Macrophages: Immune system	PanglaoDB
CCL2	Macrophages: Immune system	PanglaoDB
IL1B	Macrophages: Immune system	PanglaoDB
IRF5	Macrophages: Immune system	PanglaoDB
AHR	Macrophages: Immune system	PanglaoDB
MYO1G	Macrophages: Immune system	PanglaoDB
DUSP5	Macrophages: Immune system	PanglaoDB
GPR171	Macrophages: Immune system	PanglaoDB
CCR7	Macrophages: Immune system	PanglaoDB
DNASE1L3	Macrophages: Immune system	PanglaoDB
CXCL1	Macrophages: Immune system	PanglaoDB
SAMSN1	Macrophages: Immune system	PanglaoDB
NR4A3	Macrophages: Immune system	PanglaoDB
CCL22	Macrophages: Immune system	PanglaoDB
S100A4	Macrophages: Immune system	PanglaoDB
MMP9	Macrophages: Immune system	PanglaoDB
HILPDA	Macrophages: Immune system	PanglaoDB
NRP2	Macrophages: Immune system	PanglaoDB
SLC37A2	Macrophages: Immune system	PanglaoDB
CTSK	Macrophages: Immune system	PanglaoDB
CD36	Macrophages: Immune system	PanglaoDB
LPCAT2	Macrophages: Immune system	PanglaoDB
HPGDS	Macrophages: Immune system	PanglaoDB
IFNAR2	Macrophages: Immune system	PanglaoDB
MS4A7	Macrophages: Immune system	PanglaoDB
SLC11A1	Macrophages: Immune system	PanglaoDB
HPGD	Macrophages: Immune system	PanglaoDB
CCL3	Macrophages: Immune system	PanglaoDB
CLEC7A	Macrophages: Immune system	PanglaoDB
CD5L	Macrophages: Immune system	PanglaoDB
CCL5	Macrophages: Immune system	PanglaoDB
CYTH4	Macrophages: Immune system	PanglaoDB
CD3E	Macrophages: Immune system	PanglaoDB
CD19	Macrophages: Immune system	PanglaoDB
CD74	Macrophages: Immune system	PanglaoDB
CSF1R	Macrophages: Immune system	PanglaoDB
LGALS3	Macrophages: Immune system	PanglaoDB
CD68	Macrophages: Immune system	PanglaoDB
UCP2	Macrophages: Immune system	PanglaoDB
TREML4	Macrophages: Immune system	PanglaoDB
FGR	Macrophages: Immune system	PanglaoDB
CYBB	Macrophages: Immune system	PanglaoDB
CD200	Macrophages: Immune system	PanglaoDB
CD200R1	Macrophages: Immune system	PanglaoDB
GATA6	Macrophages: Immune system	PanglaoDB
ITGAX	Macrophages: Immune system	PanglaoDB
PPARG	Macrophages: Immune system	PanglaoDB
TYROBP	Macrophages: Immune system	PanglaoDB
RGS1	Macrophages: Immune system	PanglaoDB
DAB2	Macrophages: Immune system	PanglaoDB
P2RY6	Macrophages: Immune system	PanglaoDB
MAF	Macrophages: Immune system	PanglaoDB
AIF1	Macrophages: Immune system	PanglaoDB
CLEC10A	Macrophages: Immune system	PanglaoDB
ADGRE5	Macrophages: Immune system	PanglaoDB
SLC15A3	Macrophages: Immune system	PanglaoDB
CYP27A1	Macrophages: Immune system	PanglaoDB
SLC7A7	Macrophages: Immune system	PanglaoDB
RUNX3	Macrophages: Immune system	PanglaoDB
SYK	Macrophages: Immune system	PanglaoDB
CSN2	Mammary epithelial cells: Mammary gland	PanglaoDB
BTN1A1	Mammary epithelial cells: Mammary gland	PanglaoDB
BTN2A2	Mammary epithelial cells: Mammary gland	PanglaoDB
BTN3A1	Mammary epithelial cells: Mammary gland	PanglaoDB
MMP14	Mammary epithelial cells: Mammary gland	PanglaoDB
TOX3	Mammary epithelial cells: Mammary gland	PanglaoDB
CDH1	Mammary epithelial cells: Mammary gland	PanglaoDB
FFAR1	Mammary epithelial cells: Mammary gland	PanglaoDB
PYGO2	Mammary epithelial cells: Mammary gland	PanglaoDB
SERPINB5	Mammary epithelial cells: Mammary gland	PanglaoDB
RUNX2	Mammary epithelial cells: Mammary gland	PanglaoDB
CITED1	Mammary epithelial cells: Mammary gland	PanglaoDB
IRF6	Mammary epithelial cells: Mammary gland	PanglaoDB
SULT1E1	Mammary epithelial cells: Mammary gland	PanglaoDB
KRT14	Mammary epithelial cells: Mammary gland	PanglaoDB
KDM3A	Mammary epithelial cells: Mammary gland	PanglaoDB
SLC30A2	Mammary epithelial cells: Mammary gland	PanglaoDB
PADI2	Mammary epithelial cells: Mammary gland	PanglaoDB
CLDN1	Mammary epithelial cells: Mammary gland	PanglaoDB
ABCG2	Mammary epithelial cells: Mammary gland	PanglaoDB
PIP	Mammary epithelial cells: Mammary gland	PanglaoDB
KRT5	Mammary epithelial cells: Mammary gland	PanglaoDB
PRLR	Mammary epithelial cells: Mammary gland	PanglaoDB
CLDN4	Mammary epithelial cells: Mammary gland	PanglaoDB
CSN3	Mammary epithelial cells: Mammary gland	PanglaoDB
CSN1S1	Mammary epithelial cells: Mammary gland	PanglaoDB
RARRES1	Mammary epithelial cells: Mammary gland	PanglaoDB
KRT17	Mammary epithelial cells: Mammary gland	PanglaoDB
NNMT	Mammary epithelial cells: Mammary gland	PanglaoDB
ALDH1A3	Mammary epithelial cells: Mammary gland	PanglaoDB
SGMS2	Mammary epithelial cells: Mammary gland	PanglaoDB
PIEZO1	Mammary epithelial cells: Mammary gland	PanglaoDB
ANO1	Mammary epithelial cells: Mammary gland	PanglaoDB
WNT5B	Mammary epithelial cells: Mammary gland	PanglaoDB
NEDD9	Mammary epithelial cells: Mammary gland	PanglaoDB
FOXP4	Mammary epithelial cells: Mammary gland	PanglaoDB
LSR	Mammary epithelial cells: Mammary gland	PanglaoDB
LIF	Mammary epithelial cells: Mammary gland	PanglaoDB
KRT19	Mammary epithelial cells: Mammary gland	PanglaoDB
KRT7	Mammary epithelial cells: Mammary gland	PanglaoDB
STAT3	Mammary epithelial cells: Mammary gland	PanglaoDB
KRT8	Mammary epithelial cells: Mammary gland	PanglaoDB
KRT18	Mammary epithelial cells: Mammary gland	PanglaoDB
KIT	Mast cells: Immune system	PanglaoDB
ENPP3	Mast cells: Immune system	PanglaoDB
IL2RA	Mast cells: Immune system	PanglaoDB
