KO	Pathway
K07534	mmu01100
K07535	mmu01100
K07536	mmu01100
K07537	mmu01100
K07538	mmu01100
K07539	mmu01100
K07540	mmu01100
K07541	mmu01100
K07542	mmu01100
K07543	mmu01100
K07544	mmu01100
K07545	mmu01100
K07546	mmu01100
K07547	mmu01100
K07548	mmu01100
K07549	mmu01100
K07550	mmu01100
K07553	mmu01100
K07632	mmu01100
K07633	mmu01100
K07634	mmu01100
K07635	mmu01100
K07732	mmu01100
K07748	mmu01100
K07749	mmu01100
K07750	mmu01100
K07751	mmu01100
K07758	mmu01100
K07806	mmu01100
K07811	mmu01100
K07812	mmu01100
K07816	mmu01100
K07819	mmu01100
K07820	mmu01100
K07821	mmu01100
K07824	mmu01100
K07964	mmu01100
K07965	mmu01100
K07966	mmu01100
K07967	mmu01100
K07968	mmu01100
K07969	mmu01100
K07970	mmu01100
K07971	mmu01100
K08021	mmu01100
K08022	mmu01100
K08041	mmu01100
K08042	mmu01100
K08043	mmu01100
K08044	mmu01100
K08045	mmu01100
K08046	mmu01100
K08047	mmu01100
K08048	mmu01100
K08049	mmu01100
K08068	mmu01100
K08069	mmu01100
K08074	mmu01100
K08080	mmu01100
K08081	mmu01100
K08092	mmu01100
K08093	mmu01100
K08094	mmu01100
K08096	mmu01100
K08097	mmu01100
K08098	mmu01100
K08099	mmu01100
K08232	mmu01100
K08233	mmu01100
K08242	mmu01100
K08243	mmu01100
K08246	mmu01100
K08247	mmu01100
K08248	mmu01100
K08249	mmu01100
K08256	mmu01100
K08260	mmu01100
K08261	mmu01100
K08264	mmu01100
K08265	mmu01100
K08281	mmu01100
K08289	mmu01100
K08302	mmu01100
K08310	mmu01100
K08312	mmu01100
K08318	mmu01100
K08320	mmu01100
K08322	mmu01100
K08323	mmu01100
K08324	mmu01100
K08325	mmu01100
K08351	mmu01100
K08352	mmu01100
K08353	mmu01100
K08354	mmu01100
K08357	mmu01100
K08358	mmu01100
K08359	mmu01100
K08384	mmu01100
K08590	mmu01100
K08591	mmu01100
K08660	mmu01100
K08678	mmu01100
K08679	mmu01100
K08680	mmu01100
K08681	mmu01100
K08682	mmu01100
K08683	mmu01100
K08685	mmu01100
K08687	mmu01100
K08688	mmu01100
K08689	mmu01100
K08690	mmu01100
K08691	mmu01100
K08692	mmu01100
K08693	mmu01100
K08695	mmu01100
K08710	mmu01100
K08718	mmu01100
K08722	mmu01100
K08723	mmu01100
K08724	mmu01100
K08726	mmu01100
K08729	mmu01100
K08730	mmu01100
K08738	mmu01100
K08743	mmu01100
K08744	mmu01100
K08748	mmu01100
K08764	mmu01100
K08901	mmu01100
K08902	mmu01100
K08903	mmu01100
K08904	mmu01100
K08905	mmu01100
K08906	mmu01100
K08907	mmu01100
K08908	mmu01100
K08909	mmu01100
K08910	mmu01100
K08911	mmu01100
K08912	mmu01100
K08913	mmu01100
K08914	mmu01100
K08915	mmu01100
K08916	mmu01100
K08917	mmu01100
K08963	mmu01100
K08964	mmu01100
K08965	mmu01100
K08966	mmu01100
K08967	mmu01100
K08968	mmu01100
K08969	mmu01100
K08973	mmu01100
K08977	mmu01100
K09001	mmu01100
K09007	mmu01100
K09011	mmu01100
K09018	mmu01100
K09019	mmu01100
K09020	mmu01100
K09021	mmu01100
K09023	mmu01100
K09024	mmu01100
K09065	mmu01100
K09128	mmu01100
K09186	mmu01100
K09187	mmu01100
K09188	mmu01100
K09189	mmu01100
K09251	mmu01100
K09457	mmu01100
K09458	mmu01100
K09459	mmu01100
K09460	mmu01100
K09470	mmu01100
K09471	mmu01100
K09472	mmu01100
K09473	mmu01100
K09474	mmu01100
K09478	mmu01100
K09479	mmu01100
K09480	mmu01100
K09482	mmu01100
K09483	mmu01100
K09484	mmu01100
K09587	mmu01100
K09588	mmu01100
K09589	mmu01100
K09590	mmu01100
K09591	mmu01100
K09653	mmu01100
K09654	mmu01100
K09655	mmu01100
K09656	mmu01100
K09657	mmu01100
K09658	mmu01100
K09659	mmu01100
K09661	mmu01100
K09662	mmu01100
K09663	mmu01100
K09666	mmu01100
K09668	mmu01100
K09672	mmu01100
K09673	mmu01100
K09674	mmu01100
K09680	mmu01100
K09698	mmu01100
K09699	mmu01100
K09709	mmu01100
K09711	mmu01100
K09722	mmu01100
K09733	mmu01100
K09735	mmu01100
K09739	mmu01100
K09753	mmu01100
K09754	mmu01100
K09755	mmu01100
K09758	mmu01100
K09769	mmu01100
K09778	mmu01100
K09788	mmu01100
K09789	mmu01100
K09827	mmu01100
K09828	mmu01100
K09829	mmu01100
K09831	mmu01100
K09832	mmu01100
K09833	mmu01100
K09834	mmu01100
K09835	mmu01100
K09837	mmu01100
K09838	mmu01100
K09839	mmu01100
K09840	mmu01100
K09841	mmu01100
K09842	mmu01100
K09844	mmu01100
K09845	mmu01100
K09846	mmu01100
K09847	mmu01100
K09880	mmu01100
K09881	mmu01100
K09882	mmu01100
K09883	mmu01100
K09887	mmu01100
K09903	mmu01100
K09905	mmu01100
K09913	mmu01100
K09949	mmu01100
K09953	mmu01100
K10011	mmu01100
K10012	mmu01100
K10026	mmu01100
K10027	mmu01100
K10046	mmu01100
K10047	mmu01100
K10105	mmu01100
K10106	mmu01100
K10150	mmu01100
K10157	mmu01100
K10158	mmu01100
K10187	mmu01100
K10203	mmu01100
K10205	mmu01100
K10206	mmu01100
K10207	mmu01100
K10213	mmu01100
K10214	mmu01100
K10216	mmu01100
K10217	mmu01100
K10218	mmu01100
K10219	mmu01100
K10220	mmu01100
K10221	mmu01100
K10222	mmu01100
K10224	mmu01100
K10226	mmu01100
K10244	mmu01100
K10245	mmu01100
K10246	mmu01100
K10247	mmu01100
K10248	mmu01100
K10249	mmu01100
K10250	mmu01100
K10251	mmu01100
K10256	mmu01100
K10258	mmu01100
K10353	mmu01100
K10437	mmu01100
K10524	mmu01100
K10525	mmu01100
K10526	mmu01100
K10527	mmu01100
K10532	mmu01100
K10534	mmu01100
K10535	mmu01100
K10536	mmu01100
K10566	mmu01100
K10572	mmu01100
K10616	mmu01100
K10617	mmu01100
K10618	mmu01100
K10619	mmu01100
K10620	mmu01100
K10621	mmu01100
K10622	mmu01100
K10623	mmu01100
K10674	mmu01100
K10675	mmu01100
K10676	mmu01100
K10700	mmu01100
K10702	mmu01100
K10703	mmu01100
K10705	mmu01100
K10712	mmu01100
K10713	mmu01100
K10714	mmu01100
K10717	mmu01100
K10757	mmu01100
K10760	mmu01100
K10764	mmu01100
K10774	mmu01100
K10775	mmu01100
K10780	mmu01100
K10781	mmu01100
K10782	mmu01100
K10793	mmu01100
K10794	mmu01100
K10797	mmu01100
K10807	mmu01100
K10808	mmu01100
K10810	mmu01100
K10811	mmu01100
K10814	mmu01100
K10815	mmu01100
K10816	mmu01100
K10817	mmu01100
K10852	mmu01100
K10944	mmu01100
K10945	mmu01100
K10946	mmu01100
K10960	mmu01100
K10977	mmu01100
K10978	mmu01100
K10984	mmu01100
K10985	mmu01100
K10986	mmu01100
K11001	mmu01100
K11002	mmu01100
K11029	mmu01100
K11067	mmu01100
K11121	mmu01100
K11140	mmu01100
K11142	mmu01100
K11146	mmu01100
K11147	mmu01100
K11148	mmu01100
K11149	mmu01100
K11150	mmu01100
K11151	mmu01100
K11152	mmu01100
K11153	mmu01100
K11154	mmu01100
K11155	mmu01100
K11156	mmu01100
K11157	mmu01100
K11158	mmu01100
K11160	mmu01100
K11161	mmu01100
K11170	mmu01100
K11175	mmu01100
K11176	mmu01100
K11177	mmu01100
K11178	mmu01100
K11180	mmu01100
K11181	mmu01100
K11182	mmu01100
K11185	mmu01100
K11186	mmu01100
K11188	mmu01100
K11204	mmu01100
K11205	mmu01100
K11207	mmu01100
K11212	mmu01100
K11214	mmu01100
K11258	mmu01100
K11260	mmu01100
K11261	mmu01100
K11262	mmu01100
K11263	mmu01100
K11264	mmu01100
K11265	mmu01100
K11311	mmu01100
K11351	mmu01100
K11352	mmu01100
K11353	mmu01100
K11358	mmu01100
K11381	mmu01100
K11389	mmu01100
K11394	mmu01100
K11395	mmu01100
K11410	mmu01100
K11411	mmu01100
K11412	mmu01100
K11413	mmu01100
K11414	mmu01100
K11415	mmu01100
K11416	mmu01100
K11417	mmu01100
K11419	mmu01100
K11420	mmu01100
K11421	mmu01100
K11422	mmu01100
K11423	mmu01100
K11424	mmu01100
K11425	mmu01100
K11426	mmu01100
K11427	mmu01100
K11428	mmu01100
K11429	mmu01100
K11430	mmu01100
K11431	mmu01100
K11432	mmu01100
K11433	mmu01100
K11440	mmu01100
K11441	mmu01100
K11472	mmu01100
K11473	mmu01100
K11517	mmu01100
K11528	mmu01100
K11529	mmu01100
K11532	mmu01100
K11533	mmu01100
K11538	mmu01100
K11539	mmu01100
K11540	mmu01100
K11541	mmu01100
K11608	mmu01100
K11609	mmu01100
K11610	mmu01100
K11611	mmu01100
K11645	mmu01100
K11646	mmu01100
K11693	mmu01100
K11694	mmu01100
K11695	mmu01100
K11703	mmu01100
K11717	mmu01100
K11751	mmu01100
K11752	mmu01100
K11753	mmu01100
K11754	mmu01100
K11755	mmu01100
K11779	mmu01100
K11780	mmu01100
K11781	mmu01100
K11782	mmu01100
K11783	mmu01100
K11784	mmu01100
K11785	mmu01100
K11787	mmu01100
K11788	mmu01100
K11808	mmu01100
K11809	mmu01100
K11812	mmu01100
K11813	mmu01100
K11816	mmu01100
K11817	mmu01100
K11818	mmu01100
K11819	mmu01100
K11820	mmu01100
K11821	mmu01100
K11868	mmu01100
K11943	mmu01100
K11944	mmu01100
K11945	mmu01100
K11946	mmu01100
K11947	mmu01100
K11987	mmu01100
K11992	mmu01100
K12047	mmu01100
K12073	mmu01100
K12111	mmu01100
K12112	mmu01100
K12153	mmu01100
K12234	mmu01100
K12235	mmu01100
K12250	mmu01100
K12251	mmu01100
K12252	mmu01100
K12253	mmu01100
K12254	mmu01100
K12255	mmu01100
K12256	mmu01100
K12259	mmu01100
K12298	mmu01100
K12304	mmu01100
K12305	mmu01100
K12309	mmu01100
K12316	mmu01100
K12317	mmu01100
K12318	mmu01100
K12319	mmu01100
K12320	mmu01100
K12321	mmu01100
K12322	mmu01100
K12323	mmu01100
K12324	mmu01100
K12339	mmu01100
K12343	mmu01100
K12344	mmu01100
K12345	mmu01100
K12348	mmu01100
K12349	mmu01100
K12350	mmu01100
K12351	mmu01100
K12352	mmu01100
K12353	mmu01100
K12354	mmu01100
K12357	mmu01100
K12373	mmu01100
K12405	mmu01100
K12406	mmu01100
K12407	mmu01100
K12408	mmu01100
K12409	mmu01100
K12410	mmu01100
K12420	mmu01100
K12428	mmu01100
K12437	mmu01100
K12446	mmu01100
K12447	mmu01100
K12448	mmu01100
K12449	mmu01100
K12450	mmu01100
K12451	mmu01100
K12452	mmu01100
K12453	mmu01100
K12454	mmu01100
K12455	mmu01100
K12501	mmu01100
K12502	mmu01100
K12506	mmu01100
K12524	mmu01100
K12525	mmu01100
K12526	mmu01100
K12551	mmu01100
K12552	mmu01100
K12553	mmu01100
K12554	mmu01100
K12555	mmu01100
K12556	mmu01100
K12570	mmu01100
K12628	mmu01100
K12629	mmu01100
K12630	mmu01100
K12631	mmu01100
K12632	mmu01100
K12633	mmu01100
K12634	mmu01100
K12635	mmu01100
K12636	mmu01100
K12637	mmu01100
K12638	mmu01100
K12639	mmu01100
K12640	mmu01100
K12657	mmu01100
K12658	mmu01100
K12659	mmu01100
K12660	mmu01100
K12661	mmu01100
K12664	mmu01100
K12665	mmu01100
K12666	mmu01100
K12667	mmu01100
K12668	mmu01100
K12669	mmu01100
K12670	mmu01100
K12673	mmu01100
K12674	mmu01100
K12675	mmu01100
K12676	mmu01100
K12677	mmu01100
K12691	mmu01100
K12692	mmu01100
K12693	mmu01100
K12694	mmu01100
K12696	mmu01100
K12697	mmu01100
K12698	mmu01100
K12700	mmu01100
K12701	mmu01100
K12702	mmu01100
K12703	mmu01100
K12704	mmu01100
K12705	mmu01100
K12709	mmu01100
K12710	mmu01100
K12711	mmu01100
K12712	mmu01100
K12713	mmu01100
K12729	mmu01100
K12730	mmu01100
K12731	mmu01100
K12732	mmu01100
K12743	mmu01100
K12744	mmu01100
K12745	mmu01100
K12747	mmu01100
K12901	mmu01100
K12902	mmu01100
K12903	mmu01100
K12904	mmu01100
K12917	mmu01100
K12918	mmu01100
K12919	mmu01100
K12921	mmu01100
K12923	mmu01100
K12926	mmu01100
K12927	mmu01100
K12929	mmu01100
K12930	mmu01100
K12957	mmu01100
K12960	mmu01100
K12972	mmu01100
K12977	mmu01100
K13010	mmu01100
K13014	mmu01100
K13015	mmu01100
K13016	mmu01100
K13017	mmu01100
K13018	mmu01100
K13019	mmu01100
K13020	mmu01100
K13027	mmu01100
K13029	mmu01100
K13030	mmu01100
K13031	mmu01100
K13032	mmu01100
K13033	mmu01100
K13034	mmu01100
K13035	mmu01100
K13037	mmu01100
K13038	mmu01100
K13039	mmu01100
K13042	mmu01100
K13051	mmu01100
K13057	mmu01100
K13060	mmu01100
K13061	mmu01100
K13062	mmu01100
K13063	mmu01100
K13064	mmu01100
K13065	mmu01100
K13066	mmu01100
K13077	mmu01100
K13080	mmu01100
K13082	mmu01100
K13222	mmu01100
K13223	mmu01100
K13224	mmu01100
K13225	mmu01100
K13226	mmu01100
K13227	mmu01100
K13229	mmu01100
K13230	mmu01100
K13240	mmu01100
K13241	mmu01100
K13242	mmu01100
K13247	mmu01100
K13248	mmu01100
K13257	mmu01100
K13258	mmu01100
K13259	mmu01100
K13260	mmu01100
K13263	mmu01100
K13265	mmu01100
K13273	mmu01100
K13290	mmu01100
K13293	mmu01100
K13294	mmu01100
K13296	mmu01100
K13298	mmu01100
K13299	mmu01100
K13306	mmu01100
K13307	mmu01100
K13308	mmu01100
K13309	mmu01100
K13310	mmu01100
K13311	mmu01100
K13312	mmu01100
K13313	mmu01100
K13315	mmu01100
K13316	mmu01100
K13317	mmu01100
K13318	mmu01100
K13319	mmu01100
K13320	mmu01100
K13322	mmu01100
K13326	mmu01100
K13327	mmu01100
K13328	mmu01100
K13329	mmu01100
K13330	mmu01100
K13332	mmu01100
K13366	mmu01100
K13367	mmu01100
K13368	mmu01100
K13369	mmu01100
K13370	mmu01100
K13371	mmu01100
K13372	mmu01100
K13373	mmu01100
K13378	mmu01100
K13379	mmu01100
K13380	mmu01100
K13381	mmu01100
K13382	mmu01100
K13383	mmu01100
K13384	mmu01100
K13385	mmu01100
K13386	mmu01100
K13391	mmu01100
K13392	mmu01100
K13393	mmu01100
K13394	mmu01100
K13395	mmu01100
K13396	mmu01100
K13397	mmu01100
K13400	mmu01100
K13401	mmu01100
K13402	mmu01100
K13403	mmu01100
K13421	mmu01100
K13427	mmu01100
K13479	mmu01100
K13480	mmu01100
K13481	mmu01100
K13482	mmu01100
K13483	mmu01100
K13484	mmu01100
K13485	mmu01100
K13497	mmu01100
K13498	mmu01100
K13499	mmu01100
K13500	mmu01100
K13501	mmu01100
K13503	mmu01100
K13506	mmu01100
K13507	mmu01100
K13508	mmu01100
K13509	mmu01100
K13510	mmu01100
K13512	mmu01100
K13513	mmu01100
K13517	mmu01100
K13519	mmu01100
K13522	mmu01100
K13523	mmu01100
K13524	mmu01100
K13534	mmu01100
K13540	mmu01100
K13541	mmu01100
K13542	mmu01100
K13543	mmu01100
K13566	mmu01100
K13574	mmu01100
K13600	mmu01100
K13606	mmu01100
K13609	mmu01100
K13644	mmu01100
K13645	mmu01100
K13646	mmu01100
K13647	mmu01100
K13648	mmu01100
K13668	mmu01100
K13669	mmu01100
K13677	mmu01100
K13679	mmu01100
K13686	mmu01100
K13687	mmu01100
K13711	mmu01100
K13712	mmu01100
K13713	mmu01100
K13745	mmu01100
K13746	mmu01100
K13747	mmu01100
K13748	mmu01100
K13755	mmu01100
K13756	mmu01100
K13757	mmu01100
K13758	mmu01100
K13759	mmu01100
K13760	mmu01100
K13761	mmu01100
K13762	mmu01100
K13763	mmu01100
K13766	mmu01100
K13767	mmu01100
K13786	mmu01100
K13787	mmu01100
K13788	mmu01100
K13789	mmu01100
K13799	mmu01100
K13800	mmu01100
K13809	mmu01100
K13810	mmu01100
K13811	mmu01100
K13812	mmu01100
K13818	mmu01100
K13821	mmu01100
K13829	mmu01100
K13830	mmu01100
K13831	mmu01100
K13832	mmu01100
K13853	mmu01100
K13873	mmu01100
K13874	mmu01100
K13875	mmu01100
K13876	mmu01100
K13877	mmu01100
K13919	mmu01100
K13920	mmu01100
K13921	mmu01100
K13922	mmu01100
K13923	mmu01100
K13937	mmu01100
K13938	mmu01100
K13939	mmu01100
K13940	mmu01100
K13941	mmu01100
K13942	mmu01100
K13951	mmu01100
K13952	mmu01100
K13953	mmu01100
K13954	mmu01100
K13967	mmu01100
K13979	mmu01100
K13980	mmu01100
K13987	mmu01100
K13988	mmu01100
K13990	mmu01100
K13995	mmu01100
K13997	mmu01100
K13998	mmu01100
K14028	mmu01100
K14029	mmu01100
K14039	mmu01100
K14040	mmu01100
K14041	mmu01100
K14042	mmu01100
K14048	mmu01100
K14066	mmu01100
K14067	mmu01100
K14073	mmu01100
K14074	mmu01100
K14075	mmu01100
K14076	mmu01100
K14080	mmu01100
K14081	mmu01100
K14082	mmu01100
K14083	mmu01100
K14084	mmu01100
K14085	mmu01100
K14126	mmu01100
K14127	mmu01100
K14128	mmu01100
K14130	mmu01100
K14132	mmu01100
K14134	mmu01100
K14135	mmu01100
K14138	mmu01100
K14152	mmu01100
K14153	mmu01100
K14154	mmu01100
K14155	mmu01100
K14156	mmu01100
K14157	mmu01100
K14163	mmu01100
K14170	mmu01100
K14172	mmu01100
K14175	mmu01100
K14177	mmu01100
K14180	mmu01100
K14183	mmu01100
K14184	mmu01100
K14185	mmu01100
K14186	mmu01100
K14187	mmu01100
K14188	mmu01100
K14190	mmu01100
K14245	mmu01100
K14246	mmu01100
K14249	mmu01100
K14250	mmu01100
K14251	mmu01100
K14252	mmu01100
K14253	mmu01100
K14254	mmu01100
K14255	mmu01100
K14256	mmu01100
K14257	mmu01100
K14259	mmu01100
K14260	mmu01100
K14263	mmu01100
K14264	mmu01100
K14265	mmu01100
K14266	mmu01100
K14267	mmu01100
K14268	mmu01100
K14271	mmu01100
K14272	mmu01100
K14273	mmu01100
K14274	mmu01100
K14275	mmu01100
K14286	mmu01100
K14329	mmu01100
K14332	mmu01100
K14335	mmu01100
K14340	mmu01100
K14366	mmu01100
K14367	mmu01100
K14368	mmu01100
K14369	mmu01100
K14370	mmu01100
K14371	mmu01100
K14372	mmu01100
K14373	mmu01100
K14374	mmu01100
K14375	mmu01100
K14379	mmu01100
K14394	mmu01100
K14410	mmu01100
K14412	mmu01100
K14413	mmu01100
K14419	mmu01100
K14420	mmu01100
K14421	mmu01100
K14423	mmu01100
K14424	mmu01100
K14434	mmu01100
K14446	mmu01100
K14447	mmu01100
K14448	mmu01100
K14449	mmu01100
K14451	mmu01100
K14452	mmu01100
K14454	mmu01100
K14455	mmu01100
K14456	mmu01100
K14457	mmu01100
K14458	mmu01100
K14459	mmu01100
K14464	mmu01100
K14465	mmu01100
K14466	mmu01100
K14467	mmu01100
K14468	mmu01100
K14469	mmu01100
K14470	mmu01100
K14471	mmu01100
K14472	mmu01100
K14481	mmu01100
K14482	mmu01100
K14519	mmu01100
K14520	mmu01100
K14534	mmu01100
K14541	mmu01100
K14577	mmu01100
K14578	mmu01100
K14579	mmu01100
K14580	mmu01100
K14581	mmu01100
K14582	mmu01100
K14583	mmu01100
K14584	mmu01100
K14585	mmu01100
K14592	mmu01100
K14594	mmu01100
K14595	mmu01100
K14599	mmu01100
K14600	mmu01100
K14601	mmu01100
K14602	mmu01100
K14603	mmu01100
K14604	mmu01100
K14605	mmu01100
K14606	mmu01100
K14621	mmu01100
K14626	mmu01100
K14627	mmu01100
K14628	mmu01100
K14629	mmu01100
K14630	mmu01100
K14631	mmu01100
K14632	mmu01100
K14634	mmu01100
K14641	mmu01100
K14642	mmu01100
K14652	mmu01100
K14653	mmu01100
K14654	mmu01100
K14655	mmu01100
K14656	mmu01100
K14674	mmu01100
K14675	mmu01100
K14677	mmu01100
K14681	mmu01100
K14682	mmu01100
K14727	mmu01100
K14729	mmu01100
K14748	mmu01100
K14749	mmu01100
K14750	mmu01100
K14751	mmu01100
K14755	mmu01100
K14756	mmu01100
K14759	mmu01100
K14760	mmu01100
K14940	mmu01100
K14941	mmu01100
K14959	mmu01100
K14974	mmu01100
K14975	mmu01100
K14976	mmu01100
K14977	mmu01100
K14984	mmu01100
K15013	mmu01100
K15016	mmu01100
K15017	mmu01100
K15018	mmu01100
K15019	mmu01100
K15020	mmu01100
K15022	mmu01100
K15023	mmu01100
K15024	mmu01100
K15036	mmu01100
K15037	mmu01100
K15038	mmu01100
K15039	mmu01100
K15052	mmu01100
K15067	mmu01100
K15088	mmu01100
K15096	mmu01100
K15098	mmu01100
K15099	mmu01100
K15226	mmu01100
K15227	mmu01100
K15228	mmu01100
K15229	mmu01100
K15230	mmu01100
K15231	mmu01100
K15232	mmu01100
K15233	mmu01100
K15234	mmu01100
K15236	mmu01100
K15237	mmu01100
K15238	mmu01100
K15239	mmu01100
K15241	mmu01100
K15242	mmu01100
K15243	mmu01100
K15244	mmu01100
K15245	mmu01100
K15246	mmu01100
K15253	mmu01100
K15314	mmu01100
K15316	mmu01100
K15320	mmu01100
K15357	mmu01100
K15359	mmu01100
K15371	mmu01100
K15372	mmu01100
K15373	mmu01100
K15376	mmu01100
K15397	mmu01100
K15398	mmu01100
K15408	mmu01100
K15422	mmu01100
K15428	mmu01100
K15518	mmu01100
K15519	mmu01100
K15588	mmu01100
K15631	mmu01100
K15633	mmu01100
K15634	mmu01100
K15635	mmu01100
K15652	mmu01100
K15669	mmu01100
K15680	mmu01100
K15717	mmu01100
K15728	mmu01100
K15729	mmu01100
K15730	mmu01100
K15734	mmu01100
K15736	mmu01100
K15737	mmu01100
K15744	mmu01100
K15745	mmu01100
K15746	mmu01100
K15747	mmu01100
K15749	mmu01100
K15750	mmu01100
K15751	mmu01100
K15752	mmu01100
K15753	mmu01100
K15754	mmu01100
K15755	mmu01100
K15756	mmu01100
K15757	mmu01100
K15758	mmu01100
K15759	mmu01100
K15760	mmu01100
K15761	mmu01100
K15762	mmu01100
K15763	mmu01100
K15764	mmu01100
K15765	mmu01100
K15766	mmu01100
K15767	mmu01100
K15774	mmu01100
K15775	mmu01100
K15776	mmu01100
K15777	mmu01100
K15778	mmu01100
K15779	mmu01100
K15780	mmu01100
K15783	mmu01100
K15784	mmu01100
K15785	mmu01100
K15786	mmu01100
K15789	mmu01100
K15791	mmu01100
K15792	mmu01100
K15813	mmu01100
K15849	mmu01100
K15855	mmu01100
K15856	mmu01100
K15857	mmu01100
K15858	mmu01100
K15860	mmu01100
K15862	mmu01100
K15863	mmu01100
K15864	mmu01100
K15866	mmu01100
K15876	mmu01100
K15877	mmu01100
K15884	mmu01100
K15885	mmu01100
K15886	mmu01100
K15889	mmu01100
K15893	mmu01100
K15894	mmu01100
K15895	mmu01100
K15896	mmu01100
K15897	mmu01100
K15898	mmu01100
K15899	mmu01100
K15907	mmu01100
K15909	mmu01100
K15910	mmu01100
K15912	mmu01100
K15913	mmu01100
K15916	mmu01100
K15918	mmu01100
K15919	mmu01100
K15920	mmu01100
K15921	mmu01100
K15941	mmu01100
K15942	mmu01100
K15943	mmu01100
K15944	mmu01100
K15959	mmu01100
K15960	mmu01100
K15961	mmu01100
K15962	mmu01100
K15963	mmu01100
K15964	mmu01100
K15965	mmu01100
K15966	mmu01100
K15967	mmu01100
K15968	mmu01100
K15969	mmu01100
K15970	mmu01100
K15971	mmu01100
K15972	mmu01100
K15982	mmu01100
K15983	mmu01100
K15988	mmu01100
K15989	mmu01100
K15990	mmu01100
K15991	mmu01100
K15992	mmu01100
K15993	mmu01100
K15994	mmu01100
K15995	mmu01100
K15996	mmu01100
K15997	mmu01100
K16000	mmu01100
K16001	mmu01100
K16002	mmu01100
K16003	mmu01100
K16004	mmu01100
K16005	mmu01100
K16006	mmu01100
K16007	mmu01100
K16008	mmu01100
K16009	mmu01100
K16010	mmu01100
K16011	mmu01100
K16043	mmu01100
K16044	mmu01100
K16047	mmu01100
K16048	mmu01100
K16049	mmu01100
K16050	mmu01100
K16054	mmu01100
K16055	mmu01100
K16066	mmu01100
K16146	mmu01100
K16147	mmu01100
K16148	mmu01100
K16149	mmu01100
K16150	mmu01100
K16153	mmu01100
K16157	mmu01100
K16158	mmu01100
K16159	mmu01100
K16160	mmu01100
K16161	mmu01100
K16162	mmu01100
K16163	mmu01100
K16164	mmu01100
K16165	mmu01100
K16171	mmu01100
K16173	mmu01100
K16176	mmu01100
K16177	mmu01100
K16178	mmu01100
K16179	mmu01100
K16180	mmu01100
K16181	mmu01100
K16182	mmu01100
K16190	mmu01100
K16242	mmu01100
K16243	mmu01100
K16244	mmu01100
K16245	mmu01100
K16246	mmu01100
K16249	mmu01100
K16254	mmu01100
K16255	mmu01100
K16256	mmu01100
K16257	mmu01100
K16258	mmu01100
K16259	mmu01100
K16260	mmu01100
K16265	mmu01100
K16266	mmu01100
K16268	mmu01100
K16269	mmu01100
K16303	mmu01100
K16304	mmu01100
K16305	mmu01100
K16306	mmu01100
K16319	mmu01100
K16320	mmu01100
K16328	mmu01100
K16329	mmu01100
K16330	mmu01100
K16339	mmu01100
K16342	mmu01100
K16343	mmu01100
K16363	mmu01100
K16368	mmu01100
K16369	mmu01100
K16370	mmu01100
K16371	mmu01100
K16421	mmu01100
K16422	mmu01100
K16423	mmu01100
K16431	mmu01100
K16435	mmu01100
K16436	mmu01100
K16437	mmu01100
K16438	mmu01100
K16439	mmu01100
K16514	mmu01100
K16515	mmu01100
K16593	mmu01100
K16619	mmu01100
K16649	mmu01100
K16650	mmu01100
K16651	mmu01100
K16704	mmu01100
K16792	mmu01100
K16793	mmu01100
K16794	mmu01100
K16795	mmu01100
K16816	mmu01100
K16817	mmu01100
K16818	mmu01100
K16838	mmu01100
K16839	mmu01100
K16840	mmu01100
K16841	mmu01100
K16842	mmu01100
K16843	mmu01100
K16844	mmu01100
K16845	mmu01100
K16846	mmu01100
K16849	mmu01100
K16850	mmu01100
K16855	mmu01100
K16856	mmu01100
K16860	mmu01100
K16869	mmu01100
K16870	mmu01100
K16871	mmu01100
K16873	mmu01100
K16876	mmu01100
K16877	mmu01100
K16878	mmu01100
K16879	mmu01100
K16880	mmu01100
K16881	mmu01100
K16901	mmu01100
K16902	mmu01100
K16903	mmu01100
K16904	mmu01100
K16936	mmu01100
K16937	mmu01100
K16950	mmu01100
K16951	mmu01100
K16952	mmu01100
K16953	mmu01100
K16954	mmu01100
K16955	mmu01100
K16964	mmu01100
K16965	mmu01100
K16966	mmu01100
K16967	mmu01100
K16968	mmu01100
K16969	mmu01100
K17048	mmu01100
K17049	mmu01100
K17066	mmu01100
K17067	mmu01100
K17068	mmu01100
K17069	mmu01100
K17100	mmu01100
K17103	mmu01100
K17108	mmu01100
K17195	mmu01100
K17216	mmu01100
K17217	mmu01100
K17219	mmu01100
K17220	mmu01100
K17221	mmu01100
K17222	mmu01100
K17223	mmu01100
K17224	mmu01100
K17225	mmu01100
K17226	mmu01100
K17227	mmu01100
K17228	mmu01100
K17229	mmu01100
K17230	mmu01100
K17285	mmu01100
K17360	mmu01100
K17398	mmu01100
K17399	mmu01100
K17450	mmu01100
K17451	mmu01100
K17462	mmu01100
K17463	mmu01100
K17475	mmu01100
K17476	mmu01100
K17486	mmu01100
K17487	mmu01100
K17488	mmu01100
K17489	mmu01100
K17490	mmu01100
K17497	mmu01100
K17547	mmu01100
K17625	mmu01100
K17643	mmu01100
K17644	mmu01100
K17645	mmu01100
K17646	mmu01100
K17648	mmu01100
K17649	mmu01100
K17650	mmu01100
K17651	mmu01100
K17652	mmu01100
K17683	mmu01100
K17689	mmu01100
