KO	Pathway
K03370	hsa00604
K03371	hsa00604
K03372	hsa00604
K03373	hsa00604
K03374	hsa00604
K03375	hsa00604
K03376	hsa00604
K12309	hsa00604
K12373	hsa00604
K00001	hsa00620
K00002	hsa00620
K00016	hsa00620
K00024	hsa00620
K00025	hsa00620
K00026	hsa00620
K00027	hsa00620
K00028	hsa00620
K00029	hsa00620
K00049	hsa00620
K00051	hsa00620
K00090	hsa00620
K00101	hsa00620
K00102	hsa00620
K00114	hsa00620
K00116	hsa00620
K00121	hsa00620
K00128	hsa00620
K00132	hsa00620
K00138	hsa00620
K00149	hsa00620
K00156	hsa00620
K00158	hsa00620
K00161	hsa00620
K00162	hsa00620
K00163	hsa00620
K00169	hsa00620
K00170	hsa00620
K00171	hsa00620
K00172	hsa00620
K00174	hsa00620
K00175	hsa00620
K00189	hsa00620
K00233	hsa00620
K00244	hsa00620
K00245	hsa00620
K00246	hsa00620
K00247	hsa00620
K00382	hsa00620
K00467	hsa00620
K00625	hsa00620
K00626	hsa00620
K00627	hsa00620
K00656	hsa00620
K00873	hsa00620
K00925	hsa00620
K01003	hsa00620
K01006	hsa00620
K01007	hsa00620
K01026	hsa00620
K01067	hsa00620
K01069	hsa00620
K01512	hsa00620
K01571	hsa00620
K01573	hsa00620
K01595	hsa00620
K01596	hsa00620
K01610	hsa00620
K01638	hsa00620
K01649	hsa00620
K01655	hsa00620
K01675	hsa00620
K01676	hsa00620
K01677	hsa00620
K01678	hsa00620
K01679	hsa00620
K01759	hsa00620
K01774	hsa00620
K01895	hsa00620
K01905	hsa00620
K01913	hsa00620
K01946	hsa00620
K01958	hsa00620
K01959	hsa00620
K01960	hsa00620
K01961	hsa00620
K01962	hsa00620
K01963	hsa00620
K02160	hsa00620
K02594	hsa00620
K03737	hsa00620
K03777	hsa00620
K03778	hsa00620
K04020	hsa00620
K04021	hsa00620
K04022	hsa00620
K04072	hsa00620
K04073	hsa00620
K05523	hsa00620
K07248	hsa00620
K10977	hsa00620
K11262	hsa00620
K11263	hsa00620
K12406	hsa00620
K12957	hsa00620
K12972	hsa00620
K13788	hsa00620
K13951	hsa00620
K13952	hsa00620
K13953	hsa00620
K13954	hsa00620
K13979	hsa00620
K13980	hsa00620
K14028	hsa00620
K14029	hsa00620
K14085	hsa00620
K15024	hsa00620
K17741	hsa00620
K18118	hsa00620
K18366	hsa00620
K18472	hsa00620
K18857	hsa00620
K18881	hsa00620
K18930	hsa00620
K19266	hsa00620
K20370	hsa00620
K20509	hsa00620
K21618	hsa00620
K21836	hsa00620
K22211	hsa00620
K22212	hsa00620
K22224	hsa00620
K22373	hsa00620
K22473	hsa00620
K22474	hsa00620
K23257	hsa00620
K24012	hsa00620
K25995	hsa00620
K25996	hsa00620
K26113	hsa00620
K26114	hsa00620
K26115	hsa00620
K26318	hsa00620
K00015	hsa00630
K00018	hsa00630
K00023	hsa00630
K00024	hsa00630
K00025	hsa00630
K00026	hsa00630
K00042	hsa00630
K00048	hsa00630
K00049	hsa00630
K00090	hsa00630
K00104	hsa00630
K00122	hsa00630
K00123	hsa00630
K00124	hsa00630
K00126	hsa00630
K00127	hsa00630
K00281	hsa00630
K00282	hsa00630
K00283	hsa00630
K00284	hsa00630
K00382	hsa00630
K00600	hsa00630
K00605	hsa00630
K00626	hsa00630
K00827	hsa00630
K00830	hsa00630
K00865	hsa00630
K01091	hsa00630
K01432	hsa00630
K01433	hsa00630
K01455	hsa00630
K01458	hsa00630
K01569	hsa00630
K01577	hsa00630
K01601	hsa00630
K01602	hsa00630
K01608	hsa00630
K01616	hsa00630
K01625	hsa00630
K01636	hsa00630
K01637	hsa00630
K01638	hsa00630
K01647	hsa00630
K01659	hsa00630
K01681	hsa00630
K01682	hsa00630
K01816	hsa00630
K01846	hsa00630
K01847	hsa00630
K01848	hsa00630
K01849	hsa00630
K01895	hsa00630
K01913	hsa00630
K01915	hsa00630
K01964	hsa00630
K01965	hsa00630
K01966	hsa00630
K02437	hsa00630
K03418	hsa00630
K03779	hsa00630
K03780	hsa00630
K03781	hsa00630
K04835	hsa00630
K05606	hsa00630
K05825	hsa00630
K07130	hsa00630
K07246	hsa00630
K07248	hsa00630
K07749	hsa00630
K08691	hsa00630
K08692	hsa00630
K11263	hsa00630
K11472	hsa00630
K11473	hsa00630
K11517	hsa00630
K11529	hsa00630
K12972	hsa00630
K14067	hsa00630
K14263	hsa00630
K14272	hsa00630
K14446	hsa00630
K14447	hsa00630
K14448	hsa00630
K14449	hsa00630
K14451	hsa00630
K15036	hsa00630
K15037	hsa00630
K15893	hsa00630
K15918	hsa00630
K15919	hsa00630
K17865	hsa00630
K18121	hsa00630
K18123	hsa00630
K18425	hsa00630
K18472	hsa00630
K19268	hsa00630
K19269	hsa00630
K19280	hsa00630
K19281	hsa00630
K19282	hsa00630
K19312	hsa00630
K22133	hsa00630
K22223	hsa00630
K22515	hsa00630
K22568	hsa00630
K22982	hsa00630
K25305	hsa00630
K26209	hsa00630
K26210	hsa00630
K27094	hsa00630
K27095	hsa00630
K27797	hsa00630
K27802	hsa00630
K28178	hsa00630
K28179	hsa00630
K28180	hsa00630
K28203	hsa00630
K28204	hsa00630
K00005	hsa00640
K00016	hsa00640
K00048	hsa00640
K00086	hsa00640
K00140	hsa00640
K00166	hsa00640
K00167	hsa00640
K00169	hsa00640
K00170	hsa00640
K00171	hsa00640
K00172	hsa00640
K00189	hsa00640
K00232	hsa00640
K00248	hsa00640
K00382	hsa00640
K00625	hsa00640
K00656	hsa00640
K00822	hsa00640
K00823	hsa00640
K00925	hsa00640
K00932	hsa00640
K01026	hsa00640
K01578	hsa00640
K01637	hsa00640
K01659	hsa00640
K01682	hsa00640
K01692	hsa00640
K01699	hsa00640
K01720	hsa00640
K01734	hsa00640
K01782	hsa00640
K01825	hsa00640
K01847	hsa00640
K01848	hsa00640
K01849	hsa00640
K01895	hsa00640
K01899	hsa00640
K01900	hsa00640
K01902	hsa00640
K01903	hsa00640
K01905	hsa00640
K01908	hsa00640
K01946	hsa00640
K01961	hsa00640
K01962	hsa00640
K01963	hsa00640
K01964	hsa00640
K01965	hsa00640
K01966	hsa00640
K02160	hsa00640
K03416	hsa00640
K03417	hsa00640
K05605	hsa00640
K05606	hsa00640
K07250	hsa00640
K07511	hsa00640
K07514	hsa00640
K07515	hsa00640
K08325	hsa00640
K09699	hsa00640
K09788	hsa00640
K11262	hsa00640
K11263	hsa00640
K11264	hsa00640
K11381	hsa00640
K13524	hsa00640
K13788	hsa00640
K13919	hsa00640
K13920	hsa00640
K13921	hsa00640
K13922	hsa00640
K13923	hsa00640
K14468	hsa00640
K14729	hsa00640
K15024	hsa00640
K15036	hsa00640
K15037	hsa00640
K17489	hsa00640
K17490	hsa00640
K17741	hsa00640
K18426	hsa00640
K18471	hsa00640
K18472	hsa00640
K19312	hsa00640
K19697	hsa00640
K19745	hsa00640
K20143	hsa00640
K20455	hsa00640
K20626	hsa00640
K20627	hsa00640
K22214	hsa00640
K22224	hsa00640
K22568	hsa00640
K23146	hsa00640
K23257	hsa00640
K24012	hsa00640
K25571	hsa00640
K26355	hsa00640
K27094	hsa00640
K27095	hsa00640
K27797	hsa00640
K27802	hsa00640
K28060	hsa00640
K28061	hsa00640
K00004	hsa00650
K00019	hsa00650
K00022	hsa00650
K00023	hsa00650
K00043	hsa00650
K00074	hsa00650
K00100	hsa00650
K00109	hsa00650
K00132	hsa00650
K00135	hsa00650
K00139	hsa00650
K00169	hsa00650
K00170	hsa00650
K00171	hsa00650
K00172	hsa00650
K00174	hsa00650
K00175	hsa00650
K00189	hsa00650
K00209	hsa00650
K00233	hsa00650
K00239	hsa00650
K00240	hsa00650
K00241	hsa00650
K00242	hsa00650
K00244	hsa00650
K00245	hsa00650
K00246	hsa00650
K00247	hsa00650
K00248	hsa00650
K00626	hsa00650
K00634	hsa00650
K00656	hsa00650
K00823	hsa00650
K00929	hsa00650
K01027	hsa00650
K01028	hsa00650
K01029	hsa00650
K01034	hsa00650
K01035	hsa00650
K01039	hsa00650
K01040	hsa00650
K01574	hsa00650
K01575	hsa00650
K01580	hsa00650
K01615	hsa00650
K01640	hsa00650
K01641	hsa00650
K01652	hsa00650
K01653	hsa00650
K01692	hsa00650
K01715	hsa00650
K01782	hsa00650
K01799	hsa00650
K01825	hsa00650
K01896	hsa00650
K01907	hsa00650
K01913	hsa00650
K03366	hsa00650
K03737	hsa00650
K03821	hsa00650
K04072	hsa00650
K04073	hsa00650
K05973	hsa00650
K07246	hsa00650
K07250	hsa00650
K07511	hsa00650
K07514	hsa00650
K07515	hsa00650
K07516	hsa00650
K07518	hsa00650
K08318	hsa00650
K08324	hsa00650
K11258	hsa00650
K13524	hsa00650
K14268	hsa00650
K14534	hsa00650
K16871	hsa00650
K17761	hsa00650
K17829	hsa00650
K17865	hsa00650
K18009	hsa00650
K18118	hsa00650
K18119	hsa00650
K18120	hsa00650
K18121	hsa00650
K18122	hsa00650
K18223	hsa00650
K18224	hsa00650
K18225	hsa00650
K18226	hsa00650
K18366	hsa00650
K18369	hsa00650
K18370	hsa00650
K18371	hsa00650
K18372	hsa00650
K18382	hsa00650
K18859	hsa00650
K18860	hsa00650
K19709	hsa00650
K20509	hsa00650
K21317	hsa00650
K21318	hsa00650
K21319	hsa00650
K21320	hsa00650
K21321	hsa00650
K21322	hsa00650
K22881	hsa00650
K23259	hsa00650
K23351	hsa00650
K23352	hsa00650
K23756	hsa00650
K25995	hsa00650
K25996	hsa00650
K26318	hsa00650
K00108	hsa00670
K00130	hsa00670
K00281	hsa00670
K00282	hsa00670
K00283	hsa00670
K00287	hsa00670
K00288	hsa00670
K00289	hsa00670
K00295	hsa00670
K00297	hsa00670
K00300	hsa00670
K00309	hsa00670
K00314	hsa00670
K00315	hsa00670
K00382	hsa00670
K00499	hsa00670
K00544	hsa00670
K00547	hsa00670
K00548	hsa00670
K00552	hsa00670
K00560	hsa00670
K00600	hsa00670
K00601	hsa00670
K00602	hsa00670
K00603	hsa00670
K00605	hsa00670
K00789	hsa00670
K01251	hsa00670
K01433	hsa00670
K01491	hsa00670
K01492	hsa00670
K01500	hsa00670
K01697	hsa00670
K01746	hsa00670
K01758	hsa00670
K01934	hsa00670
K01938	hsa00670
K02437	hsa00670
K03465	hsa00670
K10150	hsa00670
K11175	hsa00670
K11440	hsa00670
K11787	hsa00670
K13402	hsa00670
K13403	hsa00670
K13938	hsa00670
K13990	hsa00670
K13998	hsa00670
K14085	hsa00670
K17217	hsa00670
K17755	hsa00670
K18589	hsa00670
K18590	hsa00670
K18591	hsa00670
K19643	hsa00670
K19644	hsa00670
K19645	hsa00670
K24042	hsa00670
K25004	hsa00670
K25007	hsa00670
K25008	hsa00670
K25009	hsa00670
K25221	hsa00670
K25915	hsa00670
K26930	hsa00670
K00788	hsa00730
K00877	hsa00730
K00878	hsa00730
K00939	hsa00730
K00941	hsa00730
K00946	hsa00730
K00949	hsa00730
K01077	hsa00730
K01078	hsa00730
K01662	hsa00730
K03146	hsa00730
K03147	hsa00730
K03148	hsa00730
K03149	hsa00730
K03150	hsa00730
K03151	hsa00730
K03153	hsa00730
K03707	hsa00730
K04487	hsa00730
K05307	hsa00730
K06928	hsa00730
K06949	hsa00730
K07251	hsa00730
K10810	hsa00730
K10811	hsa00730
K14153	hsa00730
K14154	hsa00730
K14394	hsa00730
K18278	hsa00730
K20895	hsa00730
K20896	hsa00730
K21219	hsa00730
K21220	hsa00730
K22699	hsa00730
K22911	hsa00730
K23458	hsa00730
K00082	hsa00740
K00299	hsa00740
K00484	hsa00740
K00793	hsa00740
K00794	hsa00740
K00861	hsa00740
K00878	hsa00740
K00953	hsa00740
K01078	hsa00740
K01093	hsa00740
K01497	hsa00740
K01498	hsa00740
K01513	hsa00740
K01515	hsa00740
K02858	hsa00740
K03186	hsa00740
K03788	hsa00740
K04719	hsa00740
K05368	hsa00740
K05901	hsa00740
K07732	hsa00740
K08096	hsa00740
K09474	hsa00740
K11752	hsa00740
K11753	hsa00740
K12152	hsa00740
K14379	hsa00740
K14394	hsa00740
K14410	hsa00740
K14652	hsa00740
K14653	hsa00740
K14654	hsa00740
K14655	hsa00740
K14656	hsa00740
K15245	hsa00740
K16902	hsa00740
K18453	hsa00740
K19285	hsa00740
K19286	hsa00740
K20146	hsa00740
K20860	hsa00740
K20861	hsa00740
K20862	hsa00740
K20884	hsa00740
K21063	hsa00740
K21064	hsa00740
K22393	hsa00740
K22394	hsa00740
K22912	hsa00740
K22949	hsa00740
K23458	hsa00740
K23462	hsa00740
K23470	hsa00740
K25520	hsa00740
K00097	hsa00750
K00157	hsa00750
K00275	hsa00750
K00831	hsa00750
K00868	hsa00750
K01733	hsa00750
K03472	hsa00750
K03473	hsa00750
K03474	hsa00750
K05275	hsa00750
K06215	hsa00750
K07758	hsa00750
K08681	hsa00750
K13248	hsa00750
K18071	hsa00750
K18607	hsa00750
K18608	hsa00750
K18609	hsa00750
K18610	hsa00750
K18611	hsa00750
K18612	hsa00750
K18613	hsa00750
K18614	hsa00750
K23998	hsa00750
K00135	hsa00760
K00157	hsa00760
K00278	hsa00760
K00322	hsa00760
K00323	hsa00760
K00324	hsa00760
K00325	hsa00760
K00541	hsa00760
K00763	hsa00760
K00767	hsa00760
K00858	hsa00760
K00952	hsa00760
K00969	hsa00760
K01081	hsa00760
K01240	hsa00760
K01242	hsa00760
K01440	hsa00760
K01513	hsa00760
K01799	hsa00760
K01916	hsa00760
K01950	hsa00760
K02566	hsa00760
K03426	hsa00760
K03462	hsa00760
K03517	hsa00760
K03742	hsa00760
K03743	hsa00760
K03783	hsa00760
K03784	hsa00760
K03787	hsa00760
K04765	hsa00760
K06210	hsa00760
K06211	hsa00760
K06989	hsa00760
K08281	hsa00760
K08324	hsa00760
K08693	hsa00760
K10524	hsa00760
K11121	hsa00760
K11411	hsa00760
K11412	hsa00760
K11413	hsa00760
K11414	hsa00760
K11415	hsa00760
K11416	hsa00760
K11417	hsa00760
K11751	hsa00760
K12410	hsa00760
K13522	hsa00760
K13995	hsa00760
K14974	hsa00760
K15357	hsa00760
K15358	hsa00760
K15359	hsa00760
K18028	hsa00760
K18029	hsa00760
K18030	hsa00760
K18152	hsa00760
K18153	hsa00760
K18276	hsa00760
K18550	hsa00760
K18551	hsa00760
K19185	hsa00760
K19186	hsa00760
K19187	hsa00760
K19188	hsa00760
K19189	hsa00760
K19190	hsa00760
K19191	hsa00760
K19647	hsa00760
K19700	hsa00760
K19785	hsa00760
K19818	hsa00760
K19819	hsa00760
K19820	hsa00760
K19826	hsa00760
K19890	hsa00760
K19970	hsa00760
K19980	hsa00760
K20155	hsa00760
K20158	hsa00760
K20169	hsa00760
K20170	hsa00760
K20171	hsa00760
K20172	hsa00760
K20445	hsa00760
K20446	hsa00760
K20447	hsa00760
K20448	hsa00760
K20449	hsa00760
K20450	hsa00760
K20451	hsa00760
K20452	hsa00760
K20453	hsa00760
K20454	hsa00760
K26956	hsa00760
K27536	hsa00760
K28299	hsa00760
K00053	hsa00770
K00077	hsa00770
K00128	hsa00770
K00207	hsa00770
K00606	hsa00770
K00826	hsa00770
K00859	hsa00770
K00867	hsa00770
K00954	hsa00770
K00997	hsa00770
K01431	hsa00770
K01464	hsa00770
K01513	hsa00770
K01579	hsa00770
K01598	hsa00770
K01652	hsa00770
K01653	hsa00770
K01687	hsa00770
K01918	hsa00770
K01922	hsa00770
K01947	hsa00770
K02201	hsa00770
K02318	hsa00770
K03525	hsa00770
K04765	hsa00770
K06016	hsa00770
K06133	hsa00770
K06982	hsa00770
K08069	hsa00770
K08682	hsa00770
K09680	hsa00770
K09722	hsa00770
K09735	hsa00770
K11258	hsa00770
K13038	hsa00770
K13367	hsa00770
K13799	hsa00770
K17722	hsa00770
K17723	hsa00770
K17839	hsa00770
K18933	hsa00770
K18966	hsa00770
K21977	hsa00770
K24263	hsa00770
K24264	hsa00770
K00059	hsa00780
K00208	hsa00780
K00647	hsa00780
K00652	hsa00780
K00833	hsa00780
K01012	hsa00780
K01435	hsa00780
K01906	hsa00780
K01935	hsa00780
K01942	hsa00780
K01947	hsa00780
K02169	hsa00780
K02170	hsa00780
K02372	hsa00780
K03524	hsa00780
K08351	hsa00780
K09458	hsa00780
K09789	hsa00780
K16593	hsa00780
K19560	hsa00780
K19561	hsa00780
K19562	hsa00780
K19563	hsa00780
K25570	hsa00780
K00161	hsa00785
K00162	hsa00785
K00163	hsa00785
K00164	hsa00785
K00166	hsa00785
K00167	hsa00785
K00281	hsa00785
K00282	hsa00785
K00283	hsa00785
K00382	hsa00785
K00605	hsa00785
K00627	hsa00785
K00658	hsa00785
K01616	hsa00785
K02437	hsa00785
K03644	hsa00785
K03800	hsa00785
K03801	hsa00785
K09699	hsa00785
K09711	hsa00785
K10105	hsa00785
K11381	hsa00785
K15791	hsa00785
K16869	hsa00785
K18821	hsa00785
K23734	hsa00785
K23735	hsa00785
K23750	hsa00785
K23756	hsa00785
K23763	hsa00785
K24689	hsa00785
K00011	hsa00790
K00072	hsa00790
K00079	hsa00790
K00287	hsa00790
K00310	hsa00790
K00357	hsa00790
K00500	hsa00790
K00501	hsa00790
K00502	hsa00790
K00796	hsa00790
K00950	hsa00790
K01077	hsa00790
K01113	hsa00790
K01307	hsa00790
K01495	hsa00790
K01497	hsa00790
K01633	hsa00790
K01664	hsa00790
K01665	hsa00790
K01724	hsa00790
K01737	hsa00790
K01930	hsa00790
K02619	hsa00790
K03342	hsa00790
K03635	hsa00790
K03637	hsa00790
K03638	hsa00790
K03639	hsa00790
K03750	hsa00790
K03752	hsa00790
K03793	hsa00790
K03831	hsa00790
K04119	hsa00790
K06879	hsa00790
K06897	hsa00790
K06920	hsa00790
K06984	hsa00790
K07141	hsa00790
K07142	hsa00790
K07589	hsa00790
K08310	hsa00790
K09007	hsa00790
K09457	hsa00790
K09739	hsa00790
K10026	hsa00790
K11754	hsa00790
K13818	hsa00790
K13938	hsa00790
K13939	hsa00790
K13940	hsa00790
K13941	hsa00790
K13950	hsa00790
K13998	hsa00790
K14652	hsa00790
K15376	hsa00790
K15631	hsa00790
K15740	hsa00790
K17364	hsa00790
K17487	hsa00790
K17488	hsa00790
K17745	hsa00790
K18482	hsa00790
K18589	hsa00790
K18590	hsa00790
K18591	hsa00790
K18824	hsa00790
K18825	hsa00790
K18853	hsa00790
K18974	hsa00790
K19643	hsa00790
K19644	hsa00790
K19645	hsa00790
K19965	hsa00790
K20457	hsa00790
K20967	hsa00790
K21142	hsa00790
K22099	hsa00790
K22100	hsa00790
K22101	hsa00790
K22102	hsa00790
K22391	hsa00790
K24102	hsa00790
K25575	hsa00790
K25578	hsa00790
K00001	hsa00830
K00061	hsa00830
K00121	hsa00830
K00157	hsa00830
K00515	hsa00830
K00678	hsa00830
K00699	hsa00830
K07249	hsa00830
K07408	hsa00830
K07409	hsa00830
K07411	hsa00830
K07412	hsa00830
K07413	hsa00830
K07420	hsa00830
K07423	hsa00830
K07424	hsa00830
K07425	hsa00830
K07437	hsa00830
K09516	hsa00830
K11146	hsa00830
K11147	hsa00830
K11148	hsa00830
K11149	hsa00830
K11150	hsa00830
K11151	hsa00830
K11152	hsa00830
K11153	hsa00830
K11154	hsa00830
K11155	hsa00830
K11156	hsa00830
K11157	hsa00830
K11158	hsa00830
K11161	hsa00830
K12664	hsa00830
K12665	hsa00830
K13369	hsa00830
K13951	hsa00830
K13952	hsa00830
K13953	hsa00830
K13980	hsa00830
K15734	hsa00830
K17683	hsa00830
K17689	hsa00830
K17690	hsa00830
K17691	hsa00830
K17709	hsa00830
K17718	hsa00830
K17719	hsa00830
K17720	hsa00830
K17951	hsa00830
K00214	hsa00860
K00218	hsa00860
K00228	hsa00860
K00230	hsa00860
K00231	hsa00860
K00435	hsa00860
K00510	hsa00860
K00522	hsa00860
K00589	hsa00860
K00595	hsa00860
K00643	hsa00860
K00699	hsa00860
K00768	hsa00860
K00798	hsa00860
K01195	hsa00860
K01599	hsa00860
K01698	hsa00860
K01719	hsa00860
K01749	hsa00860
K01764	hsa00860
K01772	hsa00860
K01845	hsa00860
K01885	hsa00860
K02188	hsa00860
K02189	hsa00860
K02190	hsa00860
K02191	hsa00860
K02224	hsa00860
K02225	hsa00860
K02226	hsa00860
K02227	hsa00860
K02228	hsa00860
K02229	hsa00860
K02230	hsa00860
K02231	hsa00860
K02232	hsa00860
K02233	hsa00860
K02257	hsa00860
K02259	hsa00860
K02302	hsa00860
K02303	hsa00860
K02304	hsa00860
K02492	hsa00860
K02495	hsa00860
K02496	hsa00860
K03394	hsa00860
K03399	hsa00860
K03403	hsa00860
K03404	hsa00860
K03405	hsa00860
K03428	hsa00860
K03594	hsa00860
K03794	hsa00860
K03795	hsa00860
K04032	hsa00860
K04034	hsa00860
K04035	hsa00860
K04036	hsa00860
K04037	hsa00860
K04038	hsa00860
K04039	hsa00860
K04040	hsa00860
K04720	hsa00860
K05369	hsa00860
K05370	hsa00860
K05371	hsa00860
K05895	hsa00860
K05901	hsa00860
K05934	hsa00860
K05936	hsa00860
K06042	hsa00860
K07145	hsa00860
K07215	hsa00860
K07226	hsa00860
K08099	hsa00860
K08100	hsa00860
K08101	hsa00860
K08260	hsa00860
K08973	hsa00860
K09882	hsa00860
K09883	hsa00860
K10960	hsa00860
K11333	hsa00860
K11334	hsa00860
K11335	hsa00860
K11336	hsa00860
K11337	hsa00860
K13071	hsa00860
K13540	hsa00860
K13541	hsa00860
K13542	hsa00860
K13543	hsa00860
K13544	hsa00860
K13545	hsa00860
K13600	hsa00860
K13601	hsa00860
K13602	hsa00860
K13603	hsa00860
K13604	hsa00860
K13605	hsa00860
K13606	hsa00860
K13624	hsa00860
K13625	hsa00860
K13786	hsa00860
K14163	hsa00860
K14735	hsa00860
K16651	hsa00860
K18010	hsa00860
K18495	hsa00860
K19054	hsa00860
K19073	hsa00860
K19221	hsa00860
K19712	hsa00860
K21058	hsa00860
K21231	hsa00860
K21312	hsa00860
K21418	hsa00860
K21479	hsa00860
K21480	hsa00860
K21610	hsa00860
K21611	hsa00860
K21612	hsa00860
K21796	hsa00860
K22011	hsa00860
K22012	hsa00860
K22013	hsa00860
K22225	hsa00860
K22226	hsa00860
K22227	hsa00860
K22316	hsa00860
K22336	hsa00860
K22465	hsa00860
K22466	hsa00860
K22552	hsa00860
K23825	hsa00860
K24866	hsa00860
K24867	hsa00860
K25033	hsa00860
K25496	hsa00860
K25497	hsa00860
K25498	hsa00860
K25499	hsa00860
K00021	hsa00900
K00054	hsa00900
K00099	hsa00900
K00587	hsa00900
K00626	hsa00900
K00787	hsa00900
K00795	hsa00900
K00804	hsa00900
K00805	hsa00900
K00806	hsa00900
K00869	hsa00900
K00919	hsa00900
K00938	hsa00900
K00991	hsa00900
K01597	hsa00900
K01641	hsa00900
K01662	hsa00900
K01770	hsa00900
K01823	hsa00900
K02523	hsa00900
K03186	hsa00900
K03526	hsa00900
K03527	hsa00900
K05355	hsa00900
K05356	hsa00900
K05906	hsa00900
K05954	hsa00900
K05955	hsa00900
K06013	hsa00900
K06981	hsa00900
K08658	hsa00900
K09128	hsa00900
K10960	hsa00900
K11778	hsa00900
K12503	hsa00900
K12504	hsa00900
K12505	hsa00900
K12506	hsa00900
K12742	hsa00900
K13273	hsa00900
K13787	hsa00900
K13789	hsa00900
K14066	hsa00900
K14215	hsa00900
K15793	hsa00900
K15887	hsa00900
K15888	hsa00900
K15889	hsa00900
K15890	hsa00900
K15891	hsa00900
K15892	hsa00900
K17942	hsa00900
K18689	hsa00900
K18690	hsa00900
K19177	hsa00900
K21268	hsa00900
K21273	hsa00900
K21274	hsa00900
K21275	hsa00900
K22813	hsa00900
K24873	hsa00900
K25517	hsa00900
K25518	hsa00900
K28131	hsa00900
K00260	hsa00910
K00261	hsa00910
K00262	hsa00910
K00264	hsa00910
K00265	hsa00910
K00266	hsa00910
K00284	hsa00910
K00360	hsa00910
K00361	hsa00910
K00362	hsa00910
K00363	hsa00910
K00366	hsa00910
K00367	hsa00910
K00368	hsa00910
K00370	hsa00910
K00371	hsa00910
K00372	hsa00910
K00374	hsa00910
K00376	hsa00910
K00459	hsa00910
K00531	hsa00910
K00926	hsa00910
K01455	hsa00910
K01501	hsa00910
K01672	hsa00910
K01673	hsa00910
K01674	hsa00910
K01725	hsa00910
K01743	hsa00910
K01915	hsa00910
K01948	hsa00910
K02305	hsa00910
K02567	hsa00910
K02568	hsa00910
K02575	hsa00910
K02586	hsa00910
K02588	hsa00910
K02591	hsa00910
K03385	hsa00910
K04561	hsa00910
K05601	hsa00910
K10534	hsa00910
K10535	hsa00910
K10945	hsa00910
K10946	hsa00910
K15371	hsa00910
K15576	hsa00910
K15577	hsa00910
K15578	hsa00910
K15579	hsa00910
K15864	hsa00910
K15876	hsa00910
K15877	hsa00910
K17877	hsa00910
K18245	hsa00910
K18246	hsa00910
K19823	hsa00910
K20932	hsa00910
K20933	hsa00910
K20934	hsa00910
K20935	hsa00910
K22896	hsa00910
K22897	hsa00910
K22898	hsa00910
K22899	hsa00910
K26138	hsa00910
K26139	hsa00910
K27148	hsa00910
K28504	hsa00910
K00184	hsa00920
K00185	hsa00920
K00299	hsa00920
K00380	hsa00920
K00381	hsa00920
K00385	hsa00920
K00386	hsa00920
K00387	hsa00920
K00390	hsa00920
K00392	hsa00920
K00394	hsa00920
K00395	hsa00920
K00640	hsa00920
K00641	hsa00920
K00651	hsa00920
K00860	hsa00920
K00955	hsa00920
K00956	hsa00920
K00957	hsa00920
K00958	hsa00920
K00988	hsa00920
K01011	hsa00920
K01082	hsa00920
K01738	hsa00920
K01739	hsa00920
K02045	hsa00920
K02046	hsa00920
K02047	hsa00920
K02048	hsa00920
K02439	hsa00920
K03119	hsa00920
K04091	hsa00920
K05301	hsa00920
K05907	hsa00920
K05908	hsa00920
K06881	hsa00920
K07306	hsa00920
K07307	hsa00920
K07308	hsa00920
K08352	hsa00920
K08353	hsa00920
K08354	hsa00920
K08357	hsa00920
K08358	hsa00920
K08359	hsa00920
K10150	hsa00920
K10764	hsa00920
K10831	hsa00920
K11180	hsa00920
K11181	hsa00920
K13034	hsa00920
K13811	hsa00920
K15422	hsa00920
K15551	hsa00920
K15552	hsa00920
K15553	hsa00920
K15554	hsa00920
K15555	hsa00920
K15759	hsa00920
K15762	hsa00920
K15765	hsa00920
K16936	hsa00920
K16937	hsa00920
K16950	hsa00920
K16951	hsa00920
K16952	hsa00920
K16953	hsa00920
K16954	hsa00920
K16955	hsa00920
K16964	hsa00920
K16965	hsa00920
K16966	hsa00920
K16967	hsa00920
K16968	hsa00920
K16969	hsa00920
K17069	hsa00920
K17217	hsa00920
K17218	hsa00920
K17219	hsa00920
K17220	hsa00920
K17221	hsa00920
K17222	hsa00920
K17223	hsa00920
K17224	hsa00920
K17225	hsa00920
K17226	hsa00920
K17227	hsa00920
K17228	hsa00920
K17229	hsa00920
K17230	hsa00920
K17285	hsa00920
K17486	hsa00920
K17725	hsa00920
K17993	hsa00920
K17994	hsa00920
K17995	hsa00920
K17996	hsa00920
K18367	hsa00920
K19713	hsa00920
K20034	hsa00920
K20035	hsa00920
K20036	hsa00920
K21307	hsa00920
K21308	hsa00920
K21309	hsa00920
K21310	hsa00920
K22470	hsa00920
K22622	hsa00920
K22966	hsa00920
K23163	hsa00920
K23304	hsa00920
K24666	hsa00920
K27187	hsa00920
K27188	hsa00920
K27189	hsa00920
K27190	hsa00920
K27191	hsa00920
K27196	hsa00920
K27925	hsa00920
K28064	hsa00920
K28065	hsa00920
K28066	hsa00920
K28067	hsa00920
K28068	hsa00920
K28069	hsa00920
K28070	hsa00920
K28071	hsa00920
K28072	hsa00920
K28073	hsa00920
K28483	hsa00920
K28484	hsa00920
K00604	hsa00970
K01042	hsa00970
K01866	hsa00970
K01867	hsa00970
