KO	Pathway
K05856	hsa04380
K05859	hsa04380
K05869	hsa04380
K05870	hsa04380
K06268	hsa04380
K06463	hsa04380
K06472	hsa04380
K06493	hsa04380
K06498	hsa04380
K06512	hsa04380
K06551	hsa04380
K07209	hsa04380
K07210	hsa04380
K07361	hsa04380
K07364	hsa04380
K07370	hsa04380
K07371	hsa04380
K07992	hsa04380
K08008	hsa04380
K08009	hsa04380
K08010	hsa04380
K08011	hsa04380
K08012	hsa04380
K08091	hsa04380
K08530	hsa04380
K08601	hsa04380
K09028	hsa04380
K09029	hsa04380
K09030	hsa04380
K09253	hsa04380
K09438	hsa04380
K09455	hsa04380
K11217	hsa04380
K11219	hsa04380
K11220	hsa04380
K11221	hsa04380
K12560	hsa04380
K13375	hsa04380
K13376	hsa04380
K14377	hsa04380
K14378	hsa04380
K14379	hsa04380
K14380	hsa04380
K14381	hsa04380
K16824	hsa04380
K17332	hsa04380
K26770	hsa04380
K00654	hsa04382
K00720	hsa04382
K01201	hsa04382
K01349	hsa04382
K01367	hsa04382
K01372	hsa04382
K01481	hsa04382
K01745	hsa04382
K03456	hsa04382
K04354	hsa04382
K04382	hsa04382
K04401	hsa04382
K04708	hsa04382
K05619	hsa04382
K05620	hsa04382
K05622	hsa04382
K05646	hsa04382
K05701	hsa04382
K06087	hsa04382
K06088	hsa04382
K06237	hsa04382
K06240	hsa04382
K06244	hsa04382
K06246	hsa04382
K06485	hsa04382
K06525	hsa04382
K07596	hsa04382
K07597	hsa04382
K07598	hsa04382
K07599	hsa04382
K07600	hsa04382
K07603	hsa04382
K07604	hsa04382
K07605	hsa04382
K08021	hsa04382
K08664	hsa04382
K08670	hsa04382
K08672	hsa04382
K08726	hsa04382
K08745	hsa04382
K10056	hsa04382
K10247	hsa04382
K10249	hsa04382
K10381	hsa04382
K10382	hsa04382
K10383	hsa04382
K10384	hsa04382
K10385	hsa04382
K10386	hsa04382
K10387	hsa04382
K10388	hsa04382
K11583	hsa04382
K11584	hsa04382
K12642	hsa04382
K13699	hsa04382
K16628	hsa04382
K16813	hsa04382
K17108	hsa04382
K17274	hsa04382
K17731	hsa04382
K18626	hsa04382
K18684	hsa04382
K21126	hsa04382
K21127	hsa04382
K21128	hsa04382
K22368	hsa04382
K23457	hsa04382
K23757	hsa04382
K23758	hsa04382
K23759	hsa04382
K23760	hsa04382
K23761	hsa04382
K23762	hsa04382
K23764	hsa04382
K23765	hsa04382
K23766	hsa04382
K23767	hsa04382
K23768	hsa04382
K23769	hsa04382
K24425	hsa04382
K24552	hsa04382
K24622	hsa04382
K28330	hsa04382
K28331	hsa04382
K28332	hsa04382
K28333	hsa04382
K28344	hsa04382
K00182	hsa04390
K00312	hsa04390
K00408	hsa04390
K00444	hsa04390
K00445	hsa04390
K00572	hsa04390
K00714	hsa04390
K01064	hsa04390
K01357	hsa04390
K01384	hsa04390
K01558	hsa04390
K02085	hsa04390
K02105	hsa04390
K02157	hsa04390
K02235	hsa04390
K02329	hsa04390
K02353	hsa04390
K02354	hsa04390
K02375	hsa04390
K02376	hsa04390
K02432	hsa04390
K02620	hsa04390
K02842	hsa04390
K03083	hsa04390
K03209	hsa04390
K03213	hsa04390
K03362	hsa04390
K03456	hsa04390
K03982	hsa04390
K04237	hsa04390
K04354	hsa04390
K04377	hsa04390
K04382	hsa04390
K04385	hsa04390
K04388	hsa04390
K04412	hsa04390
K04490	hsa04390
K04491	hsa04390
K04492	hsa04390
K04500	hsa04390
K04501	hsa04390
K04503	hsa04390
K04662	hsa04390
K04663	hsa04390
K04664	hsa04390
K04665	hsa04390
K04671	hsa04390
K04673	hsa04390
K04674	hsa04390
K04676	hsa04390
K04680	hsa04390
K05689	hsa04390
K05691	hsa04390
K05692	hsa04390
K05706	hsa04390
K06069	hsa04390
K06091	hsa04390
K06092	hsa04390
K06093	hsa04390
K06094	hsa04390
K06269	hsa04390
K06464	hsa04390
K06630	hsa04390
K06685	hsa04390
K06827	hsa04390
K08731	hsa04390
K08791	hsa04390
K08959	hsa04390
K08960	hsa04390
K09448	hsa04390
K09782	hsa04390
K09850	hsa04390
K09854	hsa04390
K10132	hsa04390
K10148	hsa04390
K10151	hsa04390
K10152	hsa04390
K11828	hsa04390
K12075	hsa04390
K12076	hsa04390
K13375	hsa04390
K13376	hsa04390
K13377	hsa04390
K13578	hsa04390
K16060	hsa04390
K16144	hsa04390
K16175	hsa04390
K16197	hsa04390
K16198	hsa04390
K16620	hsa04390
K16621	hsa04390
K16622	hsa04390
K16681	hsa04390
K16682	hsa04390
K16684	hsa04390
K16685	hsa04390
K16686	hsa04390
K16687	hsa04390
K16796	hsa04390
K16798	hsa04390
K16819	hsa04390
K16820	hsa04390
K16821	hsa04390
K16822	hsa04390
K16823	hsa04390
K17693	hsa04390
K18496	hsa04390
K18952	hsa04390
K19631	hsa04390
K20012	hsa04390
K20013	hsa04390
K21098	hsa04390
K21283	hsa04390
K23605	hsa04390
K24050	hsa04390
K02218	hsa04392
K04409	hsa04392
K04412	hsa04392
K06683	hsa04392
K06684	hsa04392
K06685	hsa04392
K08791	hsa04392
K08960	hsa04392
K09448	hsa04392
K09850	hsa04392
K09851	hsa04392
K09854	hsa04392
K16507	hsa04392
K16669	hsa04392
K16682	hsa04392
K16683	hsa04392
K16684	hsa04392
K16685	hsa04392
K16686	hsa04392
K16687	hsa04392
K16820	hsa04392
K16821	hsa04392
K16822	hsa04392
K20236	hsa04392
K20237	hsa04392
K00889	hsa04510
K00907	hsa04510
K00922	hsa04510
K01110	hsa04510
K02105	hsa04510
K02158	hsa04510
K02161	hsa04510
K02649	hsa04510
K02677	hsa04510
K02833	hsa04510
K03083	hsa04510
K03099	hsa04510
K03853	hsa04510
K03900	hsa04510
K04349	hsa04510
K04353	hsa04510
K04357	hsa04510
K04359	hsa04510
K04361	hsa04510
K04363	hsa04510
K04364	hsa04510
K04365	hsa04510
K04366	hsa04510
K04368	hsa04510
K04371	hsa04510
K04375	hsa04510
K04392	hsa04510
K04393	hsa04510
K04409	hsa04510
K04410	hsa04510
K04437	hsa04510
K04438	hsa04510
K04440	hsa04510
K04448	hsa04510
K04456	hsa04510
K04503	hsa04510
K04513	hsa04510
K04514	hsa04510
K04659	hsa04510
K04725	hsa04510
K05083	hsa04510
K05087	hsa04510
K05089	hsa04510
K05096	hsa04510
K05097	hsa04510
K05098	hsa04510
K05099	hsa04510
K05448	hsa04510
K05449	hsa04510
K05450	hsa04510
K05459	hsa04510
K05460	hsa04510
K05635	hsa04510
K05636	hsa04510
K05637	hsa04510
K05692	hsa04510
K05699	hsa04510
K05700	hsa04510
K05703	hsa04510
K05704	hsa04510
K05717	hsa04510
K05719	hsa04510
K05725	hsa04510
K05726	hsa04510
K05730	hsa04510
K05732	hsa04510
K05733	hsa04510
K05734	hsa04510
K05735	hsa04510
K05736	hsa04510
K05740	hsa04510
K05760	hsa04510
K06236	hsa04510
K06237	hsa04510
K06238	hsa04510
K06240	hsa04510
K06241	hsa04510
K06243	hsa04510
K06244	hsa04510
K06245	hsa04510
K06246	hsa04510
K06247	hsa04510
K06248	hsa04510
K06249	hsa04510
K06250	hsa04510
K06251	hsa04510
K06252	hsa04510
K06253	hsa04510
K06269	hsa04510
K06270	hsa04510
K06271	hsa04510
K06272	hsa04510
K06273	hsa04510
K06274	hsa04510
K06275	hsa04510
K06276	hsa04510
K06277	hsa04510
K06278	hsa04510
K06279	hsa04510
K06476	hsa04510
K06480	hsa04510
K06481	hsa04510
K06482	hsa04510
K06483	hsa04510
K06484	hsa04510
K06485	hsa04510
K06487	hsa04510
K06493	hsa04510
K06525	hsa04510
K06583	hsa04510
K06584	hsa04510
K06585	hsa04510
K06586	hsa04510
K06587	hsa04510
K06588	hsa04510
K06589	hsa04510
K06590	hsa04510
K06591	hsa04510
K07836	hsa04510
K07860	hsa04510
K07861	hsa04510
K08131	hsa04510
K10151	hsa04510
K10152	hsa04510
K10351	hsa04510
K12329	hsa04510
K12753	hsa04510
K12754	hsa04510
K12755	hsa04510
K12756	hsa04510
K12757	hsa04510
K12758	hsa04510
K12958	hsa04510
K12959	hsa04510
K13708	hsa04510
K13709	hsa04510
K16060	hsa04510
K16857	hsa04510
K16858	hsa04510
K16859	hsa04510
K17386	hsa04510
K17388	hsa04510
K17447	hsa04510
K17448	hsa04510
K17449	hsa04510
K17457	hsa04510
K19662	hsa04510
K19663	hsa04510
K19719	hsa04510
K26255	hsa04510
K26256	hsa04510
K27392	hsa04510
K03900	hsa04512
K04659	hsa04512
K05635	hsa04512
K05636	hsa04512
K05637	hsa04512
K05717	hsa04512
K05719	hsa04512
K06236	hsa04512
K06237	hsa04512
K06238	hsa04512
K06240	hsa04512
K06241	hsa04512
K06243	hsa04512
K06244	hsa04512
K06245	hsa04512
K06246	hsa04512
K06247	hsa04512
K06248	hsa04512
K06249	hsa04512
K06250	hsa04512
K06251	hsa04512
K06252	hsa04512
K06253	hsa04512
K06254	hsa04512
K06255	hsa04512
K06256	hsa04512
K06257	hsa04512
K06258	hsa04512
K06259	hsa04512
K06260	hsa04512
K06261	hsa04512
K06262	hsa04512
K06263	hsa04512
K06264	hsa04512
K06265	hsa04512
K06266	hsa04512
K06267	hsa04512
K06476	hsa04512
K06480	hsa04512
K06481	hsa04512
K06482	hsa04512
K06483	hsa04512
K06484	hsa04512
K06485	hsa04512
K06487	hsa04512
K06493	hsa04512
K06525	hsa04512
K06583	hsa04512
K06584	hsa04512
K06585	hsa04512
K06586	hsa04512
K06587	hsa04512
K06588	hsa04512
K06589	hsa04512
K06590	hsa04512
K06591	hsa04512
K06824	hsa04512
K08131	hsa04512
K16338	hsa04512
K16857	hsa04512
K19719	hsa04512
K23328	hsa04512
K23379	hsa04512
K23380	hsa04512
K23573	hsa04512
K26442	hsa04512
K03160	hsa04514
K03161	hsa04514
K05412	hsa04514
K05413	hsa04514
K05689	hsa04514
K05693	hsa04514
K05695	hsa04514
K05718	hsa04514
K05719	hsa04514
K06081	hsa04514
K06087	hsa04514
K06088	hsa04514
K06089	hsa04514
K06257	hsa04514
K06449	hsa04514
K06454	hsa04514
K06456	hsa04514
K06458	hsa04514
K06459	hsa04514
K06461	hsa04514
K06464	hsa04514
K06467	hsa04514
K06470	hsa04514
K06471	hsa04514
K06474	hsa04514
K06477	hsa04514
K06478	hsa04514
K06483	hsa04514
K06485	hsa04514
K06486	hsa04514
K06487	hsa04514
K06490	hsa04514
K06491	hsa04514
K06492	hsa04514
K06494	hsa04514
K06495	hsa04514
K06496	hsa04514
K06520	hsa04514
K06523	hsa04514
K06527	hsa04514
K06531	hsa04514
K06533	hsa04514
K06538	hsa04514
K06539	hsa04514
K06544	hsa04514
K06547	hsa04514
K06548	hsa04514
K06550	hsa04514
K06567	hsa04514
K06584	hsa04514
K06585	hsa04514
K06590	hsa04514
K06591	hsa04514
K06592	hsa04514
K06708	hsa04514
K06710	hsa04514
K06713	hsa04514
K06735	hsa04514
K06736	hsa04514
K06744	hsa04514
K06745	hsa04514
K06746	hsa04514
K06747	hsa04514
K06751	hsa04514
K06752	hsa04514
K06756	hsa04514
K06757	hsa04514
K06759	hsa04514
K06760	hsa04514
K06766	hsa04514
K06770	hsa04514
K06771	hsa04514
K06775	hsa04514
K06777	hsa04514
K06778	hsa04514
K06779	hsa04514
K06780	hsa04514
K06781	hsa04514
K06785	hsa04514
K06787	hsa04514
K06788	hsa04514
K06791	hsa04514
K06793	hsa04514
K06796	hsa04514
K06797	hsa04514
K06809	hsa04514
K06815	hsa04514
K06816	hsa04514
K07377	hsa04514
K07378	hsa04514
K07379	hsa04514
K07380	hsa04514
K07522	hsa04514
K07523	hsa04514
K10784	hsa04514
K10785	hsa04514
K16336	hsa04514
K16337	hsa04514
K16338	hsa04514
K16350	hsa04514
K16351	hsa04514
K16359	hsa04514
K16360	hsa04514
K23268	hsa04514
K25832	hsa04514
K25833	hsa04514
K25834	hsa04514
K25835	hsa04514
K25836	hsa04514
K25837	hsa04514
K28137	hsa04514
K02105	hsa04520
K02620	hsa04520
K03097	hsa04520
K03115	hsa04520
K04237	hsa04520
K04353	hsa04520
K04361	hsa04520
K04362	hsa04520
K04371	hsa04520
K04388	hsa04520
K04392	hsa04520
K04393	hsa04520
K04427	hsa04520
K04468	hsa04520
K04490	hsa04520
K04491	hsa04520
K04492	hsa04520
K04498	hsa04520
K04501	hsa04520
K04513	hsa04520
K04514	hsa04520
K04527	hsa04520
K04674	hsa04520
K04678	hsa04520
K05083	hsa04520
K05087	hsa04520
K05099	hsa04520
K05627	hsa04520
K05689	hsa04520
K05690	hsa04520
K05691	hsa04520
K05692	hsa04520
K05693	hsa04520
K05694	hsa04520
K05695	hsa04520
K05696	hsa04520
K05697	hsa04520
K05698	hsa04520
K05699	hsa04520
K05700	hsa04520
K05701	hsa04520
K05702	hsa04520
K05703	hsa04520
K05704	hsa04520
K05705	hsa04520
K05706	hsa04520
K05707	hsa04520
K05747	hsa04520
K05748	hsa04520
K05753	hsa04520
K06081	hsa04520
K06082	hsa04520
K06083	hsa04520
K06084	hsa04520
K06085	hsa04520
K06086	hsa04520
K06531	hsa04520
K06533	hsa04520
K06592	hsa04520
K06593	hsa04520
K07836	hsa04520
K07860	hsa04520
K07861	hsa04520
K08889	hsa04520
K10351	hsa04520
K12753	hsa04520
K12754	hsa04520
K12755	hsa04520
K12756	hsa04520
K12757	hsa04520
K12758	hsa04520
K14394	hsa04520
K16848	hsa04520
K17388	hsa04520
K17705	hsa04520
K18269	hsa04520
K20644	hsa04520
K23605	hsa04520
K23612	hsa04520
K24472	hsa04520
K26416	hsa04520
K26417	hsa04520
K26418	hsa04520
K02089	hsa04530
K03456	hsa04530
K04237	hsa04530
K04345	hsa04530
K04353	hsa04530
K04354	hsa04530
K04382	hsa04530
K04392	hsa04530
K04393	hsa04530
K04416	hsa04530
K04426	hsa04530
K04431	hsa04530
K04440	hsa04530
K04448	hsa04530
K04503	hsa04530
K04513	hsa04530
K04514	hsa04530
K04802	hsa04530
K04851	hsa04530
K05031	hsa04530
K05083	hsa04530
K05631	hsa04530
K05692	hsa04530
K05699	hsa04530
K05701	hsa04530
K05702	hsa04530
K05704	hsa04530
K05719	hsa04530
K05731	hsa04530
K05747	hsa04530
K05754	hsa04530
K05755	hsa04530
K05756	hsa04530
K05757	hsa04530
K05758	hsa04530
K05762	hsa04530
K05763	hsa04530
K06069	hsa04530
K06087	hsa04530
K06088	hsa04530
K06089	hsa04530
K06090	hsa04530
K06091	hsa04530
K06092	hsa04530
K06093	hsa04530
K06094	hsa04530
K06095	hsa04530
K06097	hsa04530
K06098	hsa04530
K06099	hsa04530
K06100	hsa04530
K06102	hsa04530
K06104	hsa04530
K06105	hsa04530
K06106	hsa04530
K06109	hsa04530
K06274	hsa04530
K06448	hsa04530
K06735	hsa04530
K06785	hsa04530
K06786	hsa04530
K07198	hsa04530
K07199	hsa04530
K07200	hsa04530
K07298	hsa04530
K07374	hsa04530
K07839	hsa04530
K07901	hsa04530
K07902	hsa04530
K08007	hsa04530
K08018	hsa04530
K08020	hsa04530
K08367	hsa04530
K09183	hsa04530
K09489	hsa04530
K10351	hsa04530
K10352	hsa04530
K10591	hsa04530
K12075	hsa04530
K12076	hsa04530
K12751	hsa04530
K12755	hsa04530
K12757	hsa04530
K12791	hsa04530
K13305	hsa04530
K13365	hsa04530
K16175	hsa04530
K16684	hsa04530
K16819	hsa04530
K17260	hsa04530
K17291	hsa04530
K17388	hsa04530
K18050	hsa04530
K18584	hsa04530
K18952	hsa04530
K20479	hsa04530
K20638	hsa04530
K21066	hsa04530
K21068	hsa04530
K21098	hsa04530
K21099	hsa04530
K21108	hsa04530
K21109	hsa04530
K21110	hsa04530
K21111	hsa04530
K21112	hsa04530
K02087	hsa04540
K02677	hsa04540
K02833	hsa04540
K03099	hsa04540
K04141	hsa04540
K04144	hsa04540
K04145	hsa04540
K04157	hsa04540
K04289	hsa04540
K04345	hsa04540
K04357	hsa04540
K04359	hsa04540
K04361	hsa04540
K04363	hsa04540
K04364	hsa04540
K04366	hsa04540
K04368	hsa04540
K04369	hsa04540
K04371	hsa04540
K04420	hsa04540
K04463	hsa04540
K04464	hsa04540
K04603	hsa04540
K04604	hsa04540
K04630	hsa04540
K04632	hsa04540
K04634	hsa04540
K04635	hsa04540
K04958	hsa04540
K04959	hsa04540
K04960	hsa04540
K05089	hsa04540
K05450	hsa04540
K05701	hsa04540
K05704	hsa04540
K05858	hsa04540
K07372	hsa04540
K07373	hsa04540
K07374	hsa04540
K07375	hsa04540
K07376	hsa04540
K07827	hsa04540
K07828	hsa04540
K08041	hsa04540
K08042	hsa04540
K08043	hsa04540
K08044	hsa04540
K08045	hsa04540
K08046	hsa04540
K08047	hsa04540
K08048	hsa04540
K08049	hsa04540
K08959	hsa04540
K12318	hsa04540
K12319	hsa04540
K17386	hsa04540
K19477	hsa04540
K19662	hsa04540
K19663	hsa04540
K23453	hsa04540
K00182	hsa04550
K00312	hsa04550
K00408	hsa04550
K00444	hsa04550
K00445	hsa04550
K00572	hsa04550
K00714	hsa04550
K00922	hsa04550
K01064	hsa04550
K01357	hsa04550
K01384	hsa04550
K01558	hsa04550
K02085	hsa04550
K02105	hsa04550
K02157	hsa04550
K02235	hsa04550
K02329	hsa04550
K02353	hsa04550
K02354	hsa04550
K02375	hsa04550
K02376	hsa04550
K02432	hsa04550
K02620	hsa04550
K02649	hsa04550
K02833	hsa04550
K02842	hsa04550
K03083	hsa04550
K03209	hsa04550
K04362	hsa04550
K04364	hsa04550
K04366	hsa04550
K04368	hsa04550
K04369	hsa04550
K04371	hsa04550
K04377	hsa04550
K04385	hsa04550
K04441	hsa04550
K04447	hsa04550
K04456	hsa04550
K04500	hsa04550
K04501	hsa04550
K04662	hsa04550
K04666	hsa04550
K04667	hsa04550
K04668	hsa04550
K04670	hsa04550
K04671	hsa04550
K04673	hsa04550
K04675	hsa04550
K04676	hsa04550
K04680	hsa04550
K04692	hsa04550
K05058	hsa04550
K05060	hsa04550
K05087	hsa04550
K05093	hsa04550
K05094	hsa04550
K05095	hsa04550
K05419	hsa04550
K05459	hsa04550
K07827	hsa04550
K07828	hsa04550
K08026	hsa04550
K08031	hsa04550
K08553	hsa04550
K09063	hsa04550
K09071	hsa04550
K09081	hsa04550
K09222	hsa04550
K09301	hsa04550
K09326	hsa04550
K09354	hsa04550
K09367	hsa04550
K09370	hsa04550
K09378	hsa04550
K10164	hsa04550
K10177	hsa04550
K11138	hsa04550
K11217	hsa04550
K11218	hsa04550
K11305	hsa04550
K11421	hsa04550
K11459	hsa04550
K11460	hsa04550
K11470	hsa04550
K11478	hsa04550
K11487	hsa04550
K11488	hsa04550
K11489	hsa04550
K13567	hsa04550
K13568	hsa04550
K13578	hsa04550
K13596	hsa04550
K14439	hsa04550
K15613	hsa04550
K16790	hsa04550
K16791	hsa04550
K16796	hsa04550
K17693	hsa04550
K17694	hsa04550
K17695	hsa04550
K17846	hsa04550
K18484	hsa04550
K18487	hsa04550
K18489	hsa04550
K18491	hsa04550
K18493	hsa04550
K18497	hsa04550
K18498	hsa04550
K18499	hsa04550
K22687	hsa04550
K22688	hsa04550
K22689	hsa04550
K23605	hsa04550
K01300	hsa04610
K01313	hsa04610
K01314	hsa04610
K01315	hsa04610
K01320	hsa04610
K01321	hsa04610
K01323	hsa04610
K01324	hsa04610
K01328	hsa04610
K01330	hsa04610
K01331	hsa04610
K01332	hsa04610
K01333	hsa04610
K01334	hsa04610
K01335	hsa04610
K01343	hsa04610
K01344	hsa04610
K01348	hsa04610
K03898	hsa04610
K03899	hsa04610
K03900	hsa04610
K03901	hsa04610
K03902	hsa04610
K03903	hsa04610
K03904	hsa04610
K03905	hsa04610
K03906	hsa04610
K03907	hsa04610
K03908	hsa04610
K03909	hsa04610
K03910	hsa04610
K03911	hsa04610
K03912	hsa04610
K03913	hsa04610
K03914	hsa04610
K03915	hsa04610
K03916	hsa04610
K03917	hsa04610
K03982	hsa04610
K03983	hsa04610
K03984	hsa04610
K03985	hsa04610
K03986	hsa04610
K03987	hsa04610
K03988	hsa04610
K03989	hsa04610
K03990	hsa04610
K03991	hsa04610
K03992	hsa04610
K03993	hsa04610
K03994	hsa04610
K03995	hsa04610
K03996	hsa04610
K03997	hsa04610
K03998	hsa04610
K03999	hsa04610
K04000	hsa04610
K04001	hsa04610
K04002	hsa04610
K04003	hsa04610
K04004	hsa04610
K04006	hsa04610
K04007	hsa04610
K04008	hsa04610
K04009	hsa04610
K04010	hsa04610
K04011	hsa04610
K04012	hsa04610
K04235	hsa04610
K04236	hsa04610
K06251	hsa04610
K06461	hsa04610
K06462	hsa04610
K06464	hsa04610
K06557	hsa04610
K16643	hsa04610
K17252	hsa04610
K19821	hsa04610
K19822	hsa04610
K23815	hsa04610
K23816	hsa04610
K23817	hsa04610
K00509	hsa04611
K00907	hsa04611
K00922	hsa04611
K01313	hsa04611
K01832	hsa04611
K02649	hsa04611
K03900	hsa04611
K03903	hsa04611
K03904	hsa04611
K03905	hsa04611
K03914	hsa04611
K04236	hsa04611
K04263	hsa04611
K04264	hsa04611
K04270	hsa04611
K04298	hsa04611
K04345	hsa04611
K04350	hsa04611
K04353	hsa04611
K04371	hsa04611
K04441	hsa04611
K04456	hsa04611
K04513	hsa04611
K04514	hsa04611
K04630	hsa04611
K04632	hsa04611
K04634	hsa04611
K04639	hsa04611
K04958	hsa04611
K04959	hsa04611
K04960	hsa04611
K05215	hsa04611
K05692	hsa04611
K05703	hsa04611
K05704	hsa04611
K05719	hsa04611
K05732	hsa04611
K05854	hsa04611
K05855	hsa04611
K05858	hsa04611
K05859	hsa04611
K06069	hsa04611
K06236	hsa04611
K06260	hsa04611
K06261	hsa04611
K06262	hsa04611
K06263	hsa04611
K06264	hsa04611
K06269	hsa04611
K06270	hsa04611
K06271	hsa04611
K06274	hsa04611
K06472	hsa04611
K06476	hsa04611
K06481	hsa04611
K06493	hsa04611
K07361	hsa04611
K07370	hsa04611
K07376	hsa04611
K07532	hsa04611
K07836	hsa04611
K07983	hsa04611
K08041	hsa04611
K08042	hsa04611
K08043	hsa04611
K08044	hsa04611
K08045	hsa04611
K08046	hsa04611
K08047	hsa04611
K08048	hsa04611
K08049	hsa04611
K08508	hsa04611
K08512	hsa04611
K08627	hsa04611
K12318	hsa04611
K12319	hsa04611
K12330	hsa04611
K12361	hsa04611
K12757	hsa04611
K13242	hsa04611
K16056	hsa04611
K16059	hsa04611
K16342	hsa04611
K17084	hsa04611
K17388	hsa04611
K17704	hsa04611
K18952	hsa04611
K19477	hsa04611
K19720	hsa04611
K21289	hsa04611
K21290	hsa04611
K01363	hsa04612
K01365	hsa04612
K01368	hsa04612
K01369	hsa04612
K03156	hsa04612
K03283	hsa04612
K04079	hsa04612
K04687	hsa04612
K05653	hsa04612
K05654	hsa04612
K05870	hsa04612
K06454	hsa04612
K06458	hsa04612
K06459	hsa04612
K06505	hsa04612
K06516	hsa04612
K06541	hsa04612
K06696	hsa04612
K06697	hsa04612
K06698	hsa04612
K06751	hsa04612
K06752	hsa04612
K07980	hsa04612
K07981	hsa04612
K07982	hsa04612
K08054	hsa04612
K08055	hsa04612
K08056	hsa04612
K08057	hsa04612
K08058	hsa04612
K08059	hsa04612
K08060	hsa04612
K08061	hsa04612
K08062	hsa04612
K08063	hsa04612
K08064	hsa04612
K08065	hsa04612
K08066	hsa04612
K09489	hsa04612
K09490	hsa04612
K10784	hsa04612
K10785	hsa04612
K24231	hsa04612
K24232	hsa04612
K24233	hsa04612
K24234	hsa04612
K26598	hsa04612
K28445	hsa04612
K00922	hsa04613
K01116	hsa04613
K01319	hsa04613
K01327	hsa04613
K01370	hsa04613
K02580	hsa04613
K02649	hsa04613
K02677	hsa04613
K03900	hsa04613
K03903	hsa04613
K03904	hsa04613
K03905	hsa04613
K03990	hsa04613
K03994	hsa04613
K04010	hsa04613
K04011	hsa04613
K04172	hsa04613
K04173	hsa04613
K04366	hsa04613
K04368	hsa04613
K04369	hsa04613
K04371	hsa04613
K04392	hsa04613
K04394	hsa04613
K04427	hsa04613
K04441	hsa04613
K04456	hsa04613
K04735	hsa04613
K05012	hsa04613
K05404	hsa04613
K05692	hsa04613
K05704	hsa04613
K05718	hsa04613
K05855	hsa04613
K05858	hsa04613
K05859	hsa04613
K05862	hsa04613
K05863	hsa04613
K06005	hsa04613
K06067	hsa04613
K06261	hsa04613
K06461	hsa04613
K06463	hsa04613
K06464	hsa04613
K06472	hsa04613
K06476	hsa04613
K06493	hsa04613
K06496	hsa04613
K06498	hsa04613
K06544	hsa04613
K06740	hsa04613
K06856	hsa04613
K07203	hsa04613
K07860	hsa04613
K08009	hsa04613
K08010	hsa04613
K08011	hsa04613
K08012	hsa04613
K08337	hsa04613
K09565	hsa04613
K09877	hsa04613
K10074	hsa04613
K10159	hsa04613
K10160	hsa04613
K10170	hsa04613
K10789	hsa04613
K10802	hsa04613
K11251	hsa04613
K11252	hsa04613
K11253	hsa04613
K11254	hsa04613
K11303	hsa04613
K11404	hsa04613
K11405	hsa04613
K11406	hsa04613
K11407	hsa04613
K11408	hsa04613
K11409	hsa04613
K11418	hsa04613
K13916	hsa04613
K15040	hsa04613
K15041	hsa04613
K18671	hsa04613
K19662	hsa04613
K19663	hsa04613
K19722	hsa04613
K20917	hsa04613
K21421	hsa04613
K24665	hsa04613
K24669	hsa04613
K01257	hsa04614
K01283	hsa04614
K01285	hsa04614
K01319	hsa04614
K01322	hsa04614
K01325	hsa04614
K01329	hsa04614
K01380	hsa04614
K01389	hsa04614
K01392	hsa04614
K01393	hsa04614
K04166	hsa04614
K04167	hsa04614
K04303	hsa04614
K08392	hsa04614
K08780	hsa04614
K09708	hsa04614
K09821	hsa04614
K11140	hsa04614
K11141	hsa04614
K13289	hsa04614
K19514	hsa04614
K00922	hsa04620
K01371	hsa04620
K02373	hsa04620
K02580	hsa04620
K02649	hsa04620
K02861	hsa04620
K03156	hsa04620
K03160	hsa04620
K03174	hsa04620
K03175	hsa04620
K04368	hsa04620
K04369	hsa04620
K04371	hsa04620
K04379	hsa04620
K04391	hsa04620
K04392	hsa04620
K04398	hsa04620
K04403	hsa04620
K04404	hsa04620
K04415	hsa04620
K04427	hsa04620
K04430	hsa04620
K04431	hsa04620
K04432	hsa04620
K04433	hsa04620
K04440	hsa04620
K04441	hsa04620
K04448	hsa04620
K04456	hsa04620
K04467	hsa04620
K04519	hsa04620
K04693	hsa04620
K04729	hsa04620
K04730	hsa04620
K04733	hsa04620
K04734	hsa04620
K04735	hsa04620
K05130	hsa04620
K05131	hsa04620
K05398	hsa04620
K05399	hsa04620
K05400	hsa04620
K05401	hsa04620
K05402	hsa04620
K05403	hsa04620
K05404	hsa04620
K05405	hsa04620
K05406	hsa04620
K05408	hsa04620
K05409	hsa04620
K05410	hsa04620
K05411	hsa04620
K05412	hsa04620
K05413	hsa04620
K05414	hsa04620
K05415	hsa04620
K05416	hsa04620
K05425	hsa04620
K05842	hsa04620
K06250	hsa04620
K07209	hsa04620
K07210	hsa04620
K07211	hsa04620
K09446	hsa04620
K09447	hsa04620
K10030	hsa04620
K10159	hsa04620
K10160	hsa04620
K10161	hsa04620
K10168	hsa04620
K10169	hsa04620
K10170	hsa04620
K11217	hsa04620
K11219	hsa04620
K11220	hsa04620
K11221	hsa04620
K12499	hsa04620
K12671	hsa04620
K12672	hsa04620
K12964	hsa04620
K01165	hsa04621
K01363	hsa04621
K01370	hsa04621
K02161	hsa04621
K02373	hsa04621
K02406	hsa04621
K02580	hsa04621
K02581	hsa04621
K02861	hsa04621
K03156	hsa04621
K03173	hsa04621
K03174	hsa04621
K03175	hsa04621
K03443	hsa04621
K03462	hsa04621
K03671	hsa04621
K04079	hsa04621
K04371	hsa04621
K04394	hsa04621
K04395	hsa04621
